"","age1_orange.A","age1_green.A","age2_no_comorbid_orange.A","age2_no_comorbid_green.A","age2_comorbid_green.A","age3_no_comorbid_green.A","age3_comorbid_green.A"
"1",33,3,33,8,8,3,4
"2",27,6,26,4,4,2,4
"3",28,6,38,4,6,3,5
"4",35,2,30,5,5,2,3
"5",25,3,39,4,5,2,6
"6",32,6,45,4,5,2,6
"7",32,3,38,4,8,3,3
"8",32,4,36,6,5,2,3
"9",39,4,39,4,6,2,3
"10",30,2,26,4,8,3,2
"11",36,2,30,5,6,2,4
"12",33,2,35,5,6,1,3
"13",0,0,0,0,0,0,0
"14",38,4,34,3,8,1,5
"15",29,5,27,5,6,0,3
"16",34,4,38,7,5,2,4
"17",0,0,0,0,0,0,0
"18",36,7,39,6,8,3,4
"19",0,0,0,0,0,0,0
"20",29,4,30,4,6,2,3
"21",34,2,37,2,5,4,4
"22",34,3,29,5,5,2,2
"23",37,3,37,2,8,2,2
"24",0,0,0,0,0,0,0
"25",0,0,1,0,0,0,0
"26",29,3,29,3,5,3,4
"27",36,3,29,5,5,2,3
"28",36,3,23,5,4,4,2
"29",37,4,25,6,6,4,4
"30",47,5,28,3,5,3,3
"31",29,4,30,3,4,3,6
"32",38,2,33,4,3,1,2
"33",30,3,38,7,6,2,6
"34",37,3,44,4,4,5,4
"35",28,2,32,3,5,3,4
"36",30,5,31,3,10,2,4
"37",0,0,0,0,0,0,0
"38",36,4,41,4,8,4,5
"39",45,3,39,6,7,4,2
"40",0,0,1,0,0,0,0
"41",26,3,34,6,6,2,2
"42",0,0,0,0,0,0,0
"43",28,3,37,8,6,2,4
"44",33,4,27,7,3,2,3
"45",0,0,0,0,0,0,0
"46",37,3,42,3,5,2,3
"47",30,4,33,5,6,2,3
"48",0,0,1,0,0,0,0
"49",40,4,35,5,5,3,5
"50",0,0,1,0,0,0,0
"51",0,0,0,0,0,0,0
"52",39,2,41,4,7,3,3
"53",0,0,0,0,0,0,0
"54",31,8,37,4,4,1,5
"55",29,5,32,5,6,2,5
"56",43,3,35,4,7,1,2
"57",37,3,34,4,6,3,6
"58",37,5,35,5,6,1,2
"59",26,3,29,5,6,1,2
"60",29,2,32,4,5,2,4
"61",33,3,41,5,8,2,1
"62",0,0,0,0,0,0,0
"63",0,0,0,0,0,0,0
"64",31,4,38,4,7,3,2
"65",0,0,0,0,0,0,0
"66",32,4,29,5,5,4,2
"67",30,6,33,4,3,2,3
"68",35,5,29,3,6,3,2
"69",0,0,1,0,0,0,0
"70",37,4,31,3,6,2,5
"71",0,0,0,0,0,0,0
"72",27,5,30,5,5,4,3
"73",31,2,32,5,9,1,5
"74",34,4,46,4,8,2,3
"75",32,3,36,4,8,3,1
"76",35,3,33,5,5,3,2
"77",0,0,0,0,0,0,0
"78",25,3,33,6,5,2,4
"79",37,5,36,5,5,1,2
"80",36,4,32,6,6,2,6
"81",0,0,0,0,0,0,0
"82",37,3,38,5,5,1,4
"83",31,4,37,4,6,1,3
"84",26,5,29,5,6,3,1
"85",41,3,35,3,7,3,3
"86",31,5,39,6,8,4,2
"87",0,0,0,0,0,0,0
"88",0,0,1,0,0,0,0
"89",29,5,30,4,5,2,3
"90",31,3,31,4,5,2,3
"91",39,5,36,7,5,2,5
"92",34,5,23,6,7,2,3
"93",0,0,0,0,0,0,0
"94",40,3,35,7,4,2,2
"95",27,4,35,5,3,2,1
"96",0,0,0,0,0,0,0
"97",37,4,35,6,5,2,5
"98",37,2,34,2,7,2,3
"99",35,3,31,6,8,1,4
"100",32,5,31,2,5,2,3
"101",35,4,30,4,7,2,3
"102",1,0,0,0,0,0,0
"103",37,5,32,5,5,3,2
"104",34,3,25,3,5,2,3
"105",36,6,29,5,6,2,4
"106",35,2,42,6,3,4,3
"107",31,2,35,9,4,1,2
"108",25,4,30,5,5,1,4
"109",1,0,0,0,0,0,0
"110",33,4,35,4,6,3,4
"111",34,3,27,4,5,3,2
"112",36,5,30,5,8,2,2
"113",0,0,0,0,0,0,0
"114",31,3,31,4,4,2,2
"115",26,3,30,4,5,1,4
"116",39,5,29,4,3,2,3
"117",36,4,34,6,6,3,2
"118",46,4,24,2,5,3,2
