"","age1.H","age2_no_comorbid.H","age2_comorbid.H","age3_no_comorbid.H","age3_comorbid.H"
"1",44,47,47,50,50
"2",60,65,65,68,67
"3",63,68,67,70,69
"4",58,62,61,64,63
"5",41,44,45,47,47
"6",55,59,58,61,61
"7",55,58,59,61,63
"8",53,57,57,59,59
"9",70,74,74,77,78
"10",43,46,46,48,47
"11",55,58,58,61,60
"12",47,50,51,53,54
"13",64,68,68,71,71
"14",63,68,68,70,71
"15",52,56,56,58,59
"16",54,57,57,60,60
"17",67,71,71,74,73
"18",58,62,62,65,65
"19",46,50,50,52,52
"20",51,55,55,58,58
"21",52,55,55,58,57
"22",57,61,61,63,64
"23",56,60,60,62,63
"24",60,64,64,66,66
"25",62,67,67,69,69
"26",77,81,81,83,83
"27",45,48,49,51,52
"28",66,71,71,74,74
"29",65,70,70,72,72
"30",55,59,59,61,62
"31",54,58,58,60,60
"32",79,84,84,87,87
"33",37,39,39,41,41
"34",45,49,48,51,50
"35",57,60,60,63,62
"36",73,78,79,82,83
"37",67,72,72,74,75
"38",52,55,55,57,57
"39",66,70,70,73,74
"40",52,56,55,58,57
"41",63,67,67,70,70
"42",56,59,59,62,62
"43",44,47,47,50,49
"44",58,62,62,65,65
"45",49,52,52,55,55
"46",45,48,48,51,51
"47",54,57,57,60,58
"48",61,65,63,66,64
"49",64,68,68,71,71
"50",74,79,80,83,84
"51",50,54,54,56,56
"52",60,64,64,66,66
"53",52,56,55,58,57
"54",67,72,72,75,75
"55",51,55,56,58,59
"56",62,66,66,69,70
"57",62,66,66,69,69
"58",40,43,44,46,47
"59",53,56,57,59,60
"60",59,63,63,65,65
"61",70,74,74,77,77
"62",55,59,60,62,63
"63",62,66,66,68,67
"64",51,54,54,56,55
"65",79,84,84,87,87
"66",51,54,54,56,55
"67",44,47,47,49,49
"68",45,49,48,50,50
"69",47,51,51,53,53
"70",67,71,72,74,75
"71",54,58,58,61,61
"72",66,70,70,73,72
"73",61,65,64,67,66
"74",48,51,52,54,56
"75",72,77,77,80,80
"76",59,63,64,66,67
"77",47,50,51,53,53
"78",56,60,60,63,63
"79",70,75,75,78,79
"80",51,55,54,57,56
"81",48,52,51,53,53
"82",44,47,48,50,50
"83",53,56,55,58,56
"84",54,58,59,61,62
"85",49,52,53,55,55
"86",63,68,68,71,71
"87",59,63,63,66,65
"88",62,66,66,69,69
"89",66,71,71,74,74
"90",77,81,81,84,84
"91",44,47,46,49,47
"92",53,57,57,59,59
"93",43,46,46,48,48
"94",76,80,80,83,82
"95",67,72,71,75,74
"96",50,53,53,55,55
"97",51,54,54,57,57
"98",59,63,63,66,66
"99",56,60,59,62,61
"100",57,61,61,63,64
"101",44,47,47,49,49
"102",63,67,67,70,69
"103",46,49,49,51,52
"104",77,81,80,83,82
"105",47,50,50,52,52
"106",53,56,57,59,60
"107",61,65,64,67,67
"108",59,63,62,65,65
"109",47,51,50,53,53
"110",106,112,111,115,113
"111",46,49,50,52,52
"112",49,52,52,55,55
"113",32,34,33,35,35
"114",57,61,61,64,63
"115",36,39,39,40,40
"116",71,76,76,79,80
"117",51,54,54,56,56
"118",43,46,46,48,48
"119",57,61,60,62,61
"120",38,41,41,43,43
"121",71,75,74,77,76
"122",44,47,47,49,49
"123",53,57,56,59,58
