"","age1.A","age2_no_comorbid.A","age2_comorbid.A","age3_no_comorbid.A","age3_comorbid.A"
"1",42,45,45,47,47
"2",51,54,54,57,57
"3",55,59,59,61,61
"4",55,59,59,61,61
"5",36,38,38,40,40
"6",54,58,58,60,60
"7",46,49,49,51,51
"8",47,50,50,52,52
"9",65,69,69,71,71
"10",39,42,42,44,44
"11",45,48,48,50,50
"12",41,44,44,47,47
"13",55,59,59,62,62
"14",53,57,57,59,59
"15",45,48,48,50,50
"16",47,50,50,52,52
"17",59,63,63,65,65
"18",47,50,50,52,52
"19",39,42,42,44,44
"20",40,43,43,45,45
"21",43,46,46,48,48
"22",51,54,54,56,56
"23",47,50,50,52,52
"24",50,53,53,56,56
"25",54,58,58,60,60
"26",72,76,76,79,79
"27",39,42,42,44,44
"28",61,65,65,68,68
"29",57,61,61,63,63
"30",50,53,53,55,55
"31",44,47,47,49,49
"32",72,77,77,80,80
"33",32,34,34,36,36
"34",40,43,43,45,45
"35",51,55,55,57,57
"36",63,67,67,70,70
"37",59,63,63,65,65
"38",46,49,49,51,51
"39",60,64,64,67,67
"40",46,50,50,52,52
"41",54,57,57,60,60
"42",47,50,50,52,52
"43",38,41,41,43,43
"44",47,50,50,52,52
"45",40,43,43,45,45
"46",39,42,42,44,44
"47",43,46,46,48,48
"48",54,58,58,61,61
"49",57,61,61,63,63
"50",65,70,70,73,73
"51",43,47,47,49,49
"52",57,61,61,64,64
"53",46,50,50,52,52
"54",56,59,59,62,62
"55",41,44,44,46,46
"56",56,60,60,62,62
"57",52,56,56,58,58
"58",33,36,36,38,38
"59",49,53,53,55,55
"60",49,52,52,55,55
"61",63,67,67,70,70
"62",46,49,49,51,51
"63",58,62,62,64,64
"64",48,52,52,54,54
"65",71,76,76,78,78
"66",48,51,51,53,53
"67",38,41,41,43,43
"68",37,40,40,42,42
"69",36,39,39,41,41
"70",55,59,59,62,62
"71",46,49,49,51,51
"72",57,60,60,63,63
"73",50,54,54,56,56
"74",36,39,39,41,41
"75",63,67,67,70,70
"76",53,57,57,59,59
"77",40,42,42,44,44
"78",49,52,52,55,55
"79",63,67,67,69,69
"80",42,45,45,47,47
"81",41,44,44,46,46
"82",36,38,38,40,40
"83",51,54,54,56,56
"84",43,46,46,48,48
"85",45,48,48,50,50
"86",50,54,54,57,57
"87",51,54,54,57,57
"88",55,59,59,62,62
"89",62,66,66,69,69
"90",74,78,78,81,81
"91",37,39,39,41,41
"92",48,52,52,54,54
