"","age1_orange.A","age2_no_comorbid_orange.A","age2_comorbid_orange.A","age3_no_comorbid_green.A","age3_comorbid_green.A"
"276",0,0,0,0,0
"277",40,51,6,0,0
"278",41,33,6,0,0
"279",35,35,9,0,0
"280",0,0,0,0,0
"281",0,0,0,0,0
"282",37,38,3,0,0
"283",40,36,6,2,3
"284",41,33,8,2,3
"285",30,32,9,0,0
"286",0,0,0,0,0
"287",31,41,6,0,0
"288",28,36,4,0,0
"289",44,37,6,2,3
"290",0,1,0,0,0
"291",27,26,9,0,0
"292",33,39,6,0,0
"293",30,41,6,1,3
"294",45,43,8,4,3
"295",31,36,9,0,0
"296",36,30,6,0,0
"297",34,35,7,0,0
"298",39,36,8,0,0
"299",40,39,7,0,0
"300",48,46,6,0,0
"301",39,35,4,2,2
"302",37,37,7,0,0
"303",26,34,7,0,0
"304",24,38,3,0,0
"305",32,45,4,2,3
"306",34,35,6,0,0
"307",30,30,3,0,0
"308",43,37,6,3,2
"309",49,34,8,0,1
"310",40,36,10,0,0
"311",0,0,0,0,0
"312",31,33,7,0,0
"313",0,0,0,0,0
"314",31,40,6,2,1
"315",37,41,7,2,3
"316",34,36,6,0,0
"317",45,46,6,0,0
"318",0,0,0,0,0
"319",0,1,0,0,0
"320",35,39,6,0,0
"321",32,34,6,0,0
"322",34,33,6,0,0
"323",37,28,8,0,0
"324",37,39,7,0,0
"325",33,38,6,0,0
"326",0,0,0,0,0
"327",33,35,7,0,0
"328",34,32,10,0,0
"329",0,1,0,0,0
"330",44,35,4,0,0
"331",41,36,5,0,0
"332",0,1,0,0,0
"333",41,47,5,0,0
"334",33,26,9,0,0
"335",0,0,0,0,0
"336",35,36,6,0,0
"337",0,0,0,0,0
"338",36,41,4,0,0
"339",43,39,10,0,0
"340",35,57,7,0,0
"341",37,35,7,0,0
"342",30,34,7,0,0
"343",34,39,5,0,0
"344",35,36,5,0,0
"345",41,39,9,4,4
"346",0,0,0,0,0
"347",38,48,9,0,0
"348",29,32,6,0,0
"349",31,41,8,0,0
"350",42,43,8,0,0
"351",28,40,6,0,0
"352",32,43,8,0,0
"353",44,27,2,0,0
"354",23,30,7,0,1
"355",37,35,9,0,0
"356",0,0,0,0,0
"357",41,35,10,0,0
"358",0,0,0,0,0
"359",36,38,9,0,0
"360",43,39,6,0,0
"361",44,34,3,0,0
"362",32,38,5,0,0
"363",33,38,4,0,0
"364",0,0,0,0,0
"365",38,41,7,0,0
"366",1,1,0,0,0
"367",45,44,8,0,0
"368",0,0,0,0,0
"369",38,34,5,1,2
"370",42,41,7,3,4
"371",37,42,6,2,2
"372",0,0,0,0,0
"373",39,36,8,0,0
"374",44,47,6,0,0
"375",33,35,8,0,0
"376",39,40,6,2,1
"377",40,31,5,0,0
"378",34,40,7,0,0
"379",38,34,12,0,0
"380",0,0,0,0,0
"381",35,29,7,0,0
"382",29,35,2,0,0
"383",42,28,6,0,0
"384",33,31,6,0,0
"385",45,39,10,0,0
"386",33,34,8,1,2
"387",33,36,9,0,0
"388",42,30,6,0,0
"389",0,0,0,0,0
"390",35,42,7,0,0
"391",33,42,5,0,1
"392",35,35,5,0,0
"393",0,0,0,0,0
"394",39,34,7,0,0
"395",29,36,8,1,2
"396",0,0,0,0,0
"397",33,41,8,0,0
"398",34,40,5,0,0
"399",0,0,0,0,0
"400",35,32,7,0,0
"401",28,34,6,0,0
"402",38,38,4,0,0
"403",40,40,5,2,2
"404",37,32,9,0,0
"405",34,40,6,0,0
"406",35,28,7,1,4
"407",0,0,0,0,0
"408",39,39,7,3,2
"409",43,32,9,0,0
"410",29,33,6,1,2
"411",0,0,0,0,0
"412",51,44,3,0,0
"413",42,36,6,0,0
"414",45,36,7,0,0
"415",40,35,8,1,0
"416",36,32,4,3,5
"417",37,34,8,0,0
"418",36,35,7,0,0
"419",43,38,7,0,0
"420",0,0,0,0,0
"421",41,37,6,0,0
"422",0,0,0,0,0
"423",40,41,7,0,0
"424",48,38,7,4,4
"425",36,35,7,0,0
"426",37,33,10,3,2
"427",0,0,0,0,0
"428",35,31,6,0,0
"429",33,37,8,0,0
"430",0,0,0,0,0
"431",32,41,9,0,0
"432",36,41,7,0,0
"433",40,34,4,2,3
"434",34,28,6,0,1
"435",40,35,5,0,0
"436",41,39,9,0,0
"437",36,30,6,0,0
"438",39,33,5,0,0
"439",31,40,8,0,0
"440",32,37,6,2,5
"441",35,38,6,0,0
"442",33,37,5,2,1
"443",34,45,8,0,0
"444",40,36,5,0,0
"445",0,0,0,0,0
"446",0,0,0,0,0
"447",35,42,5,2,1
"448",38,45,3,0,0
"449",30,34,6,0,0
"450",0,0,0,0,0
"451",34,26,8,0,0
"452",33,39,7,0,0
"453",0,1,0,0,0
"454",37,37,11,0,0
"455",48,33,6,0,0
"456",35,37,8,3,2
"457",42,29,6,0,0
"458",0,0,0,0,0
"459",0,0,0,0,0
"460",30,39,4,0,0
"461",38,40,7,0,0
"462",41,35,5,0,0
"463",42,39,8,0,0
"464",39,27,6,0,0
"465",0,0,0,0,0
"466",32,43,8,0,0
"467",34,40,5,0,0
"468",37,41,4,0,0
"469",29,34,3,0,0
"470",35,45,8,0,0
"471",44,42,8,0,0
"472",39,29,7,0,0
"473",37,37,9,0,0
"474",31,38,6,3,3
"475",38,49,8,0,0
"476",33,36,6,2,3
"477",36,34,6,0,0
"478",32,31,8,0,0
"479",41,31,7,0,0
"480",37,28,4,0,0
"481",35,38,8,0,0
"482",41,36,7,0,0
"483",43,30,4,2,3
"484",41,36,6,6,5
"485",41,35,8,0,0
"486",42,37,6,0,0
"487",33,40,6,0,0
"488",39,43,7,0,0
"489",0,1,0,0,0
"490",40,39,4,0,0
"491",36,41,9,0,0
"492",0,0,0,0,0
"493",33,33,4,0,0
"494",42,29,6,0,0
"495",30,31,5,0,0
"496",30,37,7,1,0
"497",35,44,6,0,0
"498",38,40,9,0,0
"499",34,34,5,2,2
"500",0,0,0,0,0
