"","age1_orange.A","age2_no_comorbid_orange.A","age2_comorbid_orange.A","age3_no_comorbid_green.A","age3_comorbid_green.A"
"1",5.15970515970516,3.39702760084926,5.59105431309904,4.54545454545455,2.68096514745308
"2",4.79115479115479,4.24628450106157,4.79233226837061,0,0
"3",4.42260442260442,3.60934182590234,3.19488817891374,0,0
"4",0,0,0,0,0
"5",4.91400491400491,3.82165605095541,6.38977635782748,0,0
"6",4.05405405405405,5.09554140127389,7.18849840255591,0,0
"7",0,0,0,0,0
"8",4.2997542997543,5.09554140127389,5.59105431309904,0,0
"9",3.93120393120393,4.14012738853503,3.19488817891374,0,0
"10",4.2997542997543,4.03397027600849,7.18849840255591,0,0
"11",0,0,0,0,0
"12",5.52825552825553,4.03397027600849,4.79233226837061,0,0
"13",5.28255528255528,3.39702760084926,3.99361022364217,0,0
"14",4.17690417690418,3.60934182590234,4.79233226837061,0,0
"15",3.56265356265356,3.29087048832272,3.99361022364217,0,0
"16",4.05405405405405,3.92781316348195,5.59105431309904,0,0
"17",4.66830466830467,3.92781316348195,3.99361022364217,0,1.34048257372654
"18",4.79115479115479,3.82165605095541,4.79233226837061,0,0
"19",5.52825552825553,3.92781316348195,3.19488817891374,0,0
"20",5.65110565110565,4.24628450106157,7.98722044728434,0,1.34048257372654
"21",5.15970515970516,4.03397027600849,3.99361022364217,0,0
"22",0,0,0,0,0
"23",4.17690417690418,3.71549893842887,5.59105431309904,2.27272727272727,1.34048257372654
"24",0,0,0,0,0
"25",4.79115479115479,4.56475583864119,3.19488817891374,0,0
"26",3.56265356265356,3.82165605095541,3.19488817891374,0,0
"27",4.42260442260442,4.03397027600849,6.38977635782748,0,0
"28",4.79115479115479,3.71549893842887,7.18849840255591,6.81818181818182,5.36193029490617
"29",4.66830466830467,4.14012738853503,4.79233226837061,0,0
"30",0,0,0,0,0
"31",4.42260442260442,3.29087048832272,5.59105431309904,0,0
"32",4.05405405405405,3.71549893842887,3.99361022364217,4.54545454545455,6.70241286863271
"33",4.54545454545455,3.82165605095541,4.79233226837061,4.54545454545455,4.02144772117963
"34",3.80835380835381,4.14012738853503,4.79233226837061,2.27272727272727,4.02144772117963
"35",5.8968058968059,3.71549893842887,4.79233226837061,0,0
"36",4.2997542997543,2.86624203821656,5.59105431309904,0,0
"37",4.91400491400491,4.35244161358811,4.79233226837061,0,0
"38",4.91400491400491,4.77707006369427,3.99361022364217,0,0
"39",3.56265356265356,3.39702760084926,4.79233226837061,4.54545454545455,4.02144772117963
"40",0,0,0,0,0
"41",3.19410319410319,3.29087048832272,7.98722044728434,0,0
"42",0,0,0,0,0
"43",4.2997542997543,3.5031847133758,2.3961661341853,0,0
"44",0,0,0,0,0
"45",4.05405405405405,5.4140127388535,4.79233226837061,0,0
"46",4.2997542997543,4.03397027600849,7.98722044728434,0,0
"47",0,0,0,0,0
"48",5.03685503685504,3.82165605095541,5.59105431309904,0,0
"49",3.93120393120393,2.76008492569002,4.79233226837061,0,0
"50",5.40540540540541,3.71549893842887,4.79233226837061,0,0
"51",2.94840294840295,3.5031847133758,6.38977635782748,2.27272727272727,1.34048257372654
"52",5.52825552825553,4.35244161358811,3.99361022364217,4.54545454545455,2.68096514745308
"53",3.93120393120393,3.39702760084926,4.79233226837061,2.27272727272727,0
"54",0,0,0,0,0
"55",3.43980343980344,4.14012738853503,3.19488817891374,0,0
"56",4.05405405405405,3.39702760084926,4.79233226837061,0,0
"57",5.28255528255528,3.39702760084926,3.19488817891374,0,0
"58",4.17690417690418,4.88322717622081,3.99361022364217,0,0
"59",3.68550368550369,4.03397027600849,4.79233226837061,0,0
"60",4.2997542997543,2.54777070063694,2.3961661341853,0,0
"61",0,0,0,0,0
"62",0,0,0,0,0
"63",4.42260442260442,3.71549893842887,3.19488817891374,0,1.34048257372654
"64",4.91400491400491,3.82165605095541,3.19488817891374,0,0
"65",3.07125307125307,3.29087048832272,7.18849840255591,0,0
"66",3.93120393120393,4.45859872611465,4.79233226837061,0,0
"67",4.91400491400491,2.86624203821656,5.59105431309904,0,0
"68",4.42260442260442,3.71549893842887,3.19488817891374,0,0
