"","age1_orange.H","age2_no_comorbid_orange.H","age2_comorbid_orange.H","age3_no_comorbid_green.H","age3_comorbid_green.H"
"1",1.5970515970516,2.22929936305732,5.59105431309904,2.27272727272727,5.36193029490617
"2",2.57985257985258,2.12314225053079,3.99361022364217,0,0
"3",2.45700245700246,1.48619957537155,5.59105431309904,0,0
"4",0,0,0,0,0
"5",1.96560196560197,0.955414012738854,3.19488817891374,0,0
"6",1.96560196560197,1.69851380042463,7.98722044728434,0,0
"7",0,0,0,0,0
"8",1.84275184275184,1.59235668789809,6.38977635782748,0,0
"9",2.33415233415233,1.91082802547771,3.99361022364217,0,0
"10",1.84275184275184,2.22929936305732,5.59105431309904,0,0
"11",0,0,0,0,0
"12",1.71990171990172,1.38004246284501,7.18849840255591,0,0
"13",1.71990171990172,1.59235668789809,8.78594249201278,0,0
"14",1.84275184275184,2.33545647558386,5.59105431309904,0,0
"15",1.22850122850123,1.80467091295117,7.98722044728434,0,0
"16",2.45700245700246,1.69851380042463,4.79233226837061,0,0
"17",1.22850122850123,1.48619957537155,6.38977635782748,0,0
"18",1.47420147420147,1.91082802547771,4.79233226837061,0,0
"19",2.7027027027027,1.69851380042463,4.79233226837061,0,0
"20",1.96560196560197,2.22929936305732,5.59105431309904,0,0
"21",2.08845208845209,2.4416135881104,8.78594249201278,0,0
"22",0,0,0,0,0
"23",1.71990171990172,2.22929936305732,4.79233226837061,4.54545454545455,12.0643431635389
"24",0,0,0,0,0
"25",1.84275184275184,1.59235668789809,3.19488817891374,0,0
"26",1.71990171990172,1.48619957537155,6.38977635782748,0,0
"27",1.96560196560197,2.4416135881104,5.59105431309904,0,0
"28",1.96560196560197,1.38004246284501,5.59105431309904,9.09090909090909,12.0643431635389
"29",2.08845208845209,2.33545647558386,3.99361022364217,0,1.34048257372654
"30",0,0,0,0,0
"31",1.5970515970516,1.59235668789809,6.38977635782748,0,0
"32",1.71990171990172,1.91082802547771,7.98722044728434,4.54545454545455,16.0857908847185
"33",2.45700245700246,2.22929936305732,5.59105431309904,2.27272727272727,9.38337801608579
"34",1.35135135135135,1.48619957537155,4.79233226837061,6.81818181818182,10.7238605898123
"35",1.96560196560197,2.22929936305732,5.59105431309904,0,0
"36",1.47420147420147,1.91082802547771,5.59105431309904,0,0
"37",1.84275184275184,2.22929936305732,3.99361022364217,0,0
"38",1.84275184275184,1.27388535031847,7.98722044728434,0,0
"39",1.96560196560197,1.80467091295117,3.99361022364217,4.54545454545455,13.4048257372654
"40",0,0,0,0,0
"41",1.22850122850123,2.12314225053079,6.38977635782748,0,1.34048257372654
"42",0,0,0,0,0
"43",2.08845208845209,1.06157112526539,11.1821086261981,0,0
"44",0,0,0,0,0
"45",1.84275184275184,2.76008492569002,7.98722044728434,0,0
"46",1.84275184275184,1.69851380042463,3.19488817891374,0,0
"47",0,0,0,0,0
"48",2.33415233415233,1.80467091295117,4.79233226837061,0,0
"49",1.84275184275184,1.80467091295117,6.38977635782748,0,0
"50",1.5970515970516,1.27388535031847,8.78594249201278,0,0
"51",1.84275184275184,1.69851380042463,3.99361022364217,0,1.34048257372654
"52",1.5970515970516,2.54777070063694,4.79233226837061,4.54545454545455,8.04289544235925
"53",1.84275184275184,1.06157112526539,5.59105431309904,0,0
"54",0,0,0,0,0
"55",2.33415233415233,3.07855626326964,4.79233226837061,0,0
"56",1.35135135135135,2.01698513800425,4.79233226837061,0,0
"57",1.96560196560197,2.01698513800425,6.38977635782748,0,0
"58",1.84275184275184,1.38004246284501,5.59105431309904,0,0
"59",1.71990171990172,1.91082802547771,5.59105431309904,0,0
"60",1.47420147420147,1.59235668789809,7.18849840255591,0,0
"61",0,0,0,0,0
"62",0,0,0,0,0
"63",2.21130221130221,2.76008492569002,7.98722044728434,0,0
"64",2.57985257985258,2.01698513800425,6.38977635782748,0,0
"65",2.08845208845209,1.16772823779193,3.99361022364217,0,0
"66",1.84275184275184,1.69851380042463,6.38977635782748,0,0
"67",1.47420147420147,1.91082802547771,6.38977635782748,0,0
"68",2.08845208845209,1.80467091295117,6.38977635782748,0,0
"69",1.47420147420147,1.80467091295117,4.79233226837061,0,0
"70",0,0,0,0,0
"71",0,0,0,0,0
"72",0,0,0,0,0
"73",0,0,0,0,0
"74",1.84275184275184,1.80467091295117,3.99361022364217,0,0
"75",1.96560196560197,2.01698513800425,4.79233226837061,6.81818181818182,10.7238605898123
"76",1.5970515970516,1.59235668789809,4.79233226837061,0,0
"77",1.35135135135135,1.48619957537155,4.79233226837061,0,0
"78",0,0,0,0,0
"79",1.22850122850123,2.01698513800425,3.99361022364217,0,0
"80",1.71990171990172,1.59235668789809,6.38977635782748,0,0
"81",2.08845208845209,2.22929936305732,5.59105431309904,0,0
"82",1.96560196560197,2.01698513800425,6.38977635782748,0,0
"83",1.5970515970516,1.69851380042463,5.59105431309904,0,0
"84",1.96560196560197,2.01698513800425,4.79233226837061,4.54545454545455,5.36193029490617
"85",2.45700245700246,1.91082802547771,6.38977635782748,2.27272727272727,10.7238605898123
"86",2.08845208845209,2.01698513800425,5.59105431309904,0,0
"87",1.71990171990172,1.27388535031847,3.99361022364217,6.81818181818182,6.70241286863271
"88",1.84275184275184,1.69851380042463,7.98722044728434,0,0
"89",0,0,0,0,0
"90",2.33415233415233,1.59235668789809,4.79233226837061,4.54545454545455,6.70241286863271
"91",1.96560196560197,1.91082802547771,5.59105431309904,0,0
"92",2.08845208845209,2.33545647558386,5.59105431309904,0,0
"93",1.84275184275184,2.12314225053079,5.59105431309904,0,0
"94",1.71990171990172,1.69851380042463,6.38977635782748,0,0
"95",0,0,0,0,0
"96",1.96560196560197,1.59235668789809,4.79233226837061,0,0
"97",0,0,0,0,0
"98",1.96560196560197,2.01698513800425,7.98722044728434,2.27272727272727,13.4048257372654
"99",1.84275184275184,1.69851380042463,5.59105431309904,0,0
"100",2.94840294840295,2.01698513800425,3.99361022364217,0,0
"101",0,0,0,0,0
"102",1.35135135135135,2.12314225053079,9.58466453674121,0,0
"103",2.45700245700246,1.80467091295117,6.38977635782748,0,0
"104",1.84275184275184,2.22929936305732,4.79233226837061,0,0
"105",2.21130221130221,1.91082802547771,7.98722044728434,0,0
"106",1.71990171990172,2.12314225053079,5.59105431309904,4.54545454545455,10.7238605898123
"107",2.08845208845209,2.33545647558386,6.38977635782748,0,0
"108",0,0,0,0,0
"109",2.21130221130221,1.91082802547771,7.18849840255591,0,0
"110",1.5970515970516,1.91082802547771,7.98722044728434,4.54545454545455,8.04289544235925
"111",2.33415233415233,1.80467091295117,4.79233226837061,0,0
"112",1.96560196560197,1.48619957537155,6.38977635782748,0,0
"113",2.08845208845209,1.80467091295117,7.98722044728434,0,0
"114",1.5970515970516,1.48619957537155,7.18849840255591,0,0
"115",1.47420147420147,2.22929936305732,10.3833865814696,0,0
"116",1.47420147420147,1.80467091295117,8.78594249201278,0,0
"117",2.08845208845209,1.48619957537155,3.99361022364217,0,0
"118",1.96560196560197,1.80467091295117,5.59105431309904,0,0
"119",1.5970515970516,1.48619957537155,5.59105431309904,0,0
"120",0,0,0,0,0
"121",1.84275184275184,2.33545647558386,7.98722044728434,0,0
"122",1.47420147420147,2.01698513800425,3.99361022364217,4.54545454545455,8.04289544235925
"123",0,0.106157112526539,0,0,0
"124",0,0,0,0,0
"125",1.5970515970516,1.27388535031847,6.38977635782748,0,0
"126",1.5970515970516,2.12314225053079,5.59105431309904,6.81818181818182,12.0643431635389
"127",1.35135135135135,1.38004246284501,7.98722044728434,0,0
"128",2.45700245700246,2.12314225053079,4.79233226837061,0,0
"129",2.08845208845209,1.38004246284501,10.3833865814696,0,0
"130",0,0,0,0,0
"131",0,0.106157112526539,0,0,0
"132",2.7027027027027,2.12314225053079,7.98722044728434,4.54545454545455,8.04289544235925
"133",2.33415233415233,1.69851380042463,5.59105431309904,0,0
"134",1.5970515970516,2.33545647558386,6.38977635782748,2.27272727272727,9.38337801608579
"135",1.71990171990172,2.12314225053079,4.79233226837061,0,0
"136",2.57985257985258,1.16772823779193,7.18849840255591,0,0
"137",2.33415233415233,1.80467091295117,7.18849840255591,6.81818181818182,10.7238605898123
"138",1.84275184275184,1.59235668789809,4.79233226837061,0,0
"139",1.71990171990172,2.33545647558386,9.58466453674121,4.54545454545455,5.36193029490617
"140",1.5970515970516,2.01698513800425,7.98722044728434,6.81818181818182,5.36193029490617
"141",1.35135135135135,1.80467091295117,7.18849840255591,0,0
"142",1.96560196560197,1.38004246284501,8.78594249201278,0,0
"143",3.31695331695332,2.4416135881104,5.59105431309904,6.81818181818182,5.36193029490617
"144",1.5970515970516,1.27388535031847,6.38977635782748,0,0
"145",2.82555282555283,2.4416135881104,8.78594249201278,0,0
"146",1.5970515970516,2.33545647558386,5.59105431309904,0,0
"147",1.71990171990172,2.54777070063694,5.59105431309904,0,0
"148",2.45700245700246,2.01698513800425,5.59105431309904,6.81818181818182,13.4048257372654
"149",2.08845208845209,1.91082802547771,7.98722044728434,0,0
"150",2.33415233415233,1.59235668789809,6.38977635782748,0,0
"151",1.35135135135135,2.4416135881104,5.59105431309904,4.54545454545455,8.04289544235925
"152",2.33415233415233,1.80467091295117,4.79233226837061,0,0
"153",1.96560196560197,2.4416135881104,6.38977635782748,4.54545454545455,14.745308310992
"154",2.94840294840295,1.38004246284501,4.79233226837061,0,0
"155",1.71990171990172,2.4416135881104,6.38977635782748,0,0
"156",1.84275184275184,1.27388535031847,5.59105431309904,4.54545454545455,8.04289544235925
"157",2.21130221130221,2.22929936305732,4.79233226837061,0,0
"158",1.96560196560197,1.80467091295117,3.19488817891374,0,0
"159",1.84275184275184,2.01698513800425,7.18849840255591,0,0
"160",0,0,0,0,0
"161",1.47420147420147,1.69851380042463,5.59105431309904,0,0
"162",2.08845208845209,2.01698513800425,4.79233226837061,0,0
"163",1.35135135135135,1.91082802547771,4.79233226837061,0,0
"164",2.57985257985258,1.91082802547771,5.59105431309904,0,1.34048257372654
"165",1.84275184275184,1.80467091295117,7.98722044728434,9.09090909090909,9.38337801608579
"166",2.33415233415233,1.48619957537155,6.38977635782748,0,0
"167",1.5970515970516,1.80467091295117,6.38977635782748,0,0
"168",2.33415233415233,1.80467091295117,9.58466453674121,0,0
"169",1.71990171990172,2.22929936305732,5.59105431309904,0,0
"170",0,0,0,0,0
"171",1.5970515970516,1.69851380042463,7.18849840255591,0,0
"172",0,0,0,0,0
"173",1.71990171990172,1.69851380042463,5.59105431309904,0,0
"174",2.82555282555283,2.12314225053079,4.79233226837061,0,0
"175",1.96560196560197,1.69851380042463,7.18849840255591,0,0
"176",2.08845208845209,2.01698513800425,6.38977635782748,2.27272727272727,10.7238605898123
"177",1.71990171990172,1.80467091295117,5.59105431309904,0,0
"178",2.7027027027027,1.91082802547771,5.59105431309904,0,0
"179",1.47420147420147,2.4416135881104,7.18849840255591,0,0
"180",2.08845208845209,2.12314225053079,7.18849840255591,0,0
"181",2.08845208845209,1.48619957537155,6.38977635782748,0,0
"182",2.45700245700246,1.48619957537155,10.3833865814696,2.27272727272727,9.38337801608579
"183",1.47420147420147,2.22929936305732,4.79233226837061,0,0
"184",0,0,0,0,0
"185",1.96560196560197,1.16772823779193,4.79233226837061,0,0
"186",2.33415233415233,1.59235668789809,7.18849840255591,0,0
"187",1.84275184275184,1.69851380042463,5.59105431309904,9.09090909090909,9.38337801608579
"188",1.35135135135135,1.69851380042463,7.98722044728434,6.81818181818182,10.7238605898123
"189",2.08845208845209,1.48619957537155,4.79233226837061,0,0
"190",1.47420147420147,2.22929936305732,7.18849840255591,6.81818181818182,6.70241286863271
"191",2.21130221130221,1.80467091295117,10.3833865814696,0,0
"192",1.71990171990172,2.01698513800425,8.78594249201278,0,0
"193",1.5970515970516,1.80467091295117,7.98722044728434,4.54545454545455,12.0643431635389
"194",1.96560196560197,1.69851380042463,5.59105431309904,0,0
"195",1.5970515970516,1.69851380042463,4.79233226837061,4.54545454545455,12.0643431635389
"196",1.84275184275184,1.69851380042463,4.79233226837061,4.54545454545455,8.04289544235925
"197",0,0,0,0,0
"198",2.82555282555283,2.01698513800425,9.58466453674121,0,0
"199",1.5970515970516,1.38004246284501,3.19488817891374,0,0
"200",2.33415233415233,2.4416135881104,3.19488817891374,4.54545454545455,13.4048257372654
"201",1.71990171990172,2.33545647558386,4.79233226837061,0,0
"202",2.7027027027027,1.80467091295117,9.58466453674121,0,0
"203",1.5970515970516,2.22929936305732,7.18849840255591,0,0
"204",1.84275184275184,1.48619957537155,7.18849840255591,0,0
"205",1.96560196560197,2.01698513800425,4.79233226837061,4.54545454545455,12.0643431635389
"206",1.84275184275184,2.22929936305732,5.59105431309904,4.54545454545455,9.38337801608579
"207",0,0,0,0,0
"208",1.47420147420147,1.27388535031847,4.79233226837061,2.27272727272727,17.426273458445
"209",1.71990171990172,1.91082802547771,5.59105431309904,0,0
"210",2.7027027027027,2.12314225053079,4.79233226837061,0,0
"211",1.96560196560197,2.4416135881104,6.38977635782748,0,0
"212",0,0,0,0,0
"213",2.7027027027027,1.38004246284501,4.79233226837061,0,0
"214",1.71990171990172,2.12314225053079,4.79233226837061,0,0
"215",2.57985257985258,1.80467091295117,7.18849840255591,0,0
"216",2.08845208845209,1.91082802547771,7.18849840255591,2.27272727272727,8.04289544235925
"217",2.33415233415233,1.59235668789809,7.98722044728434,0,1.34048257372654
"218",1.5970515970516,1.80467091295117,6.38977635782748,0,0
"219",1.84275184275184,1.91082802547771,4.79233226837061,0,0
"220",1.96560196560197,1.06157112526539,5.59105431309904,0,0
"221",1.96560196560197,2.22929936305732,5.59105431309904,0,0
"222",1.5970515970516,2.01698513800425,4.79233226837061,0,0
"223",2.21130221130221,2.12314225053079,6.38977635782748,0,0
"224",1.96560196560197,2.9723991507431,5.59105431309904,0,0
"225",1.84275184275184,2.01698513800425,5.59105431309904,0,0
"226",1.71990171990172,3.29087048832272,4.79233226837061,6.81818181818182,14.745308310992
"227",2.08845208845209,1.69851380042463,5.59105431309904,0,1.34048257372654
"228",2.33415233415233,1.59235668789809,6.38977635782748,0,0
"229",2.08845208845209,1.48619957537155,7.18849840255591,9.09090909090909,13.4048257372654
"230",2.45700245700246,1.80467091295117,7.18849840255591,0,1.34048257372654
"231",0,0,0,0,0
"232",1.47420147420147,1.38004246284501,3.99361022364217,0,0
"233",1.71990171990172,2.65392781316348,7.18849840255591,4.54545454545455,9.38337801608579
"234",1.84275184275184,1.27388535031847,7.18849840255591,4.54545454545455,8.04289544235925
"235",1.84275184275184,2.01698513800425,5.59105431309904,0,0
"236",1.96560196560197,1.59235668789809,5.59105431309904,0,0
"237",2.21130221130221,1.48619957537155,4.79233226837061,0,0
"238",2.08845208845209,2.33545647558386,6.38977635782748,0,0
"239",2.21130221130221,1.69851380042463,3.99361022364217,0,0
"240",1.5970515970516,1.69851380042463,6.38977635782748,9.09090909090909,8.04289544235925
"241",2.08845208845209,1.69851380042463,5.59105431309904,6.81818181818182,10.7238605898123
"242",2.08845208845209,1.80467091295117,6.38977635782748,0,0
"243",2.33415233415233,1.69851380042463,7.98722044728434,4.54545454545455,6.70241286863271
"244",2.21130221130221,1.80467091295117,5.59105431309904,0,0
"245",1.35135135135135,1.38004246284501,7.18849840255591,4.54545454545455,6.70241286863271
"246",1.96560196560197,2.12314225053079,7.18849840255591,0,0
"247",1.35135135135135,1.91082802547771,7.18849840255591,0,0
"248",0,0,0,0,0
"249",0,0,0,0,0
"250",2.7027027027027,2.33545647558386,6.38977635782748,0,0
"251",1.96560196560197,2.54777070063694,4.79233226837061,0,0
"252",2.08845208845209,1.59235668789809,6.38977635782748,0,0
"253",2.45700245700246,2.22929936305732,6.38977635782748,6.81818181818182,8.04289544235925
"254",0,0,0,0,0
"255",0,0,0,0,0
"256",2.08845208845209,1.91082802547771,7.18849840255591,0,0
"257",2.45700245700246,2.01698513800425,4.79233226837061,0,0
"258",1.5970515970516,1.80467091295117,5.59105431309904,6.81818181818182,6.70241286863271
"259",2.45700245700246,1.48619957537155,7.18849840255591,6.81818181818182,13.4048257372654
"260",0,0,0,0,0
"261",1.71990171990172,2.22929936305732,5.59105431309904,0,0
"262",0,0,0,0,0
"263",1.84275184275184,1.91082802547771,3.99361022364217,4.54545454545455,8.04289544235925
"264",1.71990171990172,2.01698513800425,4.79233226837061,6.81818181818182,10.7238605898123
"265",1.71990171990172,1.69851380042463,7.18849840255591,0,0
"266",2.45700245700246,1.80467091295117,7.18849840255591,0,0
"267",3.19410319410319,2.01698513800425,5.59105431309904,0,0
"268",2.82555282555283,1.91082802547771,8.78594249201278,0,0
"269",1.5970515970516,1.59235668789809,7.18849840255591,0,0
"270",2.08845208845209,1.59235668789809,7.18849840255591,0,0
"271",3.43980343980344,2.01698513800425,5.59105431309904,0,0
