"","age1_orange.A","age2_no_comorbid_orange.A","age2_comorbid_orange.A","age3_no_comorbid_green.A","age3_comorbid_green.A"
"1",43.3773706069775,46.8673943689892,54.0314538567425,114.425805472744,94.5239090392707
"2",56.8103843391885,68.1852601241439,60.4783564294734,0,0
"3",54.2490546171904,57.1337142241312,51.0469927585071,0,0
"4",0,0,0,0,0
"5",65.2195319791746,69.0667161368276,58.6273219407049,0,0
"6",44.9372784174819,48.1461245084889,47.1248351819037,0,0
"7",0,0,0,0,0
"8",55.9656922257291,59.9434885862794,50.8758288576987,0,0
"9",42.7184629242842,48.259837941574,49.6338734693614,0,0
"10",47.3947895075318,54.674272291961,54.674272291961,0,0
"11",0,0,0,0,0
"12",49.369258231827,47.0858897211176,42.3513670094833,0,0
"13",52.5661805786401,55.9966526167646,60.6718656484272,0,0
"14",47.3423871420245,50.4991499105051,51.5513436093689,0,0
"15",56.3499879943608,62.7315286600199,55.4723194144884,0,0
"16",58.3169068066104,60.0570958249378,59.9000452844056,0,0
"17",49.1957336373601,56.0882128726101,51.6631251263316,0,58.3065750500372
"18",65.2408324485056,65.4432237924372,67.275554316204,0,0
"19",64.1768755236511,67.575038052097,74.1919456990388,0,0
"20",56.7716870585588,59.6597255438158,55.9462897658167,0,87.5467643718637
"21",48.1204374177713,45.1126788779085,57.1861981306169,0,0
"22",0,0,0,0,0
"23",69.7683720007885,70.1962063310792,69.5975228966277,95.4133354776989,108.361374957817
"24",0,0,0,0,0
"25",49.8528943174623,49.4035725500194,53.2777893364467,0,0
"26",55.6713884707796,57.8916022061512,38.9673331345756,0,0
"27",40.3914150822294,40.6552323393684,38.0557052486042,0,0
"28",56.8849053735026,57.4813083200684,59.8514304487259,119.087172518289,104.975358401025
"29",68.219982070908,68.6192516050481,66.3941408992666,0,0
"30",0,0,0,0,0
"31",41.3230859152614,44.5757417720158,50.719784838193,0,0
"32",43.3467009295251,55.6403924190645,43.3467009295251,95.33470178619,99.8420368242584
"33",51.7768239093054,56.4827749432446,60.9419763441686,137.593646562083,129.86959095111
"34",55.7532773204595,63.7777243925548,70.1664328697868,125.879840452013,95.1214798115205
"35",52.2654320768684,52.3639227596103,59.3922630104702,0,0
"36",58.2010146482072,64.5280765400225,45.9914768376371,0,0
"37",53.9847200872298,58.7040606061571,58.0983582276,0,0
"38",50.3598042333906,59.6703170739132,60.4365899797303,0,0
"39",76.0103701880806,82.6848752215984,78.7482014995686,107.830589838267,108.85201491827
"40",0,0,0,0,0
"41",50.541477986729,55.4339832557171,54.699478398178,0,0
"42",0,0,0,0,0
"43",59.2968261142041,58.5338631659856,39.5954054949121,0,0
"44",0,0,0,0,0
"45",55.1029952738109,55.415125462116,60.5683655967217,0,0
"46",53.5225606338632,57.4006008242602,56.6651436508827,0,0
"47",0,0,0,0,0
"48",62.3361365026419,65.030225934299,57.0034886033581,0,0
"49",43.1382173804102,60.3400016174062,57.3829905379895,0,0
"50",50.0764475689662,58.7428414767673,64.291680831049,0,0
"51",61.8060067332207,53.6614617560159,56.5181210392772,66.367084803956,67.4194487818858
"52",60.1621562529925,66.6751782443588,62.2178131139299,158.699776733014,130.234012906431
"53",46.5198953232023,54.8263633074148,55.5823117465328,60.4178397413256,0
"54",0,0,0,0,0
"55",57.5431585839095,63.2151890742836,58.869484186465,0,0
"56",53.5622003312355,54.9817883907361,55.2207506681087,0,0
"57",55.2386580979052,57.7158676379993,49.1955182759713,0,0
"58",53.5528767139202,54.4103079346581,57.8740132222802,0,0
"59",59.4423084966126,67.0291528495588,63.033883621485,0,0
"60",54.4034666265351,59.3926537425512,43.7357156708062,0,0
"61",0,0,0,0,0
"62",0,0,0,0,0
"63",56.6114560698679,60.2709150629986,52.845975775192,0,64.0006911136816
"64",50.6035746398672,59.1467929467809,41.1641601316282,0,0
"65",78.5781930841793,84.8426015795869,82.7717989777347,0,0
"66",57.6645472027826,65.3259948666114,63.2626029393803,0,0
"67",54.5264683196202,59.4199194057108,59.3086966080374,0,0
"68",55.4799072016513,62.7200172577801,67.6663598995294,0,0
"69",49.5844163252717,50.7562751795669,52.3137620829527,0,0
"70",2.36386641961673,0,0,0,0
"71",0,0,0,0,0
"72",0,8.09447897110797,0,0,0
"73",0,0,0,0,0
"74",45.2382682412186,42.6573619761122,41.4859465835902,0,0
"75",52.64428555055,50.3325339391079,52.4636476564201,77.5649984474911,79.2778601440689
"76",50.1122128448431,43.9658255256801,47.0507136166518,0,0
"77",44.1016610884734,50.7813462987311,50.0683527399379,0,0
"78",0,0,0,0,0
"79",45.991537358163,50.9996794502574,52.7494719154566,0,0
