"","age1_orange.I","age2_no_comorbid_orange.I","age2_comorbid_orange.I","age3_no_comorbid_green.I","age3_comorbid_green.I"
"1",169,173,26,6,7
"2",180,170,33,1,0
"3",157,179,28,0,0
"4",0,1,0,0,0
"5",161,178,31,0,0
"6",165,170,21,0,0
"7",0,1,0,0,0
"8",189,177,22,0,0
"9",167,181,23,0,0
"10",186,170,24,0,0
"11",0,1,0,0,0
"12",161,172,20,0,0
"13",179,179,30,0,0
"14",193,180,27,0,0
"15",157,165,25,0,0
"16",166,186,28,0,0
"17",166,168,29,0,1
"18",181,182,22,0,0
"19",169,199,28,0,0
"20",167,159,23,1,1
"21",179,172,33,0,0
"22",1,1,0,0,0
"23",169,172,35,10,9
"24",0,1,0,0,0
"25",158,182,23,0,0
"26",185,188,24,0,0
"27",185,168,23,0,0
"28",163,165,23,10,16
"29",158,166,28,0,1
"30",0,1,0,0,0
"31",186,198,30,0,0
"32",169,179,27,6,17
"33",154,158,28,8,8
"34",156,169,26,8,10
"35",188,199,27,0,0
"36",162,175,28,0,0
"37",165,175,23,0,0
"38",169,159,23,0,0
"39",161,166,25,7,9
"40",0,1,0,0,0
"41",163,146,21,0,1
"42",0,1,0,0,0
"43",149,174,30,0,0
"44",0,1,0,0,0
"45",194,181,30,0,0
"46",166,191,25,0,0
"47",0,1,0,0,0
"48",167,187,25,0,0
"49",153,180,24,0,0
"50",183,180,24,0,0
"51",186,176,29,1,1
"52",185,172,24,9,13
"53",176,181,23,0,0
"54",0,1,0,0,0
"55",172,169,23,0,0
"56",177,171,28,0,0
"57",185,185,28,0,0
"58",172,175,21,0,0
"59",181,159,22,0,0
"60",163,175,22,0,0
"61",0,1,0,0,0
"62",0,1,0,0,0
"63",177,198,25,0,0
"64",172,169,31,0,1
"65",157,151,22,0,0
"66",198,162,24,0,0
"67",178,176,25,0,0
"68",185,191,21,0,0
"69",190,203,26,0,0
"70",0,1,0,0,0
"71",0,1,0,0,0
"72",0,1,0,0,0
"73",0,1,0,0,0
"74",158,175,30,0,0
"75",205,180,26,6,11
"76",181,184,25,0,0
"77",181,180,22,0,0
"78",0,1,0,0,0
"79",160,139,34,0,0
"80",157,172,21,0,0
"81",183,172,26,0,0
"82",183,179,23,0,0
"83",184,168,23,0,0
"84",188,167,34,8,11
"85",175,184,30,9,14
"86",185,181,33,0,0
"87",168,173,25,7,11
"88",179,163,28,1,0
"89",1,1,0,0,0
"90",183,167,25,6,9
"91",167,177,23,0,0
"92",182,189,28,0,0
"93",166,170,24,0,1
"94",176,165,23,0,1
"95",0,1,0,0,0
"96",190,197,25,0,0
"97",1,1,0,0,0
"98",179,181,34,9,15
"99",183,176,21,0,0
"100",166,161,23,0,0
"101",0,0,0,0,0
"102",169,160,24,0,0
