"","age1_orange.S","age2_no_comorbid_orange.S","age2_comorbid_orange.S","age3_no_comorbid_green.S","age3_comorbid_green.S"
"312",4056,4057,3806,1,1
"313",3,1,1,1,1
"314",3854,3838,3679,4199,4240
"315",3396,3784,3386,3908,3916
"316",3528,3554,3362,1,1
"317",3709,3722,3465,2628,1
"318",1,1,1,1,1
"319",1,1,1,1,1
"320",3686,3673,3532,1,1
"321",4069,4071,4091,1,1
"322",3778,3792,3793,1,1
"323",3695,3802,3164,1,1
"324",3615,3578,3374,1,1
"325",4110,4187,4172,1,1
"326",1,1,1,1,1
"327",3860,3914,3886,2877,1
"328",3659,3662,3622,1,1
"329",1,1,1,1,1
"330",3799,3813,3776,1,1
"331",3873,3861,3890,1,1
"332",1,1,1,1,1
"333",3765,3797,3587,1,1
"334",3446,3524,3400,1,1
"335",1,3,1,1,1
"336",3349,3478,3300,1,3204
"337",1,1,1,1,1
"338",3127,3118,3138,1,1
"339",3986,3971,3963,1,1
"340",3670,3693,3385,1,1
"341",4079,4086,3876,1,1
"342",4193,4196,4137,1,1
"343",3694,3754,3352,2806,1
"344",3542,3566,3570,1,1
"345",3842,4034,3464,4020,4010
"346",1,1,1,1,1
"347",3682,3672,3161,1,1423
"348",3998,4027,3896,1,1
"349",4141,4146,4107,1,1
"350",3780,3940,3901,1,1
"351",4481,4528,4449,1,1
"352",3693,3728,3523,1,1
"353",3614,3620,3572,1,1
"354",4110,4083,4025,2674,3890
"355",3847,3892,3577,1,1
"356",1,1,1,1,1
"357",3737,3735,3366,1,1
"358",1,1,1,1,1
"359",4161,4164,4034,1,1
"360",4080,4059,4090,1,1
"361",3454,3498,3443,1,1
"362",4034,4057,3889,1,1
"363",3480,3494,3479,1,1
"364",1,1,1,1,1
"365",3866,3898,3855,1,2707
"366",5,1,1,1,1
"367",3787,3772,3785,1,1
"368",1,1,1,1,1
"369",4214,4549,4203,4623,4609
"370",3656,3936,3571,4032,4037
"371",3372,3577,3468,3889,3923
"372",1,1,1,1,1
"373",4299,4350,4362,1,1
"374",3389,3446,3403,1,1
"375",4007,4002,3832,1,1
"376",3517,3661,3551,4077,4068
"377",4218,4248,4155,1,1
"378",3386,3431,3320,1,1
"379",3541,3628,3589,1,1
"380",1,1,1,1,1
"381",3828,3915,3852,1,1
"382",4367,4374,4349,1,1
"383",3921,3967,3726,1,1
"384",4238,4268,4185,4136,4212
"385",3443,3465,3384,1,1
"386",4109,4184,4141,4432,4439
"387",3053,3466,3445,1,1
"388",3872,3865,3472,1,1
"389",1,1,1,1,1
"390",3685,3720,3606,1,1
"391",3492,3584,3544,1,1878
"392",3510,3556,3198,1,1
"393",1,1,1,1,1
"394",3686,3745,3689,1,1
"395",4284,4478,4324,4540,4522
"396",1,1,1,1,1
"397",3902,3890,3774,1,1
"398",3359,3500,3478,3122,1
"399",1,1,1,1,1
"400",3688,3759,3760,1,1
"401",4267,4392,4309,1,1
"402",3983,3966,3935,1,1
"403",4430,4419,4335,4495,4577
"404",3938,4062,3721,1,1
"405",3701,3770,3763,1,1
"406",4008,4430,3983,4493,4489
"407",7,1,1,1,1
"408",3864,3791,3408,3987,3997
"409",3962,3993,3940,1,2452
"410",3947,4015,4121,4422,4428
"411",1,1,1,1,1
"412",3896,3893,3842,1,1
"413",3949,3941,3861,1,1
"414",4031,4124,4108,1,1
"415",3894,3951,3705,3770,3542
"416",3767,3979,4001,4293,4321
"417",3574,3658,3659,1,1
"418",3891,3879,3746,1,1
"419",3869,3859,3790,1,1
"420",1,1,1,1,1
"421",3987,4005,3972,1,1
"422",1,1,1,1,1
"423",4189,4199,4145,1,1
"424",3529,3733,3875,3918,3909
"425",3745,3851,3487,1,1
"426",4399,4552,4365,4747,4768
"427",4,1,1,1,1
"428",3526,3551,3325,1,1
"429",4093,4232,4205,1,1
"430",1,1,1,1,1
"431",3408,3379,3264,1,1
"432",4055,4113,4062,1,1
"433",4064,4424,4034,4581,4578
"434",4179,4260,4114,1,2933
"435",4052,4060,3690,1,1
"436",4441,4425,4233,1,1
"437",3287,3285,3201,1,1
"438",3688,3719,3480,1,1
"439",3775,3839,3550,1,1
"440",3469,3519,3203,3787,3819
"441",4145,4153,3864,1,1
"442",4089,4209,3471,4423,4439
"443",3535,3583,3511,1,1
"444",3330,3659,3634,1,1
"445",1,1,1,1,1
"446",1,1,1,1,1
"447",3560,3715,3169,4012,4017
"448",3374,3378,3348,1,1
"449",3818,3778,3662,1,1
"450",1,3,1,1,1
"451",3374,3496,3308,1,1
"452",4119,4121,4133,1,1
"453",20,23,1,1,1
"454",3382,3396,3379,1,1017
"455",4005,4150,3984,1,1
"456",4015,4049,3962,4234,4233
"457",3716,3848,3679,1,1
"458",4,1,1,1,1
"459",1,1,1,1,1
"460",3769,3839,3799,1,1
"461",3830,3888,3683,1,1
"462",3706,3713,3365,1,1
"463",3908,3913,3820,1,1
"464",4421,4430,4426,1,1
"465",1,1,1,1,1
"466",4088,4100,4058,1,1
"467",3584,3729,3685,1,1
"468",3831,3898,3393,1,1
"469",4459,4464,4065,4351,4313
"470",3604,3634,3466,1,1458
"471",3621,3619,3558,1,1
"472",4300,4394,4239,3446,4067
"473",3686,3656,3401,2081,2338
"474",4010,4154,3893,4271,4304
"475",3324,3861,3732,1,1
"476",3925,3844,3833,4291,4305
"477",3532,3574,3562,1,1
"478",4004,4026,3978,1,1
"479",3815,3889,3787,1,1
"480",3884,3914,3885,1,2056
"481",3697,3855,3823,1,1
"482",3864,3833,3846,1,1
"483",4065,4318,4171,4435,4414
"484",3599,4104,3500,4116,4119
"485",4207,4171,3950,1,1
"486",3750,3795,3791,2411,2648
"487",3795,3857,3875,1788,1
"488",3752,3820,3792,1,1
"489",1,1,1,1,1
"490",3885,4063,4055,1,1
"491",4329,4327,4204,1,1
"492",1,1,1,1,1
"493",3485,3557,3492,1,1
"494",3495,3612,3422,1,1
"495",3559,3588,3379,1,1
"496",4034,4015,4012,2702,1
"497",3206,3214,3080,1,1
"498",3842,3973,3801,1,1
"499",3818,3747,3601,4180,4178
"500",4,1,1,1,1
