"","age1_orange.D","age2_no_comorbid_orange.D","age2_comorbid_orange.D","age3_no_comorbid_green.D","age3_comorbid_green.D"
"355",59,70,30,0,0
"356",0,0,0,0,0
"357",60,79,28,0,0
"358",0,0,0,0,0
"359",48,65,29,0,0
"360",60,87,24,0,0
"361",52,76,36,0,0
"362",63,75,30,0,0
"363",55,83,38,0,0
"364",0,0,0,0,0
"365",51,71,30,0,1
"366",0,0,0,0,0
"367",42,77,29,0,0
"368",0,0,0,0,0
"369",49,81,23,9,33
"370",61,72,33,9,44
"371",56,81,32,11,43
"372",0,0,0,0,0
"373",47,63,39,0,0
"374",67,66,27,0,0
"375",71,84,37,0,0
"376",49,80,19,5,39
"377",66,65,43,0,0
"378",50,65,32,0,0
"379",61,91,37,0,0
"380",0,0,0,0,0
"381",49,75,27,0,0
"382",64,88,33,0,0
"383",48,77,35,0,0
"384",68,81,35,0,0
"385",52,76,34,0,0
"386",57,66,24,5,31
"387",54,87,29,0,0
"388",50,98,33,0,0
"389",0,0,0,0,0
"390",49,80,35,0,0
"391",55,87,35,0,0
"392",52,81,28,0,0
"393",0,0,0,0,0
"394",56,76,27,0,0
"395",61,61,21,4,24
"396",0,0,0,0,0
"397",42,67,39,0,0
"398",61,89,31,0,0
"399",0,0,0,0,0
"400",63,71,35,0,0
"401",51,73,36,0,0
"402",62,68,29,0,0
"403",50,71,38,14,37
"404",64,69,38,0,0
"405",59,78,26,0,0
"406",45,88,34,8,37
"407",0,0,0,0,0
"408",61,65,29,6,36
"409",48,81,28,0,0
"410",53,65,37,9,31
"411",0,0,0,0,0
"412",60,71,33,0,0
"413",58,85,31,0,0
"414",69,75,41,0,0
"415",51,63,33,1,1
"416",61,67,36,10,33
"417",65,75,33,0,0
"418",67,80,31,0,0
"419",60,75,37,0,0
"420",0,0,0,0,0
"421",63,70,34,0,0
"422",0,0,0,0,0
"423",47,77,37,0,0
"424",58,69,37,6,32
"425",66,69,32,0,0
"426",58,64,29,11,38
"427",0,0,0,0,0
"428",64,74,33,0,0
"429",67,85,28,0,0
"430",0,0,0,0,0
"431",54,75,37,0,0
"432",56,70,27,0,0
"433",53,74,37,9,33
"434",51,75,33,0,0
"435",51,75,31,0,0
"436",59,68,36,0,0
"437",63,67,34,0,0
"438",43,85,33,0,0
"439",57,80,41,0,0
"440",66,68,29,7,28
"441",56,64,33,0,0
"442",69,77,32,12,38
"443",60,67,37,0,0
"444",52,62,37,0,0
"445",0,0,0,0,0
"446",0,0,0,0,0
"447",41,76,34,6,38
"448",58,63,26,0,0
"449",63,72,42,0,0
"450",0,0,0,0,0
"451",60,71,34,0,0
"452",51,81,32,0,0
"453",0,0,0,0,0
"454",45,67,40,0,1
"455",73,79,35,0,0
"456",71,71,29,5,23
"457",56,78,39,0,0
"458",0,0,0,0,0
"459",0,0,0,0,0
"460",45,77,27,0,0
"461",62,75,30,0,0
"462",52,80,28,0,0
"463",59,61,45,0,0
"464",49,68,39,0,0
"465",0,0,0,0,0
"466",56,92,26,0,0
"467",39,76,35,0,0
"468",48,87,34,0,0
"469",59,73,28,2,1
"470",60,67,39,0,0
"471",48,83,37,0,0
"472",42,66,30,0,0
"473",59,58,29,0,0
"474",51,66,32,7,36
"475",47,72,29,0,0
"476",34,72,27,10,42
"477",56,72,30,0,0
"478",64,79,43,0,0
"479",65,80,33,0,0
"480",62,78,36,0,1
"481",67,73,27,0,0
"482",51,81,22,0,0
"483",47,75,37,9,35
"484",46,91,31,8,36
"485",44,81,29,0,0
"486",49,66,31,0,1
"487",60,76,26,0,0
"488",68,73,31,0,0
"489",0,0,0,0,0
"490",50,63,30,0,0
"491",51,75,29,0,0
"492",0,0,0,0,0
"493",52,78,27,0,0
"494",58,70,27,0,0
"495",67,81,32,0,0
"496",71,80,35,0,0
"497",63,71,33,0,0
"498",49,77,30,0,0
"499",55,71,29,10,39
"500",0,0,0,0,0
