"","age1_orange.H","age2_no_comorbid_orange.H","age2_comorbid_orange.H","age3_no_comorbid_green.H","age3_comorbid_green.H"
"1",13,21,7,1,4
"2",21,20,5,0,0
"3",20,14,7,0,0
"4",0,0,0,0,0
"5",16,9,4,0,0
"6",16,16,10,0,0
"7",0,0,0,0,0
"8",15,15,8,0,0
"9",19,18,5,0,0
"10",15,21,7,0,0
"11",0,0,0,0,0
"12",14,13,9,0,0
"13",14,15,11,0,0
"14",15,22,7,0,0
"15",10,17,10,0,0
"16",20,16,6,0,0
"17",10,14,8,0,0
"18",12,18,6,0,0
"19",22,16,6,0,0
"20",16,21,7,0,0
"21",17,23,11,0,0
"22",0,0,0,0,0
"23",14,21,6,2,9
"24",0,0,0,0,0
"25",15,15,4,0,0
"26",14,14,8,0,0
"27",16,23,7,0,0
"28",16,13,7,4,9
"29",17,22,5,0,1
"30",0,0,0,0,0
"31",13,15,8,0,0
"32",14,18,10,2,12
"33",20,21,7,1,7
"34",11,14,6,3,8
"35",16,21,7,0,0
"36",12,18,7,0,0
"37",15,21,5,0,0
"38",15,12,10,0,0
"39",16,17,5,2,10
"40",0,0,0,0,0
"41",10,20,8,0,1
"42",0,0,0,0,0
"43",17,10,14,0,0
"44",0,0,0,0,0
"45",15,26,10,0,0
"46",15,16,4,0,0
"47",0,0,0,0,0
"48",19,17,6,0,0
"49",15,17,8,0,0
"50",13,12,11,0,0
"51",15,16,5,0,1
"52",13,24,6,2,6
"53",15,10,7,0,0
"54",0,0,0,0,0
"55",19,29,6,0,0
"56",11,19,6,0,0
"57",16,19,8,0,0
"58",15,13,7,0,0
"59",14,18,7,0,0
"60",12,15,9,0,0
"61",0,0,0,0,0
"62",0,0,0,0,0
"63",18,26,10,0,0
"64",21,19,8,0,0
"65",17,11,5,0,0
"66",15,16,8,0,0
"67",12,18,8,0,0
"68",17,17,8,0,0
"69",12,17,6,0,0
"70",0,0,0,0,0
"71",0,0,0,0,0
"72",0,0,0,0,0
"73",0,0,0,0,0
"74",15,17,5,0,0
"75",16,19,6,3,8
"76",13,15,6,0,0
"77",11,14,6,0,0
"78",0,0,0,0,0
"79",10,19,5,0,0
"80",14,15,8,0,0
"81",17,21,7,0,0
"82",16,19,8,0,0
"83",13,16,7,0,0
