"","age1_orange.H","age2_no_comorbid_orange.H","age2_comorbid_orange.H","age3_no_comorbid_green.H","age3_comorbid_green.H"
"84",16,19,6,2,4
"85",20,18,8,1,8
"86",17,19,7,0,0
"87",14,12,5,3,5
"88",15,16,10,0,0
"89",0,0,0,0,0
"90",19,15,6,2,5
"91",16,18,7,0,0
"92",17,22,7,0,0
"93",15,20,7,0,0
"94",14,16,8,0,0
"95",0,0,0,0,0
"96",16,15,6,0,0
"97",0,0,0,0,0
"98",16,19,10,1,10
"99",15,16,7,0,0
"100",24,19,5,0,0
"101",0,0,0,0,0
"102",11,20,12,0,0
"103",20,17,8,0,0
"104",15,21,6,0,0
"105",18,18,10,0,0
"106",14,20,7,2,8
"107",17,22,8,0,0
"108",0,0,0,0,0
"109",18,18,9,0,0
"110",13,18,10,2,6
"111",19,17,6,0,0
"112",16,14,8,0,0
"113",17,17,10,0,0
"114",13,14,9,0,0
"115",12,21,13,0,0
"116",12,17,11,0,0
"117",17,14,5,0,0
"118",16,17,7,0,0
"119",13,14,7,0,0
"120",0,0,0,0,0
"121",15,22,10,0,0
"122",12,19,5,2,6
"123",0,1,0,0,0
"124",0,0,0,0,0
"125",13,12,8,0,0
"126",13,20,7,3,9
"127",11,13,10,0,0
"128",20,20,6,0,0
"129",17,13,13,0,0
"130",0,0,0,0,0
"131",0,1,0,0,0
"132",22,20,10,2,6
"133",19,16,7,0,0
"134",13,22,8,1,7
"135",14,20,6,0,0
"136",21,11,9,0,0
"137",19,17,9,3,8
"138",15,15,6,0,0
"139",14,22,12,2,4
"140",13,19,10,3,4
"141",11,17,9,0,0
"142",16,13,11,0,0
"143",27,23,7,3,4
"144",13,12,8,0,0
"145",23,23,11,0,0
"146",13,22,7,0,0
"147",14,24,7,0,0
"148",20,19,7,3,10
"149",17,18,10,0,0
"150",19,15,8,0,0
"151",11,23,7,2,6
"152",19,17,6,0,0
"153",16,23,8,2,11
"154",24,13,6,0,0
"155",14,23,8,0,0
"156",15,12,7,2,6
"157",18,21,6,0,0
"158",16,17,4,0,0
"159",15,19,9,0,0
"160",0,0,0,0,0
"161",12,16,7,0,0
"162",17,19,6,0,0
"163",11,18,6,0,0
"164",21,18,7,0,1
"165",15,17,10,4,7
"166",19,14,8,0,0
"167",13,17,8,0,0
"168",19,17,12,0,0
"169",14,21,7,0,0
"170",0,0,0,0,0
"171",13,16,9,0,0
"172",0,0,0,0,0
"173",14,16,7,0,0
"174",23,20,6,0,0
"175",16,16,9,0,0
"176",17,19,8,1,8
"177",14,17,7,0,0
"178",22,18,7,0,0
"179",12,23,9,0,0
"180",17,20,9,0,0
"181",17,14,8,0,0
"182",20,14,13,1,7
"183",12,21,6,0,0
"184",0,0,0,0,0
"185",16,11,6,0,0
"186",19,15,9,0,0
"187",15,16,7,4,7
"188",11,16,10,3,8
"189",17,14,6,0,0
"190",12,21,9,3,5
"191",18,17,13,0,0
"192",14,19,11,0,0
"193",13,17,10,2,9
"194",16,16,7,0,0
"195",13,16,6,2,9
"196",15,16,6,2,6
"197",0,0,0,0,0
"198",23,19,12,0,0
"199",13,13,4,0,0
"200",19,23,4,2,10
"201",14,22,6,0,0
"202",22,17,12,0,0
"203",13,21,9,0,0
"204",15,14,9,0,0
"205",16,19,6,2,9
"206",15,21,7,2,7
"207",0,0,0,0,0
"208",12,12,6,1,13
"209",14,18,7,0,0
"210",22,20,6,0,0
"211",16,23,8,0,0
"212",0,0,0,0,0
"213",22,13,6,0,0
"214",14,20,6,0,0
"215",21,17,9,0,0
"216",17,18,9,1,6
"217",19,15,10,0,1
"218",13,17,8,0,0
"219",15,18,6,0,0
"220",16,10,7,0,0
"221",16,21,7,0,0
"222",13,19,6,0,0
"223",18,20,8,0,0
"224",16,28,7,0,0
"225",15,19,7,0,0
"226",14,31,6,3,11
"227",17,16,7,0,1
"228",19,15,8,0,0
"229",17,14,9,4,10
"230",20,17,9,0,1
"231",0,0,0,0,0
"232",12,13,5,0,0
"233",14,25,9,2,7
"234",15,12,9,2,6
"235",15,19,7,0,0
"236",16,15,7,0,0
"237",18,14,6,0,0
"238",17,22,8,0,0
"239",18,16,5,0,0
"240",13,16,8,4,6
"241",17,16,7,3,8
"242",17,17,8,0,0
"243",19,16,10,2,5
"244",18,17,7,0,0
"245",11,13,9,2,5
"246",16,20,9,0,0
"247",11,18,9,0,0
"248",0,0,0,0,0
"249",0,0,0,0,0
"250",22,22,8,0,0
"251",16,24,6,0,0
"252",17,15,8,0,0
"253",20,21,8,3,6
"254",0,0,0,0,0
"255",0,0,0,0,0
"256",17,18,9,0,0
"257",20,19,6,0,0
"258",13,17,7,3,5
"259",20,14,9,3,10
"260",0,0,0,0,0
"261",14,21,7,0,0
"262",0,0,0,0,0
"263",15,18,5,2,6
"264",14,19,6,3,8
"265",14,16,9,0,0
"266",20,17,9,0,0
"267",26,19,7,0,0
"268",23,18,11,0,0
"269",13,15,9,0,0
"270",17,15,9,0,0
"271",28,19,7,0,0
"272",15,21,8,3,5
"273",17,17,6,0,0
"274",0,0,0,0,0
"275",0,0,0,0,0
"276",0,0,0,0,0
"277",26,15,10,0,0
"278",17,18,7,0,0
"279",17,14,11,0,0
"280",0,0,0,0,0
"281",0,0,0,0,0
"282",20,15,9,0,0
"283",16,19,6,2,6
"284",17,18,7,3,7
"285",14,16,9,0,0
"286",0,0,0,0,0
"287",17,17,11,0,0
"288",17,18,7,0,0
"289",15,20,5,1,10
"290",0,0,0,0,0
"291",20,10,5,0,0
"292",19,21,6,0,0
"293",16,19,7,2,5
"294",22,17,5,1,9
"295",18,12,4,1,0
"296",10,14,6,0,0
"297",17,13,6,0,0
"298",17,17,6,0,0
"299",18,22,7,0,0
"300",12,22,14,0,0
"301",13,19,5,3,5
"302",12,21,7,0,0
"303",19,19,10,0,0
"304",16,17,7,0,0
"305",13,20,8,3,6
"306",25,15,8,0,0
"307",15,11,8,0,0
"308",20,17,8,1,7
"309",19,15,10,0,0
"310",20,18,7,0,0
"311",0,0,0,0,0
"312",11,15,9,0,0
"313",0,0,0,0,0
"314",14,17,9,1,6
"315",12,14,7,3,7
"316",22,16,8,0,0
"317",16,17,9,0,0
"318",0,0,0,0,0
"319",0,0,0,0,0
"320",13,13,8,0,0
"321",21,16,7,0,0
"322",20,15,7,0,0
"323",18,18,11,0,0
"324",21,18,12,0,0
"325",16,20,9,0,0
"326",0,0,0,0,0
"327",17,15,7,1,0
"328",13,12,5,0,0
"329",0,0,0,0,0
"330",13,15,7,0,0
"331",13,18,6,0,0
"332",0,0,0,0,0
"333",18,16,8,0,0
"334",17,22,7,0,0
"335",0,0,0,0,0
"336",14,17,9,0,1
"337",0,0,0,0,0
"338",17,14,14,0,0
"339",17,18,7,0,0
"340",22,17,5,0,0
"341",14,21,11,0,0
"342",19,18,9,0,0
"343",19,20,10,0,0
"344",12,17,9,0,0
"345",11,15,9,2,11
"346",0,0,0,0,0
"347",17,17,9,0,0
"348",19,17,5,0,0
"349",14,18,6,0,0
"350",13,12,9,0,0
"351",13,12,5,0,0
"352",11,14,7,0,0
"353",14,23,11,0,0
"354",25,16,7,0,1
"355",16,18,6,0,0
"356",0,0,0,0,0
"357",14,24,10,0,0
"358",0,0,0,0,0
"359",15,19,6,0,0
"360",21,20,6,0,0
"361",15,19,10,0,0
"362",20,16,6,0,0
"363",19,20,11,0,0
"364",0,0,0,0,0
"365",19,17,7,0,1
"366",0,0,0,0,0
"367",14,21,8,0,0
"368",0,0,0,0,0
"369",13,17,7,3,4
"370",14,19,9,3,9
"371",15,22,8,4,7
"372",0,0,0,0,0
"373",16,12,9,0,0
"374",20,24,6,0,0
"375",25,21,12,0,0
"376",12,17,5,2,4
"377",20,15,10,0,0
"378",16,14,7,0,0
"379",20,20,8,0,0
"380",0,0,0,0,0
"381",18,18,7,0,0
"382",18,19,10,0,0
"383",11,20,10,0,0
"384",24,20,7,0,0
"385",16,17,7,0,0
"386",20,16,6,2,4
"387",13,19,10,0,0
"388",13,23,9,0,0
"389",0,0,0,0,0
"390",16,14,13,0,0
"391",15,18,7,0,0
"392",16,18,6,0,0
"393",0,0,0,0,0
"394",16,15,8,0,0
"395",18,11,7,1,5
"396",0,0,0,0,0
"397",15,16,10,0,0
"398",19,20,7,0,0
"399",0,0,0,0,0
"400",15,13,6,0,0
"401",14,24,8,0,0
"402",20,14,10,0,0
"403",14,16,9,4,4
"404",16,18,10,0,0
"405",18,16,7,0,0
"406",18,20,13,2,10
"407",0,0,0,0,0
"408",18,17,6,1,5
"409",16,19,5,0,0
"410",16,10,8,2,4
"411",0,0,0,0,0
"412",13,20,6,0,0
"413",16,24,8,0,0
"414",16,13,8,0,0
"415",13,13,9,0,1
"416",21,13,7,2,4
"417",21,19,8,0,0
"418",17,15,7,0,0
"419",17,19,11,0,0
"420",0,0,0,0,0
"421",18,21,9,0,0
"422",0,0,0,0,0
"423",16,18,6,0,0
"424",19,17,11,2,6
"425",18,15,8,0,0
"426",16,19,6,2,6
"427",0,0,0,0,0
"428",14,14,12,0,0
"429",18,23,6,0,0
"430",0,0,0,0,0
"431",14,18,8,0,0
"432",16,20,9,0,0
"433",12,14,12,3,5
"434",18,13,8,0,0
"435",14,19,10,0,0
"436",15,15,10,0,0
"437",14,14,9,0,0
"438",9,17,7,0,0
"439",16,17,9,0,0
"440",17,18,6,1,7
"441",16,13,6,0,0
"442",19,23,8,3,6
"443",19,18,9,0,0
"444",17,18,10,0,0
"445",0,0,0,0,0
"446",0,0,0,0,0
"447",10,17,8,2,6
"448",22,11,8,0,0
"449",15,18,14,0,0
"450",0,0,0,0,0
"451",16,13,7,0,0
"452",11,19,9,0,0
"453",0,0,0,0,0
"454",9,19,8,0,0
"455",15,15,10,0,0
"456",24,17,9,2,3
"457",16,19,8,0,0
"458",0,0,0,0,0
"459",0,0,0,0,0
"460",13,19,5,0,0
"461",17,16,7,0,0
"462",12,20,8,0,0
"463",15,14,11,0,0
"464",14,15,6,0,0
"465",0,0,0,0,0
"466",17,19,6,0,0
"467",13,17,6,0,0
"468",11,22,5,0,0
"469",17,17,7,1,1
"470",16,16,8,0,0
"471",17,21,11,0,0
"472",13,17,7,0,0
"473",19,13,8,0,0
"474",15,18,11,2,9
"475",19,18,7,0,0
"476",10,16,8,2,7
"477",12,16,6,0,0
"478",19,19,12,0,0
"479",14,18,9,0,0
"480",14,20,8,0,1
"481",15,16,6,0,0
"482",13,21,5,0,0
"483",11,13,9,3,10
"484",16,16,7,2,3
"485",15,21,8,0,0
"486",16,14,8,0,0
"487",25,17,8,0,0
"488",22,16,8,0,0
"489",0,0,0,0,0
"490",14,14,8,0,0
"491",17,20,7,0,0
"492",0,0,0,0,0
"493",19,21,7,0,0
"494",17,16,8,0,0
"495",18,19,5,0,0
"496",20,19,8,0,0
"497",21,21,8,0,0
"498",19,17,7,0,0
"499",11,15,7,4,6
"500",0,0,0,0,0
