"","age1_orange.P","age2_no_comorbid_orange.P","age2_comorbid_orange.P","age3_no_comorbid_green.P","age3_comorbid_green.P"
"387",85,65,13,0,0
"388",84,86,13,0,0
"389",0,1,0,0,0
"390",80,92,18,0,0
"391",79,90,17,0,1
"392",86,92,17,0,0
"393",0,1,0,0,0
"394",84,83,14,0,0
"395",76,80,17,3,5
"396",0,1,0,0,0
"397",79,70,17,0,0
"398",76,86,15,1,0
"399",0,1,0,0,0
"400",79,74,11,0,0
"401",73,74,12,0,0
"402",88,84,14,0,0
"403",83,69,14,5,6
"404",86,78,11,0,0
"405",68,95,18,0,0
"406",65,72,12,5,6
"407",1,1,0,0,0
"408",74,75,14,3,6
"409",82,82,15,0,1
"410",78,72,14,3,4
"411",0,1,0,0,0
"412",93,92,15,0,0
"413",87,85,12,0,0
"414",72,79,11,0,0
"415",85,82,13,2,2
"416",73,76,14,3,4
"417",79,98,13,0,0
"418",73,72,16,0,0
"419",87,77,13,0,0
"420",0,1,0,0,0
"421",75,79,16,0,0
"422",0,1,0,0,0
"423",84,71,13,0,0
"424",78,90,19,3,7
"425",78,80,16,0,0
"426",69,63,13,5,6
"427",1,1,0,0,0
"428",76,70,13,0,0
"429",80,82,13,0,0
"430",0,1,0,0,0
"431",81,77,12,0,0
"432",78,76,12,0,0
"433",68,79,14,3,5
"434",79,74,14,0,1
"435",72,79,13,0,0
"436",87,74,13,0,0
"437",85,79,13,0,0
"438",79,79,15,0,0
"439",89,75,15,0,0
"440",73,83,13,3,6
"441",75,89,15,0,0
"442",81,80,12,3,5
"443",78,92,14,0,0
"444",82,76,13,0,0
"445",0,1,0,0,0
"446",0,1,0,0,0
"447",87,81,15,5,6
"448",78,91,11,0,0
"449",78,87,14,0,0
"450",0,1,0,0,0
"451",70,74,12,0,0
"452",76,74,9,0,0
"453",1,1,0,0,0
"454",76,75,15,0,1
"455",66,77,12,0,0
"456",74,71,15,3,4
"457",73,78,14,0,0
"458",1,1,0,0,0
"459",0,1,0,0,0
"460",91,87,13,0,0
"461",75,85,17,0,0
"462",97,79,14,0,0
"463",88,82,21,0,0
"464",71,69,13,0,0
"465",0,1,0,0,0
"466",73,81,14,0,0
"467",67,71,12,0,0
"468",81,73,16,0,0
"469",88,69,18,1,1
"470",83,75,14,0,1
"471",96,91,12,0,0
"472",73,62,11,1,1
"473",73,80,16,1,1
"474",86,75,19,5,8
"475",90,87,15,0,0
"476",74,93,11,5,8
"477",82,84,13,0,0
"478",76,82,15,0,0
"479",80,82,11,0,0
"480",69,63,15,0,1
"481",88,77,15,0,0
"482",79,81,11,0,0
"483",80,84,14,4,5
"484",76,80,13,7,7
"485",76,90,21,0,0
"486",61,69,13,1,1
"487",86,84,16,2,0
"488",87,80,10,0,0
"489",0,1,0,0,0
"490",69,85,11,0,0
"491",82,76,15,0,0
"492",0,1,0,0,0
"493",72,86,11,0,0
"494",81,80,12,0,0
"495",80,66,12,0,0
"496",81,81,15,1,0
"497",87,85,18,0,0
"498",76,90,16,0,0
"499",71,84,13,4,5
"500",1,1,0,0,0
