"","age1_orange.O","age1_green.O","age2_no_comorbid_orange.O","age2_no_comorbid_green.O","age2_comorbid_green.O","age3_no_comorbid_green.O","age3_comorbid_green.O"
"12",7.31382978723404,8.01282051282051,6.48584905660377,3.19829424307036,4.79233226837061,6.81818181818182,2.68096514745308
"13",9.57446808510638,0,6.25,0,0,0,0
"14",9.04255319148936,12.8205128205128,7.19339622641509,10.6609808102345,5.59105431309904,4.54545454545455,5.36193029490617
"15",0,0,0.117924528301887,0,0,0,0
"16",10.7712765957447,0,11.3207547169811,0,0,0,0
"17",10.1063829787234,0,7.07547169811321,0,0.798722044728434,2.27272727272727,0
"18",0,0,0,0,0,0,0
"19",12.2340425531915,0,7.66509433962264,0,0,0,0
"20",11.0372340425532,0,8.84433962264151,0,0,0,0
"21",0,0,0.117924528301887,0,0,0,0
"22",9.57446808510638,6.41025641025641,5.66037735849057,2.13219616204691,1.59744408945687,2.27272727272727,1.34048257372654
"23",8.24468085106383,8.01282051282051,6.25,5.33049040511727,2.3961661341853,4.54545454545455,2.68096514745308
"24",0.132978723404255,0,0.117924528301887,0,0,0,0
"25",8.77659574468085,0,7.31132075471698,0,0,0,0
"26",10.6382978723404,0,7.31132075471698,0,0,0,0
"27",9.97340425531915,0,9.55188679245283,0,0,0,0
"28",11.5691489361702,0,7.66509433962264,1.06609808102345,0.798722044728434,0,0
"29",7.97872340425532,1.6025641025641,6.36792452830189,1.06609808102345,1.59744408945687,0,2.68096514745308
"30",0,0,0,0,0,0,0
"31",0,0,0,0,0,0,0
"32",6.91489361702128,8.01282051282051,4.59905660377358,6.39658848614073,2.3961661341853,6.81818181818182,2.68096514745308
"33",8.24468085106383,0,7.31132075471698,0,1.59744408945687,0,0
"34",10.1063829787234,0,6.72169811320755,0,0,0,0
"35",7.31382978723404,1.6025641025641,7.31132075471698,0,0.798722044728434,0,0
"36",9.70744680851064,8.01282051282051,6.95754716981132,5.33049040511727,4.79233226837061,6.81818181818182,5.36193029490617
"37",0,0,0.117924528301887,0,0,0,0
"38",9.57446808510638,1.6025641025641,7.54716981132075,2.13219616204691,0.798722044728434,2.27272727272727,1.34048257372654
"39",0.132978723404255,0,0.117924528301887,0,0,0,0
"40",7.4468085106383,0,6.72169811320755,0,0,0,0
"41",8.6436170212766,1.6025641025641,6.83962264150943,1.06609808102345,0.798722044728434,2.27272727272727,0
"42",0.132978723404255,0,0.117924528301887,0,0,0,0
"43",0,0,0.117924528301887,0,0,0,0
"44",7.97872340425532,0,4.83490566037736,0,0,0,0
"45",7.57978723404255,0,6.01415094339623,0,0,0,0
"46",7.84574468085106,0,7.19339622641509,0,0,0,0
"47",10.3723404255319,0,8.0188679245283,0,0,0,0
"48",8.51063829787234,0,6.36792452830189,0,0.798722044728434,0,1.34048257372654
"49",9.97340425531915,0,8.25471698113208,0,0,0,0
"50",0,0,0.117924528301887,0,0,0,0
"51",6.25,0,4.83490566037736,0,0.798722044728434,0,0
"52",0,0,0,0,0,0,0
"53",10.1063829787234,0,7.78301886792453,0,0,0,0
"54",0.132978723404255,0,0.235849056603774,0,0,0,0
"55",0,0,0.117924528301887,0,0,0,0
"56",0.132978723404255,0,0.117924528301887,0,0,0,0
"57",9.44148936170213,6.41025641025641,5.89622641509434,3.19829424307036,5.59105431309904,4.54545454545455,2.68096514745308
"58",8.77659574468085,0,7.07547169811321,0,0,2.27272727272727,0
"59",0,0,0,0,0,0,0
"60",0,0,0,0,0,0,0
"61",10.1063829787234,1.6025641025641,7.90094339622642,0,0.798722044728434,0,1.34048257372654
"62",10.5053191489362,0,7.19339622641509,0,0.798722044728434,0,0
"63",8.24468085106383,0,6.01415094339623,0,0,0,0
"64",0,0,0.117924528301887,0,0,0,0
"65",8.6436170212766,0,6.83962264150943,0,0,0,0
"66",11.5691489361702,0,8.0188679245283,0,0,0,0
"67",10.3723404255319,0,7.54716981132075,0,0,0,1.34048257372654
"68",9.84042553191489,0,7.90094339622642,0,0,0,0
"69",11.3031914893617,6.41025641025641,8.49056603773585,4.26439232409382,3.99361022364217,2.27272727272727,4.02144772117963
"70",10.9042553191489,0,8.72641509433962,0,0,0,0
"71",10.6382978723404,11.2179487179487,8.72641509433962,3.19829424307036,3.19488817891374,4.54545454545455,4.02144772117963
"72",9.17553191489362,0,6.72169811320755,1.06609808102345,0,0,0
"73",0,0,0.117924528301887,0,0,0,0
"74",0.132978723404255,0,0.117924528301887,0,0,0,0
"75",9.57446808510638,0,6.95754716981132,1.06609808102345,0.798722044728434,2.27272727272727,0
"76",9.57446808510638,0,6.60377358490566,0,0.798722044728434,0,0
"77",9.97340425531915,0,7.66509433962264,0,0,0,0
"78",8.77659574468085,0,7.78301886792453,1.06609808102345,0,0,0
"79",8.77659574468085,0,6.60377358490566,0,0,0,0
"80",8.90957446808511,0,7.66509433962264,0,0,0,0
"81",10.6382978723404,0,7.42924528301887,0,0,0,0
"82",9.30851063829787,0,6.48584905660377,0,0,0,0
"83",0,0,0,0,0,0,0
"84",7.18085106382979,0,6.01415094339623,0,0,0,0
"85",0,0,0.117924528301887,0,0,0,0
"86",9.17553191489362,8.01282051282051,6.83962264150943,5.33049040511727,3.99361022364217,6.81818181818182,5.36193029490617
"87",10.2393617021277,0,7.07547169811321,0,0,0,0
"88",9.04255319148936,8.01282051282051,6.13207547169811,3.19829424307036,3.19488817891374,4.54545454545455,4.02144772117963
"89",0,0,0.117924528301887,0,0,0,0
"90",11.1702127659574,0,7.66509433962264,0,0.798722044728434,0,0
"91",7.71276595744681,3.20512820512821,5.89622641509434,1.06609808102345,0.798722044728434,0,1.34048257372654
"92",8.6436170212766,4.80769230769231,8.37264150943396,5.33049040511727,2.3961661341853,4.54545454545455,2.68096514745308
"93",10.1063829787234,0,7.78301886792453,0,0,0,0
"94",10.6382978723404,8.01282051282051,8.13679245283019,8.52878464818763,5.59105431309904,6.81818181818182,2.68096514745308
"95",5.98404255319149,0,5.07075471698113,0,0,0,0
"96",9.44148936170213,0,5.54245283018868,0,0.798722044728434,0,0
"97",0,0,0.117924528301887,0,0,0,0
"98",0,0,0.117924528301887,0,0,0,0
"99",9.70744680851064,0,5.66037735849057,0,0,0,0
"100",7.4468085106383,0,5.54245283018868,0,0,0,0
