"","age1_orange.R","age1_green.R","age2_no_comorbid_orange.R","age2_no_comorbid_green.R","age2_comorbid_green.R","age3_no_comorbid_green.R","age3_comorbid_green.R"
"1",584,1,491,0,0,0,0
"2",625,3,542,1,1,0,0
"3",599,0,512,0,0,0,0
"4",1,0,2,0,0,0,0
"5",567,43,461,35,35,12,24
"6",579,34,506,27,30,7,14
"7",3,0,2,0,0,0,0
"8",613,0,515,0,0,0,0
"9",0,0,1,0,0,0,0
"10",614,0,529,0,0,0,0
"11",563,0,494,0,0,0,0
"12",535,26,479,17,25,6,5
"13",577,0,492,0,0,0,0
"14",0,0,1,0,0,0,0
"15",573,26,482,22,32,10,17
"16",0,0,1,0,0,0,0
"17",0,0,1,0,0,0,0
"18",0,0,1,0,0,0,0
"19",0,0,1,0,0,0,0
"20",564,0,488,0,0,0,0
"21",535,0,424,0,0,0,0
"22",558,0,450,0,0,0,0
"23",1,0,1,0,0,0,0
"24",574,1,488,0,2,0,1
"25",0,0,2,0,0,0,0
"26",579,4,493,6,7,2,1
"27",629,0,516,0,0,0,0
"28",586,0,512,0,0,0,0
"29",0,0,1,0,0,0,0
"30",0,0,2,0,0,0,0
"31",570,38,493,41,57,11,20
"32",0,0,1,0,0,0,0
"33",629,6,542,3,9,0,5
"34",0,0,1,0,0,0,0
"35",584,0,487,0,0,0,1
"36",579,0,502,0,0,0,0
"37",569,1,483,1,2,1,2
"38",0,0,1,0,0,0,0
"39",0,0,1,0,0,0,0
"40",0,0,1,0,0,0,0
"41",596,35,507,36,45,13,21
"42",0,0,1,0,0,0,0
"43",531,0,437,0,0,0,0
"44",613,0,509,0,1,0,0
"45",574,0,490,0,0,0,0
"46",0,0,1,0,0,0,0
"47",610,0,541,0,0,0,0
"48",618,28,532,39,40,11,14
"49",586,0,509,0,0,0,1
"50",561,1,463,1,1,1,0
"51",600,29,543,41,38,5,20
"52",607,0,527,0,0,0,0
"53",0,0,1,0,0,0,0
"54",0,0,1,0,0,0,0
"55",0,0,1,0,0,0,0
"56",0,0,1,0,0,0,0
"57",0,0,1,0,0,0,0
"58",0,0,1,0,0,0,0
"59",2,0,1,0,0,0,0
"60",1,0,3,0,0,0,0
"61",626,0,559,0,0,0,0
"62",0,0,1,0,0,0,0
"63",1,0,1,0,0,0,0
"64",0,0,2,0,0,0,0
"65",0,0,1,0,0,0,0
"66",619,1,523,0,1,3,0
"67",0,0,1,0,0,0,0
"68",489,0,420,0,0,0,0
"69",611,0,542,0,1,0,0
"70",588,0,525,0,0,0,0
"71",591,0,515,0,0,0,0
"72",593,0,497,0,0,0,0
"73",0,0,1,0,0,0,0
"74",5,0,1,0,0,0,0
"75",594,0,504,1,0,0,0
"76",0,0,1,0,0,0,0
"77",613,0,524,0,0,0,0
"78",2,0,2,0,0,0,0
"79",599,0,521,0,0,0,0
"80",550,40,424,38,59,11,20
"81",590,0,496,0,0,0,0
"82",590,0,493,0,0,0,0
"83",584,19,509,23,30,9,11
"84",0,0,1,0,0,0,0
"85",592,0,523,0,0,0,0
"86",0,0,2,0,0,0,0
"87",589,35,488,33,42,7,18
"88",640,0,549,1,0,0,0
"89",1,0,4,0,0,0,0
"90",3,0,2,0,0,0,0
"91",570,0,507,0,0,0,0
"92",551,0,495,0,0,0,0
"93",0,0,1,0,0,0,0
"94",567,0,455,0,1,0,0
"95",0,0,1,0,0,0,0
"96",0,0,1,0,0,0,0
"97",603,3,520,6,4,4,1
"98",1,0,1,0,0,0,0
"99",0,0,1,0,0,0,0
"100",0,0,0,0,0,0,0
"101",0,0,1,0,0,0,0
"102",616,0,525,0,0,0,0
"103",1,0,1,0,0,0,0
"104",588,0,501,0,1,1,0
"105",612,0,493,0,0,0,0
"106",3,0,1,0,0,0,0
"107",598,43,525,35,54,16,21
