"","age1_orange.P","age1_green.P","age2_no_comorbid_orange.P","age2_no_comorbid_green.P","age2_comorbid_green.P","age3_no_comorbid_green.P","age3_comorbid_green.P"
"1",40,0,29,0,0,0,0
"2",40,0,29,0,0,0,0
"3",45,1,29,1,1,1,0
"4",38,0,38,0,0,0,0
"5",1,0,2,0,0,0,0
"6",0,0,2,0,0,0,0
"7",0,0,1,0,0,0,0
"8",45,0,36,0,0,0,0
"9",38,1,41,0,1,0,0
"10",0,0,1,0,0,0,0
"11",32,0,36,0,0,0,0
"12",38,4,32,3,4,2,2
"13",35,0,32,0,0,0,0
"14",40,5,39,7,6,3,3
"15",0,0,1,0,0,0,0
"16",50,0,43,0,0,0,0
"17",39,0,35,0,1,1,1
"18",0,0,1,0,0,0,0
"19",42,0,38,0,0,0,0
"20",45,0,44,0,0,0,0
"21",0,0,1,0,0,0,0
"22",38,2,25,2,2,1,2
"23",33,4,38,3,3,2,2
"24",1,0,1,0,0,0,0
"25",40,0,39,0,0,0,0
"26",41,0,32,0,0,0,0
"27",47,0,40,0,0,0,0
"28",42,0,33,1,1,0,0
"29",27,1,35,1,2,0,1
"30",0,0,1,0,0,0,0
"31",0,0,1,0,0,0,0
"32",24,3,27,4,4,2,1
"33",38,0,29,0,1,0,0
"34",42,0,38,0,0,0,0
"35",36,1,29,0,1,0,0
"36",37,4,38,3,6,3,4
"37",0,0,1,0,0,0,0
"38",47,1,39,1,1,1,1
"39",1,0,1,0,0,0,0
"40",32,0,29,0,0,0,0
"41",36,1,30,1,1,1,0
"42",1,0,2,0,0,0,0
"43",0,0,1,0,0,0,0
"44",27,0,26,0,0,0,0
"45",29,0,37,0,0,0,0
"46",34,0,25,0,0,0,0
"47",44,0,41,0,0,0,0
"48",36,0,35,0,1,0,1
"49",51,0,34,0,0,0,0
"50",1,0,1,0,0,0,0
"51",27,0,22,0,1,0,0
"52",0,0,1,0,0,0,0
"53",42,0,33,0,0,0,0
"54",1,0,1,0,0,0,0
"55",0,0,1,0,0,0,0
"56",1,0,1,0,0,0,0
"57",34,4,26,5,5,3,2
"58",36,0,31,0,1,1,0
"59",0,0,1,0,0,0,0
"60",0,0,1,0,0,0,0
"61",42,1,38,0,1,0,1
"62",42,0,30,0,1,0,0
"63",36,0,32,0,0,0,0
"64",0,0,1,0,0,0,0
"65",33,0,42,0,0,0,0
"66",45,1,34,0,0,0,0
"67",39,0,34,0,0,0,1
"68",42,0,40,0,0,0,0
"69",43,4,35,3,3,1,2
"70",44,0,43,0,0,0,0
"71",49,6,41,3,5,2,3
"72",35,0,31,1,0,0,0
"73",0,0,1,0,0,0,0
"74",1,0,1,0,0,0,0
"75",43,1,38,1,1,1,1
"76",39,0,30,0,1,0,0
"77",39,0,31,0,0,0,0
"78",30,0,31,1,0,0,0
"79",35,0,31,0,0,0,0
"80",42,0,38,0,0,0,0
"81",39,0,36,0,0,0,0
"82",40,0,31,0,0,0,0
"83",0,0,1,0,0,0,0
"84",27,0,29,0,0,0,0
"85",0,0,1,0,0,0,0
"86",40,4,31,3,6,2,3
"87",38,0,29,0,0,0,0
"88",35,2,34,3,4,2,2
"89",0,0,1,0,0,0,0
"90",51,0,36,0,1,0,0
"91",35,1,28,1,1,0,1
"92",35,4,39,3,2,1,2
"93",41,0,38,0,0,0,0
"94",40,5,40,4,5,3,3
"95",32,0,24,0,0,0,0
"96",41,0,31,0,1,0,0
"97",0,0,1,0,0,0,0
"98",0,0,1,0,0,0,0
"99",42,0,31,0,0,0,0
"100",26,0,29,0,0,0,0
