"","age1_orange.O","age1_green.O","age2_no_comorbid_orange.O","age2_no_comorbid_green.O","age2_comorbid_green.O","age3_no_comorbid_green.O","age3_comorbid_green.O"
"1",74,0,57,0,0,0,0
"2",0,0,1,0,0,0,0
"3",62,0,55,0,0,0,1
"4",0,0,1,0,0,0,0
"5",78,0,64,0,0,0,0
"6",63,0,52,0,0,0,0
"7",1,0,2,0,0,0,0
"8",71,0,64,0,0,0,0
"9",1,0,1,0,0,0,0
"10",0,0,1,0,0,0,0
"11",75,0,44,0,0,0,0
"12",0,0,1,0,0,0,0
"13",0,0,1,0,0,0,0
"14",67,5,65,2,3,1,2
"15",63,2,56,2,3,1,2
"16",81,4,52,5,5,3,2
"17",0,0,1,0,0,0,0
"18",75,0,54,0,0,0,0
"19",0,0,1,0,0,0,0
"20",1,0,1,0,0,0,0
"21",43,8,40,4,3,1,3
"22",59,0,41,0,0,0,0
"23",71,1,56,1,2,0,1
"24",76,5,65,6,4,2,2
"25",43,0,49,0,0,0,0
"26",64,3,57,4,4,2,3
"27",0,0,1,0,0,0,0
"28",82,0,74,0,0,0,0
"29",74,0,58,0,0,0,0
"30",68,0,49,1,1,0,1
"31",63,0,48,0,0,0,0
"32",74,0,65,0,1,0,0
"33",65,1,59,1,0,0,0
"34",0,0,1,0,0,0,0
"35",49,0,40,0,0,0,0
"36",59,0,58,0,0,0,0
"37",1,0,2,0,0,0,0
"38",80,1,62,2,2,0,1
"39",0,0,1,0,0,0,0
"40",75,0,72,0,0,0,0
"41",71,0,58,0,0,1,0
"42",0,0,1,0,0,0,0
"43",75,0,68,0,0,0,0
"44",0,0,1,0,0,0,0
"45",49,0,54,0,0,0,0
"46",50,1,40,1,1,1,1
"47",65,4,65,6,3,2,5
"48",57,1,57,0,2,0,1
"49",73,0,59,0,0,0,0
"50",0,0,1,0,0,0,0
"51",0,0,1,0,0,0,0
"52",63,0,62,0,0,0,0
"53",0,0,1,0,0,0,0
"54",59,0,54,0,0,0,0
"55",0,0,2,0,0,0,0
"56",78,0,60,0,0,0,0
"57",70,0,59,0,0,0,0
"58",60,0,59,0,0,0,0
"59",1,0,1,0,0,0,0
"60",64,0,50,0,0,0,0
"61",59,0,60,0,0,0,0
"62",80,4,50,6,11,2,4
"63",69,0,61,0,1,0,0
"64",66,0,53,0,1,0,0
"65",74,0,61,0,0,0,0
"66",1,0,2,0,0,0,0
"67",0,0,1,0,0,0,0
"68",60,7,59,13,10,3,3
"69",0,0,0,0,0,0,0
"70",72,2,57,3,4,1,1
"71",63,7,50,6,6,2,2
"72",52,4,43,4,4,2,3
"73",0,0,1,0,0,0,0
"74",78,0,70,1,0,0,0
"75",68,0,60,0,0,0,0
"76",0,0,1,0,0,0,0
"77",59,7,50,8,5,2,4
"78",76,0,49,0,0,0,0
"79",68,0,79,0,0,0,0
"80",0,0,1,0,0,0,0
"81",63,0,56,0,0,0,0
"82",52,0,42,1,0,1,0
"83",73,0,65,0,0,0,0
"84",50,0,44,0,0,0,0
"85",0,0,1,0,0,0,0
"86",73,0,51,0,0,0,0
"87",69,0,59,0,0,0,0
"88",78,3,58,2,2,2,2
"89",1,0,0,0,0,0,0
"90",0,0,1,0,0,0,0
"91",55,1,52,1,1,0,0
"92",68,0,59,0,0,0,0
"93",0,0,1,0,0,0,0
"94",60,0,45,1,1,0,1
"95",70,0,60,0,0,0,0
"96",55,0,48,0,0,1,0
"97",0,0,1,0,0,0,0
"98",0,0,0,0,0,0,0
"99",56,0,63,0,0,0,0
"100",66,2,63,3,3,3,1
"101",46,5,45,4,6,2,2
"102",74,3,82,5,4,3,1
"103",65,10,61,6,3,5,4
"104",0,0,1,0,0,0,0
"105",0,0,1,0,0,0,0
"106",51,2,55,3,2,1,1
"107",0,0,0,0,0,0,0
"108",1,0,1,0,0,0,0
"109",55,0,47,0,2,0,0
"110",67,0,63,0,0,0,0
"111",0,0,1,0,0,0,0
"112",0,0,0,0,0,0,0
"113",83,6,69,5,8,6,3
"114",79,1,77,1,1,1,0
"115",2,0,1,0,0,0,0
"116",57,0,46,0,0,0,0
"117",89,0,62,0,0,0,0
"118",0,0,1,0,0,0,0
"119",64,5,54,7,5,2,3
"120",0,0,1,0,0,0,0
"121",65,0,58,0,0,0,0
"122",0,0,1,0,0,0,0
"123",54,7,50,6,6,3,3
"124",0,0,2,0,0,0,0
"125",70,0,59,0,0,0,0
"126",79,0,60,0,0,0,0
"127",1,0,1,0,0,0,0
"128",0,0,0,0,0,0,0
"129",0,0,2,0,0,0,0
"130",70,0,45,0,0,0,0
"131",0,0,1,0,0,0,0
"132",1,0,1,0,0,0,0
"133",53,1,50,2,0,0,0
"134",39,0,30,0,0,0,0
"135",75,0,67,0,0,0,0
"136",74,1,55,1,1,0,0
"137",69,1,50,1,1,0,0
"138",1,0,1,0,0,0,0
"139",0,0,1,0,0,0,0
"140",59,0,56,1,0,0,0
"141",0,0,1,0,0,0,0
"142",0,0,1,0,0,0,0
"143",0,0,1,0,0,0,0
"144",75,4,69,2,3,1,1
"145",60,0,74,0,0,0,0
"146",71,0,68,1,1,0,1
"147",0,0,1,0,0,0,0
"148",1,0,1,0,0,0,0
"149",0,0,1,0,0,0,0
"150",0,0,1,0,0,0,0
"151",64,0,49,0,0,0,0
"152",1,0,1,0,0,0,0
"153",60,1,52,0,2,0,0
"154",80,0,67,1,0,0,0
"155",1,0,1,0,0,0,0
"156",60,0,77,0,0,0,0
"157",61,0,48,0,0,0,0
"158",1,0,1,0,0,0,0
"159",62,0,53,0,0,0,1
"160",61,6,54,5,8,2,2
"161",69,0,62,0,0,0,0
"162",71,0,68,0,0,0,0
"163",79,0,76,0,1,0,0
"164",0,0,2,0,0,0,0
"165",65,0,54,0,0,0,0
"166",0,0,1,0,0,0,0
"167",56,0,45,0,0,0,0
"168",0,0,1,0,0,0,0
"169",70,0,56,0,0,0,1
"170",0,0,1,0,0,0,0
"171",0,0,1,0,0,0,0
"172",75,1,53,2,1,0,1
"173",0,0,1,0,0,0,0
"174",0,0,1,0,0,0,0
"175",50,1,44,1,1,0,0
"176",65,1,59,2,1,0,1
"177",2,0,2,0,0,0,0
