"","age1_orange.E","age1_green.E","age2_no_comorbid_orange.E","age2_no_comorbid_green.E","age2_comorbid_green.E","age3_no_comorbid_green.E","age3_comorbid_green.E"
"1",48,0,34,0,0,0,0
"2",1,0,2,0,0,0,0
"3",47,0,32,0,0,0,0
"4",45,0,35,0,0,0,0
"5",46,5,29,3,5,2,2
"6",0,0,1,0,0,0,0
"7",52,0,37,0,0,0,0
"8",0,0,1,0,0,0,0
"9",0,0,1,0,0,0,0
"10",47,1,44,0,1,0,0
"11",0,0,1,0,0,0,0
"12",0,0,1,0,0,0,0
"13",41,0,32,0,0,0,0
"14",1,0,1,0,0,0,0
"15",0,0,1,0,0,0,0
"16",44,1,36,1,0,1,1
"17",0,0,1,0,0,0,0
"18",0,0,1,0,0,0,0
"19",40,0,33,0,0,0,0
"20",39,2,40,4,5,1,3
"21",0,0,1,0,0,0,0
"22",0,0,1,0,0,0,0
"23",0,0,1,0,0,0,0
"24",1,0,1,0,0,0,0
"25",1,0,1,0,0,0,0
"26",43,2,38,4,5,2,3
"27",52,0,45,0,1,0,0
"28",49,0,46,0,0,0,0
"29",47,4,44,5,9,2,5
"30",38,1,36,0,0,0,0
"31",40,0,35,0,0,0,0
"32",3,0,2,0,0,0,0
"33",60,1,42,1,0,0,0
"34",0,0,1,0,0,0,0
"35",1,0,1,0,0,0,0
"36",0,0,1,0,0,0,0
"37",53,1,43,1,1,1,0
"38",41,0,39,1,0,0,0
"39",49,0,39,0,1,0,0
"40",34,5,27,5,6,2,4
"41",40,0,39,0,1,1,1
"42",0,0,1,0,0,0,0
"43",54,0,47,0,1,0,0
"44",47,0,43,0,0,0,0
"45",35,0,34,0,1,0,1
"46",51,0,43,0,0,0,0
"47",0,0,1,0,0,0,0
"48",44,3,46,5,5,2,3
"49",50,0,37,0,0,0,0
"50",51,0,53,0,0,0,0
"51",58,0,36,0,0,0,0
"52",45,0,40,0,0,0,0
"53",38,0,42,0,0,0,0
"54",0,0,1,0,0,0,0
"55",40,0,32,0,0,0,0
"56",44,0,39,0,0,0,1
"57",41,0,35,0,0,0,0
"58",0,0,1,0,0,0,0
"59",34,3,28,4,4,2,2
"60",31,2,33,3,2,0,2
"61",0,0,1,0,0,0,0
