"","age1_orange.H","age1_green.H","age2_no_comorbid_orange.H","age2_no_comorbid_green.H","age2_comorbid_green.H","age3_no_comorbid_green.H","age3_comorbid_green.H"
"1",50,73,53,77,77,80,81
"2",68,101,72,107,107,111,111
"3",71,104,75,110,109,113,112
"4",66,100,70,105,105,108,107
"5",46,65,49,68,69,71,72
"6",63,98,66,103,103,106,106
"7",61,88,65,93,94,97,99
"8",60,89,63,93,93,96,96
"9",80,124,84,130,131,134,135
"10",48,70,51,74,74,77,76
"11",61,88,65,93,92,96,96
"12",53,75,56,79,80,83,83
"13",72,108,76,113,113,117,117
"14",72,114,76,120,120,124,124
"15",59,86,62,91,91,94,95
"16",60,88,64,93,93,96,97
"17",75,112,80,118,117,122,121
"18",65,94,69,99,100,103,104
"19",52,75,55,79,79,82,82
"20",57,79,60,84,84,88,88
"21",58,83,61,88,88,91,91
"22",64,97,68,102,102,105,106
"23",63,93,66,98,98,101,102
"24",67,100,71,106,106,109,109
"25",70,106,75,111,111,115,115
"26",88,148,93,154,154,157,157
"27",50,71,53,75,76,78,80
"28",75,114,80,120,120,124,124
"29",74,109,78,115,114,118,118
"30",62,94,66,99,99,102,103
"31",60,84,64,89,89,93,93
"32",90,144,95,151,151,155,156
"33",41,57,43,61,61,63,64
"34",51,74,54,78,78,81,80
"35",64,99,68,104,104,107,107
"36",83,126,88,132,133,137,139
"37",77,123,81,129,129,133,133
"38",58,87,62,91,91,94,93
"39",75,122,79,128,128,132,133
"40",59,84,62,89,88,91,90
"41",71,102,75,108,108,112,112
"42",63,95,66,100,100,103,103
"43",50,72,53,76,76,79,79
"44",65,95,69,100,101,104,105
"45",55,78,58,82,82,85,85
"46",50,71,54,75,75,78,78
"47",60,88,64,93,93,96,95
"48",69,104,73,110,108,112,110
"49",72,108,76,113,113,117,117
"50",85,138,90,145,145,150,150
"51",56,82,60,87,87,90,90
"52",68,101,72,106,106,110,109
"53",59,84,62,89,89,92,91
"54",76,113,80,120,119,124,124
"55",57,82,61,87,87,91,92
"56",70,105,74,110,110,114,115
"57",70,102,74,108,108,112,111
"58",45,63,48,67,67,70,71
"59",60,90,63,94,95,98,99
"60",66,101,70,106,106,110,110
"61",80,124,84,130,130,134,134
"62",62,89,66,94,94,98,98
"63",71,109,75,114,113,117,116
"64",58,88,61,92,92,95,94
"65",90,142,95,149,149,153,154
"66",58,88,61,93,92,95,95
"67",49,70,52,74,74,77,77
"68",50,71,54,76,75,78,77
"69",52,73,56,78,77,81,81
"70",75,109,79,115,115,120,120
"71",61,88,64,93,93,97,98
"72",74,111,78,116,116,120,120
"73",68,101,72,107,106,110,109
"74",53,74,56,79,79,83,84
"75",82,129,86,136,136,140,141
"76",67,97,71,102,103,107,108
"77",53,74,56,78,78,82,82
"78",63,93,67,98,98,101,101
"79",80,127,85,133,134,137,139
"80",57,81,60,86,85,89,88
"81",54,77,57,81,81,84,83
"82",49,69,52,74,74,77,77
"83",60,93,63,98,97,100,98
"84",60,85,64,90,90,94,95
"85",55,80,59,85,85,88,88
"86",71,110,76,116,116,121,121
"87",67,99,71,104,104,108,107
"88",70,107,74,113,113,117,117
"89",76,129,80,135,136,140,141
"90",89,148,93,154,154,158,158
"91",49,70,52,74,73,77,75
"92",60,88,64,92,92,96,95
"93",48,67,51,70,70,73,73
"94",86,139,91,145,145,149,148
