"","age1.I","age2_no_comorbid.I","age2_comorbid.I","age3_no_comorbid.I","age3_comorbid.I"
"1",71,74,16,7,10
"2",49,64,15,6,7
"3",51,53,19,4,9
"4",64,62,14,6,10
"5",0,0,0,0,0
"6",60,53,23,6,10
"7",0,0,0,0,0
"8",0,0,0,0,0
"9",51,59,19,5,13
"10",52,62,14,6,11
"11",0,0,0,0,0
"12",60,53,15,7,16
"13",63,58,18,5,11
"14",0,0,0,0,0
"15",51,63,20,7,8
"16",0,0,0,0,0
"17",52,55,20,4,10
"18",52,58,18,3,10
"19",52,66,16,6,13
"20",54,66,15,5,9
"21",58,61,17,9,10
"22",65,72,12,5,13
"23",51,65,13,5,9
"24",62,52,18,9,8
"25",52,64,20,7,13
"26",0,1,0,0,0
"27",50,63,17,6,8
"28",55,58,17,3,10
"29",0,0,0,0,0
"30",54,56,18,5,10
"31",60,60,17,6,10
"32",62,75,16,8,14
"33",64,54,12,6,10
"34",61,58,11,6,12
"35",0,1,0,0,0
"36",53,49,13,6,9
"37",0,0,0,0,0
"38",53,59,18,6,15
"39",0,0,0,0,0
"40",63,58,24,4,11
"41",62,69,14,6,11
"42",0,0,0,0,0
"43",0,0,0,0,0
"44",0,0,0,0,0
"45",53,54,13,4,9
"46",0,0,0,0,0
"47",0,0,0,0,0
"48",51,54,16,8,8
"49",55,41,16,5,10
"50",0,0,0,0,0
"51",60,62,22,6,10
"52",0,1,0,0,0
"53",63,48,22,6,12
"54",59,58,22,6,12
"55",50,52,15,3,8
"56",52,52,14,7,13
"57",54,68,18,4,17
"58",61,61,18,6,8
"59",54,68,18,5,13
"60",50,60,17,6,8
"61",58,55,16,8,9
"62",57,68,21,6,17
"63",0,0,0,0,0
"64",0,0,0,0,0
"65",55,67,15,5,12
"66",56,63,17,6,12
"67",1,0,0,0,0
"68",53,51,13,4,10
"69",51,51,16,5,8
"70",0,0,0,0,0
"71",56,55,15,4,10
"72",0,0,0,0,0
"73",57,80,14,7,12
"74",0,1,0,0,0
"75",56,49,17,7,8
"76",53,56,11,7,11
"77",54,59,20,6,10
"78",1,0,0,0,0
"79",0,0,0,0,0
"80",0,0,0,0,0
"81",47,58,15,6,17
"82",66,61,12,5,11
"83",53,67,16,6,11
"84",56,64,16,7,10
"85",57,53,9,5,8
"86",55,47,14,8,11
"87",0,0,0,0,0
"88",0,0,0,0,0
"89",72,46,18,6,11
"90",60,54,15,4,16
"91",1,0,0,0,0
"92",48,66,16,5,10
"93",48,71,19,4,13
"94",62,66,13,7,11
"95",49,47,15,6,14
"96",60,67,16,5,12
"97",66,52,11,3,12
"98",67,52,16,7,14
"99",64,72,16,2,13
"100",68,53,20,6,10
"101",0,0,0,0,0
"102",56,52,15,7,12
"103",0,0,0,0,0
"104",56,52,17,6,13
"105",51,55,14,4,12
"106",49,57,14,5,15
"107",59,49,20,4,13
"108",52,67,16,10,11
"109",0,0,0,0,0
"110",0,1,0,0,0
"111",56,56,19,7,12
"112",51,64,15,10,11
"113",60,55,18,5,13
"114",59,68,14,5,12
"115",57,48,19,6,11
"116",56,46,23,4,11
"117",0,0,0,0,0
"118",0,1,0,0,0
"119",72,81,17,5,13
"120",56,66,20,7,18
"121",0,0,0,0,0
"122",58,51,17,6,10
"123",71,57,14,5,9
"124",0,0,0,0,0
"125",0,1,0,0,0
"126",63,73,16,6,11
"127",0,0,0,0,0
"128",63,53,18,9,11
"129",60,52,16,8,14
"130",53,64,15,6,11
"131",72,69,14,6,13
"132",54,67,13,8,12
"133",0,0,0,0,0
"134",66,65,20,4,12
"135",63,48,14,6,11
"136",61,61,17,8,13
"137",52,57,13,4,13
"138",0,1,0,0,0
"139",51,55,16,5,7
"140",54,59,14,4,11
"141",67,60,13,4,10
"142",0,1,0,0,0
"143",53,52,15,4,9
"144",66,64,14,4,9
"145",0,1,1,0,0
"146",0,0,0,0,0
"147",53,66,17,6,11
"148",59,58,15,8,13
"149",0,0,0,0,0
"150",51,62,14,7,9
"151",58,64,18,5,9
"152",57,72,15,5,11
"153",55,67,19,5,9
"154",0,0,0,0,0
"155",0,1,0,0,0
"156",61,59,19,5,12
"157",0,0,0,0,0
"158",48,62,18,8,11
"159",68,65,13,6,13
"160",63,65,16,9,15
"161",47,59,18,5,13
"162",49,58,21,8,14
"163",67,49,18,7,7
"164",0,1,0,0,0
"165",60,69,16,6,8
"166",53,61,15,7,10
"167",0,0,0,0,0
"168",56,54,16,4,12
