"","age1.D","age2_no_comorbid.D","age2_comorbid.D","age3_no_comorbid.D","age3_comorbid.D"
"1",32,40,25,10,30
"2",0,0,0,0,0
"3",0,0,0,0,0
"4",41,39,31,7,35
"5",0,0,0,0,0
"6",36,44,33,7,27
"7",0,0,0,0,0
"8",28,33,28,11,37
"9",26,49,25,8,31
"10",0,0,0,0,0
"11",0,0,0,0,0
"12",33,42,20,6,42
"13",0,0,0,0,0
"14",0,0,0,0,0
"15",39,49,22,7,40
"16",29,42,27,7,30
"17",26,43,24,3,32
"18",0,0,0,0,0
"19",30,47,28,9,35
"20",34,44,22,11,32
"21",31,41,28,11,35
"22",29,49,22,6,30
"23",0,1,0,0,0
"24",32,35,21,5,37
"25",32,44,29,9,37
"26",31,43,25,3,35
"27",0,0,0,0,0
"28",37,40,28,8,28
"29",33,47,32,11,37
"30",27,45,36,6,33
"31",28,41,34,13,34
"32",24,51,21,5,35
"33",38,44,24,6,28
"34",0,0,0,0,0
"35",30,44,28,8,24
"36",0,1,0,0,0
"37",26,48,30,10,39
"38",43,39,32,9,35
"39",28,34,33,8,37
"40",27,49,27,11,34
"41",42,51,39,4,34
"42",27,48,28,6,37
"43",26,38,37,7,27
"44",39,38,29,9,39
"45",28,47,34,5,29
"46",24,36,21,8,37
"47",20,39,27,10,25
"48",36,52,37,8,29
"49",30,42,24,12,31
"50",25,47,32,9,34
"51",26,36,28,5,31
"52",19,40,25,8,25
"53",20,48,25,4,32
"54",24,55,28,5,36
"55",30,37,34,7,35
"56",17,35,24,4,27
"57",32,44,28,6,29
"58",35,39,33,7,38
"59",26,52,26,11,27
"60",0,0,0,0,0
"61",32,40,35,3,39
"62",27,51,25,5,34
"63",0,0,0,0,0
"64",27,46,24,7,43
"65",0,0,0,0,0
"66",24,50,28,6,37
"67",32,45,30,8,30
"68",27,50,33,9,30
"69",30,42,26,4,28
"70",29,37,26,7,33
"71",0,0,0,0,0
"72",0,0,0,0,0
"73",32,50,41,8,31
"74",32,40,33,4,23
"75",31,48,26,8,31
"76",31,38,19,9,29
"77",30,41,29,4,34
"78",0,0,1,0,0
"79",34,44,36,7,30
"80",22,43,27,8,34
"81",0,0,0,0,0
"82",28,41,41,10,32
"83",29,43,21,8,32
"84",29,49,28,8,33
"85",0,0,0,0,0
"86",0,0,0,0,0
"87",32,60,24,8,33
"88",30,43,36,8,32
"89",46,39,27,4,35
"90",32,43,24,10,30
"91",25,41,30,13,35
"92",21,43,31,9,28
"93",27,44,25,6,41
"94",30,55,35,5,42
"95",27,48,23,3,33
"96",19,50,39,7,36
"97",33,42,30,6,32
"98",34,45,26,6,37
"99",31,52,31,7,35
"100",37,43,28,9,37
"101",35,40,30,7,29
"102",30,36,31,5,32
"103",0,0,0,0,0
"104",34,43,29,4,42
"105",0,0,0,0,0
"106",0,0,0,0,0
"107",30,42,24,4,29
"108",24,42,25,12,31
"109",0,0,0,0,0
"110",27,50,32,8,30
"111",26,40,43,9,32
"112",35,42,24,3,30
"113",33,52,29,7,40
"114",33,46,25,5,27
"115",32,30,28,11,34
"116",29,49,29,8,35
"117",38,39,34,9,35
"118",33,64,28,3,32
"119",34,42,25,5,46
"120",0,0,0,0,0
"121",35,45,33,5,35
"122",32,46,26,5,39
"123",28,48,26,10,28
"124",27,46,32,5,37
"125",0,0,0,0,0
"126",24,37,28,7,34
"127",34,41,27,6,39
"128",0,0,0,0,0
"129",24,50,28,8,30
"130",28,55,35,9,31
"131",22,51,35,10,35
"132",26,34,41,9,31
"133",28,47,34,10,26
"134",0,0,0,0,0
"135",22,46,21,4,36
"136",21,46,26,6,28
"137",32,47,34,7,29
"138",16,33,30,8,32
"139",34,45,23,13,35
"140",31,49,27,5,29
"141",33,49,20,6,37
"142",33,39,25,9,33
"143",33,41,32,6,31
"144",37,55,33,10,39
"145",28,41,30,9,33
"146",30,65,30,7,39
"147",31,44,31,7,31
"148",36,66,32,10,30
"149",33,41,30,9,33
"150",33,50,37,10,42
"151",32,49,18,9,29
"152",30,48,19,6,32
"153",0,0,0,0,0
"154",36,47,34,7,32
"155",29,45,22,5,28
"156",0,0,0,0,0
"157",31,47,33,4,28
"158",22,50,24,7,22
"159",28,48,30,7,35
"160",0,0,0,0,0
"161",32,44,34,4,31
"162",26,41,29,9,41
"163",0,0,0,0,0
"164",0,0,0,0,0
"165",29,38,27,8,39
"166",22,45,28,7,35
"167",0,0,0,0,0
"168",40,55,28,12,37
"169",25,49,35,7,37
"170",28,34,33,4,37
"171",35,44,29,2,28
"172",29,40,20,0,33
"173",27,47,25,4,40
"174",26,39,29,9,40
"175",0,0,0,0,0
"176",38,41,28,8,33
"177",32,37,30,8,28
"178",23,38,36,3,42
"179",35,56,27,9,32
"180",0,0,0,0,0
"181",32,40,29,6,30
"182",20,35,28,4,33
"183",0,0,0,0,0
"184",37,46,33,3,31
"185",25,49,26,10,45
"186",25,38,32,14,38
"187",41,52,26,4,34
"188",22,53,33,7,30
"189",28,39,27,7,27
"190",30,56,31,9,35
"191",0,0,0,0,0
"192",34,39,29,7,37
"193",27,35,21,6,35
"194",40,46,24,7,42
"195",31,28,30,6,28
"196",36,45,36,7,30
"197",36,51,28,3,35
"198",18,43,22,5,31
"199",29,42,26,5,23
"200",26,48,27,12,34
"201",24,55,24,4,41
"202",38,49,41,9,32
