"","age1.A","age2_no_comorbid.A","age2_comorbid.A","age3_no_comorbid.A","age3_comorbid.A"
"1",43,33,8,4,2
"2",26,43,8,3,3
"3",42,42,6,2,3
"4",49,36,4,2,6
"5",34,42,9,2,4
"6",35,39,12,2,3
"7",41,42,7,3,6
"8",37,34,9,2,5
"9",39,37,4,1,2
"10",41,37,4,1,6
"11",45,39,7,4,4
"12",0,1,0,0,0
"13",47,35,5,3,2
"14",34,36,7,2,4
"15",34,44,3,2,2
"16",40,46,8,2,3
"17",43,41,6,2,3
"18",35,35,6,2,4
"19",35,43,8,4,3
"20",32,34,9,1,6
"21",56,32,5,3,3
"22",39,47,5,2,3
"23",0,0,0,0,0
"24",33,31,6,3,4
"25",42,40,8,6,3
"26",37,37,4,2,5
"27",0,1,0,0,0
"28",51,33,5,2,6
"29",0,0,0,0,0
"30",34,36,8,2,3
"31",40,38,6,5,2
"32",44,42,6,2,5
"33",51,42,11,2,3
"34",39,37,5,2,4
"35",0,0,0,0,0
"36",35,37,6,3,5
"37",38,40,7,2,4
"38",32,25,5,1,7
"39",0,0,0,0,0
"40",38,40,8,5,3
"41",44,39,8,2,4
"42",41,43,5,2,2
"43",30,37,6,2,3
"44",35,34,5,1,3
"45",44,39,6,3,1
"46",33,49,8,5,5
"47",0,0,0,0,0
"48",28,33,4,2,6
"49",39,40,6,3,3
"50",43,42,6,3,4
"51",35,33,8,2,4
"52",54,36,6,5,4
"53",39,43,6,3,2
"54",26,38,7,2,3
"55",45,44,7,3,3
"56",44,33,4,2,4
"57",40,38,8,2,5
"58",36,42,6,7,6
"59",43,41,6,2,5
"60",0,1,0,0,0
"61",37,40,6,2,6
"62",39,39,10,3,5
"63",35,38,8,1,5
"64",39,41,7,1,2
"65",48,35,2,3,5
"66",42,36,3,1,5
"67",36,34,7,2,6
"68",35,42,7,3,3
"69",42,41,9,1,4
"70",38,37,7,1,4
"71",38,31,7,3,5
"72",36,41,5,1,5
"73",41,41,7,5,3
"74",0,0,0,0,0
"75",38,34,3,1,2
"76",39,47,8,2,4
"77",39,33,8,2,4
"78",58,41,7,3,3
"79",37,40,8,3,4
"80",38,32,5,2,4
"81",35,39,5,1,3
"82",57,35,6,1,6
"83",44,40,9,0,3
"84",32,33,6,4,4
"85",35,38,7,4,7
"86",32,44,7,3,5
"87",35,38,4,3,7
"88",41,47,9,4,4
"89",34,29,7,3,5
"90",36,32,7,3,5
"91",41,36,9,3,4
"92",28,45,8,4,4
"93",34,40,7,4,3
"94",36,30,7,3,2
"95",40,41,6,1,5
"96",0,1,0,0,0
"97",0,1,0,0,0
"98",37,43,5,3,4
"99",0,0,0,0,0
"100",0,1,0,0,0
"101",37,39,9,3,4
"102",41,44,4,3,5
"103",42,53,8,2,4
"104",0,1,0,0,0
"105",41,45,7,4,4
"106",0,0,0,0,0
"107",39,43,9,3,3
"108",40,38,8,2,3
"109",38,41,5,2,3
"110",46,38,5,2,2
"111",37,41,6,3,3
"112",41,45,5,5,5
"113",0,1,0,0,0
"114",0,0,0,0,0
"115",1,0,0,0,0
"116",31,41,6,3,5
"117",46,44,6,2,4
"118",0,0,0,0,0
"119",50,36,9,3,4
"120",33,31,6,2,3
"121",0,0,0,0,0
"122",36,41,6,3,2
"123",40,35,5,1,5
"124",39,42,4,2,7
"125",0,0,0,0,0
"126",31,32,6,5,3
"127",0,0,0,0,0
"128",38,48,8,2,3
"129",52,45,9,2,3
"130",37,35,7,3,3
"131",43,32,9,2,4
"132",55,39,6,4,5
"133",0,1,0,0,0
"134",0,1,0,0,0
"135",36,49,3,6,2
"136",42,43,5,2,3
"137",40,42,8,3,4
"138",0,0,0,0,0
"139",35,41,6,3,2
"140",44,45,4,1,5
"141",44,42,8,2,3
"142",0,0,0,0,0
"143",39,33,5,3,4
"144",0,0,0,0,0
"145",39,39,9,3,4
"146",45,34,5,2,4
"147",26,38,4,3,4
"148",0,0,0,0,0
"149",46,32,10,4,4
"150",50,41,3,3,5
"151",42,48,9,2,4
"152",42,23,9,3,3
"153",38,36,8,3,3
"154",29,37,7,1,5
"155",41,37,4,2,4
"156",32,36,3,4,3
"157",47,43,5,2,3
"158",41,53,8,5,6
"159",0,0,0,0,0
"160",29,40,8,3,5
"161",47,37,6,1,3
"162",0,0,0,0,0
"163",40,38,11,1,7
"164",41,35,6,3,4
"165",42,47,4,2,2
"166",44,38,5,1,4
"167",33,40,7,1,2
"168",33,40,5,3,3
"169",47,36,11,4,2
"170",30,38,5,3,2
"171",42,43,8,3,2
"172",45,39,6,2,3
"173",41,31,4,1,6
"174",34,47,5,2,4
"175",50,46,7,3,4
"176",34,41,10,2,4
"177",42,42,6,3,3
"178",39,42,7,1,3
"179",46,42,7,2,5
"180",50,39,4,3,5
"181",47,32,6,2,3
"182",33,46,8,1,6
"183",32,36,6,3,5
"184",36,32,8,2,3
"185",0,1,0,0,0
"186",48,37,8,2,3
"187",0,1,0,0,0
"188",40,37,13,1,3
"189",39,41,5,3,5
"190",0,0,0,0,0
"191",49,44,7,1,6
"192",29,38,8,3,1
