"","age1.E","age2_no_comorbid.E","age2_comorbid.E","age3_no_comorbid.E","age3_comorbid.E"
"1",0.122850122850123,0.106157112526539,0,2.27272727272727,0
"2",0,0.106157112526539,0,0,0
"3",2.82555282555283,2.54777070063694,4.79233226837061,4.54545454545455,4.02144772117963
"4",2.45700245700246,1.59235668789809,3.19488817891374,2.27272727272727,4.02144772117963
"5",0,0.106157112526539,0,0,0
"6",3.31695331695332,1.69851380042463,3.19488817891374,6.81818181818182,4.02144772117963
"7",0,0.106157112526539,0.798722044728434,0,0
"8",0.368550368550369,0.106157112526539,0,0,0
"9",2.08845208845209,1.59235668789809,3.99361022364217,2.27272727272727,4.02144772117963
"10",0,0.106157112526539,0,0,0
"11",0,0.106157112526539,0,0,0
"12",0,0.106157112526539,0,0,0
"13",1.84275184275184,1.48619957537155,2.3961661341853,2.27272727272727,2.68096514745308
"14",0.122850122850123,0.106157112526539,0.798722044728434,0,0
"15",0,0.106157112526539,0,0,0
"16",1.84275184275184,1.69851380042463,3.19488817891374,2.27272727272727,4.02144772117963
"17",2.82555282555283,1.69851380042463,3.99361022364217,4.54545454545455,4.02144772117963
"18",0,0.106157112526539,0,0,0
"19",0.122850122850123,0.106157112526539,0.798722044728434,0,0
"20",2.08845208845209,2.12314225053079,4.79233226837061,4.54545454545455,8.04289544235925
"21",2.7027027027027,2.12314225053079,3.99361022364217,4.54545454545455,2.68096514745308
"22",2.33415233415233,1.59235668789809,3.19488817891374,4.54545454545455,4.02144772117963
"23",1.5970515970516,1.59235668789809,4.79233226837061,4.54545454545455,4.02144772117963
"24",0.245700245700246,0.106157112526539,0.798722044728434,0,0
"25",0,0.106157112526539,0,0,0
"26",3.07125307125307,2.4416135881104,3.19488817891374,4.54545454545455,5.36193029490617
"27",0,0.106157112526539,0,0,0
"28",0,0.106157112526539,0,0,0
"29",3.07125307125307,1.80467091295117,3.19488817891374,4.54545454545455,1.34048257372654
"30",2.08845208845209,1.69851380042463,3.19488817891374,2.27272727272727,2.68096514745308
"31",0.122850122850123,0.106157112526539,0,0,0
"32",0.245700245700246,0.106157112526539,0,0,0
"33",0,0.106157112526539,0,0,0
"34",1.71990171990172,1.16772823779193,2.3961661341853,6.81818181818182,4.02144772117963
"35",2.57985257985258,1.91082802547771,3.99361022364217,4.54545454545455,4.02144772117963
"36",3.31695331695332,2.4416135881104,3.99361022364217,4.54545454545455,5.36193029490617
"37",2.08845208845209,2.01698513800425,4.79233226837061,4.54545454545455,2.68096514745308
"38",2.45700245700246,1.16772823779193,2.3961661341853,2.27272727272727,4.02144772117963
"39",0,0.106157112526539,0,0,0
"40",0.122850122850123,0.106157112526539,0.798722044728434,0,0
"41",1.96560196560197,1.38004246284501,3.19488817891374,4.54545454545455,2.68096514745308
"42",0.122850122850123,0.106157112526539,0.798722044728434,0,0
"43",0,0.106157112526539,0,0,0
"44",0.122850122850123,0.106157112526539,0,0,0
"45",0.368550368550369,0.212314225053079,0.798722044728434,0,0
"46",0.122850122850123,0.106157112526539,0.798722044728434,0,0
"47",0,0.106157112526539,0,0,0
"48",0,0.106157112526539,0,0,0
"49",2.94840294840295,2.76008492569002,3.99361022364217,2.27272727272727,1.34048257372654
"50",2.08845208845209,1.69851380042463,3.19488817891374,4.54545454545455,4.02144772117963
"51",1.84275184275184,1.38004246284501,3.19488817891374,2.27272727272727,5.36193029490617
"52",0.122850122850123,0.106157112526539,0,0,0
"53",0.122850122850123,0.106157112526539,0,0,0
"54",0,0.106157112526539,0,0,0
"55",2.7027027027027,2.12314225053079,2.3961661341853,6.81818181818182,2.68096514745308
"56",0.122850122850123,0.106157112526539,0,0,0
"57",0,0.106157112526539,0.798722044728434,2.27272727272727,0
"58",0.245700245700246,0.212314225053079,0,0,1.34048257372654
"59",0,0.212314225053079,0,0,0
"60",0,0.106157112526539,0,0,0
"61",0.245700245700246,0.106157112526539,0,0,0
"62",0.245700245700246,0.212314225053079,0,0,0
"63",1.47420147420147,0.849256900212314,2.3961661341853,4.54545454545455,2.68096514745308
"64",0,0.106157112526539,0,0,0
"65",0.122850122850123,0.106157112526539,0,2.27272727272727,0
"66",1.96560196560197,1.16772823779193,2.3961661341853,4.54545454545455,2.68096514745308
"67",0.368550368550369,0.318471337579618,0.798722044728434,0,0
"68",0,0.106157112526539,0,0,0
"69",0,0.106157112526539,0,0,0
"70",0,0.106157112526539,0,0,0
"71",0,0.106157112526539,0,0,0
"72",0,0.106157112526539,0,0,0
"73",2.7027027027027,1.48619957537155,4.79233226837061,2.27272727272727,2.68096514745308
"74",2.33415233415233,1.59235668789809,3.99361022364217,4.54545454545455,1.34048257372654
"75",0.122850122850123,0.106157112526539,0,0,0
"76",2.7027027027027,2.33545647558386,3.19488817891374,6.81818181818182,2.68096514745308
"77",0,0.106157112526539,0,0,0
"78",2.7027027027027,1.91082802547771,2.3961661341853,2.27272727272727,2.68096514745308
"79",1.84275184275184,1.48619957537155,3.19488817891374,2.27272727272727,2.68096514745308
"80",2.7027027027027,2.9723991507431,3.19488817891374,4.54545454545455,5.36193029490617
"81",0.122850122850123,0.106157112526539,0,0,0
"82",0.122850122850123,0.106157112526539,0,0,0
"83",0,0.106157112526539,0,0,0
"84",4.05405405405405,2.76008492569002,3.99361022364217,2.27272727272727,6.70241286863271
"85",0,0.106157112526539,0,0,0
"86",0.122850122850123,0.106157112526539,0,0,0
"87",0,0.106157112526539,0,0,0
"88",0,0.106157112526539,0,0,0
"89",0.122850122850123,0.106157112526539,0,0,0
"90",0,0.106157112526539,0,0,0
"91",1.84275184275184,1.48619957537155,3.19488817891374,4.54545454545455,4.02144772117963
"92",0,0.106157112526539,0,0,0
"93",2.82555282555283,1.59235668789809,2.3961661341853,2.27272727272727,2.68096514745308
"94",2.94840294840295,2.65392781316348,3.99361022364217,4.54545454545455,4.02144772117963
"95",1.84275184275184,1.27388535031847,3.19488817891374,4.54545454545455,2.68096514745308
"96",0.491400491400491,0.424628450106157,0.798722044728434,0,1.34048257372654
"97",0.122850122850123,0.106157112526539,0,0,0
"98",0.122850122850123,0.106157112526539,0.798722044728434,0,0
"99",0,0.106157112526539,0,0,0
"100",3.07125307125307,2.76008492569002,3.19488817891374,4.54545454545455,4.02144772117963
"101",0,0.106157112526539,0,0,0
"102",0.122850122850123,0.212314225053079,0,0,0
"103",0,0.106157112526539,0,0,0
"104",0,0.106157112526539,0,0,0
"105",2.45700245700246,2.01698513800425,4.79233226837061,6.81818181818182,2.68096514745308
"106",0.368550368550369,0.212314225053079,0.798722044728434,0,0
"107",2.45700245700246,1.69851380042463,3.19488817891374,4.54545454545455,2.68096514745308
"108",0,0.106157112526539,0,0,0
"109",0,0.106157112526539,0,0,0
