"","age1.R","age2_no_comorbid.R","age2_comorbid.R","age3_no_comorbid.R","age3_comorbid.R"
"1",94.3488943488943,88.9596602972399,72.6837060702875,75,38.8739946380697
"2",95.8230958230958,90.0212314225053,75.8785942492013,59.0909090909091,33.5120643431635
"3",0,0.106157112526539,0,0,0
"4",96.0687960687961,89.171974522293,72.6837060702875,72.7272727272727,37.5335120643432
"5",96.4373464373464,90.6581740976645,76.6773162939297,75,34.8525469168901
"6",95.9459459459459,90.2335456475584,63.8977635782748,72.7272727272727,28.1501340482574
"7",95.9459459459459,90.4458598726115,69.4888178913738,54.5454545454545,37.5335120643432
"8",95.7002457002457,89.3842887473461,66.2939297124601,68.1818181818182,46.916890080429
"9",94.8402948402948,88.7473460721868,66.2939297124601,65.9090909090909,28.1501340482574
"10",95.5773955773956,89.4904458598726,77.4760383386581,63.6363636363636,34.8525469168901
"11",96.3144963144963,88.3227176220807,67.8913738019169,65.9090909090909,30.8310991957105
"12",94.8402948402948,90.552016985138,72.6837060702875,70.4545454545455,29.4906166219839
"13",95.2088452088452,90.6581740976645,64.6964856230032,75,42.8954423592493
"14",94.8402948402948,87.2611464968153,74.2811501597444,65.9090909090909,36.1930294906166
"15",94.7174447174447,89.171974522293,66.2939297124601,63.6363636363636,33.5120643431635
"16",95.4545454545455,89.7027600849257,71.0862619808307,65.9090909090909,40.2144772117963
"17",95.2088452088452,88.6411889596603,68.6900958466454,59.0909090909091,34.8525469168901
"18",95.0859950859951,90.1273885350319,75.8785942492013,72.7272727272727,30.8310991957105
"19",0,0.106157112526539,0,0,0
"20",96.0687960687961,88.9596602972399,63.0990415335463,61.3636363636364,45.5764075067024
"21",96.5601965601966,91.7197452229299,71.0862619808307,68.1818181818182,33.5120643431635
"22",95.5773955773956,90.6581740976645,72.6837060702875,75,32.171581769437
"23",94.5945945945946,89.7027600849257,68.6900958466454,72.7272727272727,32.171581769437
"24",95.2088452088452,90.552016985138,68.6900958466454,68.1818181818182,37.5335120643432
"25",96.0687960687961,90.3397027600849,71.8849840255591,68.1818181818182,34.8525469168901
"26",95.5773955773956,89.0658174097665,75.0798722044728,65.9090909090909,28.1501340482574
"27",95.8230958230958,90.1273885350319,70.2875399361022,61.3636363636364,34.8525469168901
"28",0,0.106157112526539,0,0,0
"29",96.0687960687961,89.5966029723992,79.073482428115,79.5454545454545,29.4906166219839
"30",95.2088452088452,89.8089171974522,69.4888178913738,63.6363636363636,32.171581769437
"31",95.8230958230958,89.8089171974522,67.0926517571885,56.8181818181818,37.5335120643432
"32",96.6830466830467,90.1273885350319,74.2811501597444,72.7272727272727,30.8310991957105
"33",95.4545454545455,89.2781316348195,64.6964856230032,59.0909090909091,45.5764075067024
"34",0,0.106157112526539,0,0,0
"35",95.8230958230958,88.4288747346072,76.6773162939297,68.1818181818182,30.8310991957105
"36",96.5601965601966,90.2335456475584,73.482428115016,63.6363636363636,37.5335120643432
"37",94.3488943488943,90.9766454352442,74.2811501597444,77.2727272727273,33.5120643431635
"38",94.8402948402948,89.9150743099788,70.2875399361022,61.3636363636364,34.8525469168901
"39",94.4717444717445,88.4288747346072,71.0862619808307,56.8181818181818,34.8525469168901
"40",93.1203931203931,91.5074309978769,70.2875399361022,63.6363636363636,26.8096514745308
"41",95.0859950859951,91.4012738853503,75.8785942492013,79.5454545454545,42.8954423592493
"42",97.1744471744472,89.9150743099788,74.2811501597444,75,34.8525469168901
"43",96.0687960687961,90.6581740976645,65.4952076677316,70.4545454545455,30.8310991957105
"44",0,0.106157112526539,0,0,0
"45",95.3316953316953,90.3397027600849,68.6900958466454,68.1818181818182,24.1286863270778
"46",95.7002457002457,90.2335456475584,63.8977635782748,65.9090909090909,30.8310991957105
"47",96.6830466830467,88.9596602972399,78.2747603833866,77.2727272727273,30.8310991957105
"48",94.5945945945946,90.4458598726115,73.482428115016,68.1818181818182,36.1930294906166
"49",94.4717444717445,88.2165605095541,67.8913738019169,63.6363636363636,36.1930294906166
"50",96.6830466830467,87.5796178343949,65.4952076677316,84.0909090909091,30.8310991957105
"51",94.3488943488943,90.3397027600849,71.0862619808307,68.1818181818182,33.5120643431635
"52",96.4373464373464,88.6411889596603,75.0798722044728,77.2727272727273,32.171581769437
"53",96.3144963144963,89.4904458598726,69.4888178913738,52.2727272727273,33.5120643431635
"54",95.5773955773956,91.4012738853503,72.6837060702875,72.7272727272727,28.1501340482574
"55",95.0859950859951,89.9150743099788,74.2811501597444,68.1818181818182,36.1930294906166
"56",96.8058968058968,90.0212314225053,71.8849840255591,68.1818181818182,34.8525469168901
"57",95.3316953316953,89.4904458598726,76.6773162939297,63.6363636363636,37.5335120643432
"58",95.2088452088452,90.0212314225053,68.6900958466454,59.0909090909091,38.8739946380697
"59",0,0.106157112526539,0,0,0
"60",95.8230958230958,90.2335456475584,67.8913738019169,72.7272727272727,33.5120643431635
"61",95.9459459459459,90.3397027600849,66.2939297124601,72.7272727272727,40.2144772117963
"62",95.0859950859951,88.3227176220807,67.0926517571885,72.7272727272727,38.8739946380697
"63",94.8402948402948,89.9150743099788,59.9041533546326,61.3636363636364,32.171581769437
"64",94.963144963145,88.0042462845011,63.8977635782748,75,38.8739946380697
"65",95.4545454545455,91.2951167728238,63.8977635782748,65.9090909090909,34.8525469168901
"66",96.8058968058968,87.791932059448,71.0862619808307,70.4545454545455,28.1501340482574
"67",95.2088452088452,88.1104033970276,71.8849840255591,70.4545454545455,26.8096514745308
"68",95.8230958230958,89.171974522293,69.4888178913738,81.8181818181818,32.171581769437
"69",94.4717444717445,88.8535031847134,64.6964856230032,61.3636363636364,37.5335120643432
"70",94.7174447174447,87.8980891719745,64.6964856230032,54.5454545454545,34.8525469168901
"71",95.5773955773956,88.9596602972399,73.482428115016,63.6363636363636,34.8525469168901
"72",95.5773955773956,90.7643312101911,70.2875399361022,68.1818181818182,28.1501340482574
"73",95.5773955773956,87.8980891719745,70.2875399361022,59.0909090909091,29.4906166219839
"74",0,0.106157112526539,0,0,0
"75",0,0.106157112526539,0,0,0
"76",95.0859950859951,88.2165605095541,70.2875399361022,63.6363636363636,37.5335120643432
"77",95.5773955773956,91.2951167728238,64.6964856230032,61.3636363636364,28.1501340482574
"78",95.2088452088452,90.4458598726115,71.0862619808307,50,30.8310991957105
"79",95.9459459459459,88.8535031847134,70.2875399361022,70.4545454545455,30.8310991957105
"80",94.3488943488943,88.4288747346072,78.2747603833866,75,30.8310991957105
"81",96.0687960687961,89.7027600849257,66.2939297124601,68.1818181818182,34.8525469168901
"82",94.963144963145,88.3227176220807,65.4952076677316,75,38.8739946380697
"83",95.8230958230958,90.0212314225053,69.4888178913738,52.2727272727273,34.8525469168901
"84",94.4717444717445,89.171974522293,74.2811501597444,68.1818181818182,40.2144772117963
"85",96.6830466830467,86.6242038216561,70.2875399361022,68.1818181818182,32.171581769437
"86",96.9287469287469,89.171974522293,65.4952076677316,59.0909090909091,33.5120643431635
"87",95.5773955773956,90.552016985138,66.2939297124601,59.0909090909091,42.8954423592493
"88",95.0859950859951,91.4012738853503,77.4760383386581,56.8181818181818,41.5549597855228
"89",94.7174447174447,88.1104033970276,70.2875399361022,77.2727272727273,30.8310991957105
"90",96.4373464373464,90.0212314225053,75.8785942492013,68.1818181818182,33.5120643431635
"91",0,0.106157112526539,0,0,0
"92",0,0.106157112526539,0,0,0
"93",94.963144963145,89.171974522293,73.482428115016,72.7272727272727,26.8096514745308
"94",0,0.106157112526539,0,0,0
"95",95.3316953316953,87.4734607218684,77.4760383386581,56.8181818181818,32.171581769437
"96",0,0.106157112526539,0,0,0
"97",96.3144963144963,88.2165605095541,69.4888178913738,68.1818181818182,42.8954423592493
"98",95.0859950859951,90.7643312101911,63.0990415335463,63.6363636363636,49.597855227882
"99",95.0859950859951,89.2781316348195,72.6837060702875,70.4545454545455,41.5549597855228
"100",94.3488943488943,90.4458598726115,73.482428115016,63.6363636363636,32.171581769437
"101",95.9459459459459,86.8365180467091,67.8913738019169,65.9090909090909,38.8739946380697
"102",95.4545454545455,88.2165605095541,67.0926517571885,77.2727272727273,38.8739946380697
"103",96.9287469287469,89.0658174097665,74.2811501597444,68.1818181818182,29.4906166219839
"104",94.963144963145,91.0828025477707,69.4888178913738,65.9090909090909,28.1501340482574
"105",94.963144963145,88.9596602972399,63.8977635782748,72.7272727272727,40.2144772117963
"106",94.963144963145,89.9150743099788,72.6837060702875,70.4545454545455,25.4691689008043
"107",95.7002457002457,90.9766454352442,71.0862619808307,54.5454545454545,34.8525469168901
"108",96.8058968058968,90.4458598726115,75.0798722044728,50,45.5764075067024
"109",96.5601965601966,90.4458598726115,68.6900958466454,77.2727272727273,32.171581769437
"110",95.8230958230958,89.3842887473461,69.4888178913738,79.5454545454545,33.5120643431635
"111",0,0.106157112526539,0,0,0
"112",94.3488943488943,89.4904458598726,67.0926517571885,65.9090909090909,42.8954423592493
"113",0,0.106157112526539,0,0,0
"114",0,0.212314225053079,0,0,0
"115",94.7174447174447,87.4734607218684,70.2875399361022,75,36.1930294906166
"116",94.963144963145,89.0658174097665,71.8849840255591,61.3636363636364,29.4906166219839
"117",93.6117936117936,88.1104033970276,65.4952076677316,65.9090909090909,26.8096514745308
"118",95.0859950859951,89.9150743099788,62.3003194888179,63.6363636363636,24.1286863270778
"119",95.2088452088452,88.8535031847134,71.8849840255591,70.4545454545455,41.5549597855228
"120",95.9459459459459,90.8704883227176,63.8977635782748,68.1818181818182,36.1930294906166
"121",0,0.106157112526539,0,0,0
"122",94.8402948402948,88.9596602972399,65.4952076677316,75,29.4906166219839
"123",95.2088452088452,86.7303609341826,70.2875399361022,63.6363636363636,29.4906166219839
"124",95.5773955773956,90.4458598726115,68.6900958466454,68.1818181818182,37.5335120643432
"125",97.051597051597,89.8089171974522,71.0862619808307,50,45.5764075067024
"126",95.3316953316953,89.171974522293,68.6900958466454,70.4545454545455,37.5335120643432
"127",0,0.106157112526539,0,0,0
"128",0,0.106157112526539,0,0,0
"129",95.4545454545455,90.9766454352442,64.6964856230032,79.5454545454545,32.171581769437
"130",96.1916461916462,89.3842887473461,67.0926517571885,72.7272727272727,37.5335120643432
"131",93.1203931203931,89.4904458598726,77.4760383386581,72.7272727272727,33.5120643431635
"132",93.3660933660934,89.3842887473461,71.0862619808307,68.1818181818182,41.5549597855228
"133",94.7174447174447,89.4904458598726,62.3003194888179,72.7272727272727,38.8739946380697
"134",96.0687960687961,88.8535031847134,67.8913738019169,63.6363636363636,28.1501340482574
"135",96.1916461916462,90.7643312101911,67.8913738019169,56.8181818181818,32.171581769437
"136",93.2432432432432,90.0212314225053,66.2939297124601,56.8181818181818,36.1930294906166
"137",96.0687960687961,88.2165605095541,67.0926517571885,68.1818181818182,36.1930294906166
"138",0,0.106157112526539,0,0,0
"139",96.4373464373464,88.9596602972399,69.4888178913738,90.9090909090909,40.2144772117963
"140",95.4545454545455,90.4458598726115,68.6900958466454,54.5454545454545,28.1501340482574
"141",95.0859950859951,87.6857749469214,71.8849840255591,75,48.2573726541555
"142",95.2088452088452,89.5966029723992,69.4888178913738,77.2727272727273,30.8310991957105
"143",94.963144963145,88.4288747346072,71.8849840255591,68.1818181818182,30.8310991957105
"144",94.5945945945946,89.9150743099788,68.6900958466454,77.2727272727273,38.8739946380697
"145",95.3316953316953,91.1889596602972,65.4952076677316,61.3636363636364,33.5120643431635
"146",95.4545454545455,90.3397027600849,75.0798722044728,63.6363636363636,26.8096514745308
"147",96.0687960687961,88.4288747346072,62.3003194888179,65.9090909090909,32.171581769437
"148",96.3144963144963,90.2335456475584,63.8977635782748,72.7272727272727,30.8310991957105
"149",96.4373464373464,89.171974522293,71.0862619808307,72.7272727272727,45.5764075067024
"150",96.1916461916462,89.2781316348195,75.8785942492013,63.6363636363636,37.5335120643432
"151",95.3316953316953,88.0042462845011,67.8913738019169,75,36.1930294906166
"152",95.8230958230958,88.7473460721868,73.482428115016,70.4545454545455,38.8739946380697
"153",96.1916461916462,90.6581740976645,70.2875399361022,65.9090909090909,36.1930294906166
"154",95.8230958230958,90.1273885350319,75.8785942492013,72.7272727272727,42.8954423592493
"155",95.3316953316953,90.2335456475584,70.2875399361022,63.6363636363636,38.8739946380697
"156",95.2088452088452,92.1443736730361,76.6773162939297,70.4545454545455,44.2359249329759
"157",96.1916461916462,90.8704883227176,72.6837060702875,86.3636363636364,28.1501340482574
"158",94.1031941031941,87.5796178343949,64.6964856230032,65.9090909090909,20.1072386058981
"159",95.4545454545455,89.171974522293,72.6837060702875,68.1818181818182,34.8525469168901
"160",0,0.106157112526539,0,0,0
"161",95.7002457002457,89.9150743099788,69.4888178913738,72.7272727272727,28.1501340482574
"162",95.8230958230958,91.5074309978769,69.4888178913738,70.4545454545455,33.5120643431635
