"time" "age1_orange.S" "age2_no_comorbid_orange.S" "age2_comorbid_orange.S" "age3_no_comorbid_green.S" "age3_comorbid_green.S" "age1_orange.E" "age2_no_comorbid_orange.E" "age2_comorbid_orange.E" "age3_no_comorbid_green.E" "age3_comorbid_green.E" "age1_orange.P" "age2_no_comorbid_orange.P" "age2_comorbid_orange.P" "age3_no_comorbid_green.P" "age3_comorbid_green.P" "age1_orange.A" "age2_no_comorbid_orange.A" "age2_comorbid_orange.A" "age3_no_comorbid_green.A" "age3_comorbid_green.A" "age1_orange.I" "age2_no_comorbid_orange.I" "age2_comorbid_orange.I" "age3_no_comorbid_green.I" "age3_comorbid_green.I" "age1_orange.H" "age2_no_comorbid_orange.H" "age2_comorbid_orange.H" "age3_no_comorbid_green.H" "age3_comorbid_green.H" "age1_orange.R" "age2_no_comorbid_orange.R" "age2_comorbid_orange.R" "age3_no_comorbid_green.R" "age3_comorbid_green.R" "age1_orange.D" "age2_no_comorbid_orange.D" "age2_comorbid_orange.D" "age3_no_comorbid_green.D" "age3_comorbid_green.D"
0 814 941 125.2 44 74.6 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1 813.944293874131 940.961366349032 125.194859794791 43.9999935933449 74.5999891378075 0.04603542936166 0.593476596148875 0.00424785960381996 5.27749747608109e-06 8.94775708444658e-06 0.00890378338274876 0.375447636456991 0.000821580314272322 1.0386762210201e-06 1.76102832018408e-06 0.000158207702680742 0.0140837279747851 1.45982826758492e-05 1.86614373829736e-08 3.16396188356779e-08 0.000586339774405123 0.0521933811515244 5.40917575782769e-05 6.9155845540555e-08 1.17208043358357e-07 1.03703139432217e-06 0.000163788402403989 2.97482767667114e-07 3.5232172724898e-10 1.45212527062168e-09 2.11632577384159e-05 0.00319787012303803 1.59030588788223e-06 2.14696576874318e-09 2.1429452932547e-09 1.65358308475457e-07 7.06507103925412e-05 1.87461494299776e-07 1.64808254064731e-10 9.64331993212796e-10
2 813.803138985469 940.863467015498 125.181834293667 43.9999783845958 74.5999633520646 0.135738371182695 0.409480344427769 0.0125255952334503 1.47755233470829e-05 2.50512282202815e-05 0.0516546779304215 0.511014429203356 0.00476646042964885 5.76359635280392e-06 9.77191563452665e-06 0.00189256125053923 0.0412854206538563 0.000174634990788835 2.14974131363021e-07 3.64478868174577e-07 0.00701460257041394 0.153003431568222 0.000646987100863699 7.96639370983164e-07 1.34965979944027e-06 2.52010242514636e-05 0.000988786481671065 7.2279365550076e-06 8.28539783610583e-09 3.41383633138558e-08 0.000530652215545952 0.0202637955515538 3.98708560509212e-05 5.2117717702071e-08 5.20114425754001e-08 4.94835757177257e-06 0.000496776615376635 4.92978593245489e-06 4.26791179051841e-09 2.45030245355856e-08
3 813.593562172833 940.718100463906 125.162493281701 43.9999563856648 74.5999260538771 0.237870301809452 0.342065315922688 0.0219515270028558 2.52612363505899e-05 4.28292779944092e-05 0.130709529194435 0.55174625224415 0.0120617787547146 1.41656901350285e-05 2.40172837289346e-05 0.00732237070341441 0.0698884911005802 0.00067568541357307 8.08791827607703e-07 1.37126978044397e-06 0.0271416970364019 0.259010321410227 0.00250289343259256 2.99711817390568e-06 5.07570362827902e-06 0.000147644576920798 0.00255756733067164 4.23390414240662e-05 4.72907148262827e-08 1.9478985490298e-07 0.00321146437077829 0.0551463039138585 0.000241267174063556 3.07446142693861e-07 3.06767262903679e-07 3.48194759315442e-05 0.00148528417188131 3.12274793692599e-05 2.67618538571209e-08 1.51030609416763e-07
4 813.31546960893 940.52518692317 125.136826145357 43.9999268536564 74.5998759836991 0.347490857336991 0.340481064509822 0.032070722214068 3.69291762775582e-05 6.26117397796781e-05 0.240339743498324 0.566510214505072 0.0221796760454734 2.57069183029192e-05 4.35849114863131e-05 0.0180824810746009 0.0961863096952335 0.0016686567409956 1.96190811352787e-06 3.32632602884497e-06 0.067030987484695 0.356477121562281 0.00618013526196067 7.27004928421509e-06 1.23072272681744e-05 0.000487577949633671 0.00472167206590848 0.00013979681774559 1.53216962605107e-07 6.3089557831312e-07 0.0109634111272971 0.107292580395576 0.000823556340797952 1.03016378147382e-06 1.02771571758995e-06 0.000135332598386779 0.00314411409599229 0.000111311222000034 9.49109316405684e-08 5.27484972538916e-07
5 812.959221776038 940.278018303839 125.103940373688 43.9998877540688 74.5998096921257 0.468914831456676 0.38115134872062 0.0432826906040866 5.08414599548097e-05 8.61993843779273e-05 0.376758228260157 0.588035496946482 0.0347717980875861 4.0370720316507e-05 6.8446721263896e-05 0.0352647464070043 0.120026130201972 0.00325440305896942 3.79568702303489e-06 6.43541481632734e-06 0.130734496202023 0.444837025089885 0.0120513713997803 1.40650386787427e-05 2.38012440481164e-05 0.00118439844233179 0.00730625210472058 0.000339534928403148 3.67701054001965e-07 1.51358617393884e-06 0.0275410927395141 0.175095165233495 0.00206864117657005 2.55711450791384e-06 2.55061651010082e-06 0.000380430455083608 0.00553027786407427 0.00029118705638792 2.48209660119952e-07 1.36090706325474e-06
6 812.508482686011 939.965228513327 125.062323708681 43.999836210873 74.5997223029801 0.609600592353101 0.454339748341944 0.0562778422847611 6.82274578193837e-05 0.000115676553484682 0.54029752480128 0.632387329045525 0.0498704967209443 5.87238707167215e-05 9.95636535333506e-05 0.0597065885346312 0.142744661623221 0.00551037381632718 6.43378678526346e-06 1.09081930495603e-05 0.221361676168306 0.529043171743144 0.0204024639982676 2.38401791540646e-05 4.03286443908619e-05 0.00238260094751013 0.0101869011508156 0.000682930791690291 7.35705481687741e-07 3.02748282058408e-06 0.0572954777974025 0.257387042655326 0.0043031429482487 5.28974174190798e-06 5.27545955034386e-06 0.000872853386660739 0.00868263211301834 0.000629040759058222 5.38385327744881e-07 2.91703308419249e-06
7 811.940871796408 939.571236916859 125.009903147705 43.9997685460885 74.5996075804136 0.778330632275318 0.557782611353781 0.0718701295644558 9.03896142031632e-05 0.000153251482262636 0.73525316380118 0.708527993908258 0.0678747583084833 8.18017701501698e-05 0.000138691183027333 0.0922869424536097 0.166256705353684 0.00851796000058315 1.00352924909218e-05 1.70143822686992e-05 0.342175991848243 0.616191352416747 0.0315338501747072 3.71848320099938e-05 6.28822271824662e-05 0.00422809064449909 0.0133109645964387 0.00121175748930078 1.30669906313777e-06 5.37557005654755e-06 0.105109229819291 0.354048403255875 0.00789358120092319 9.70488580870736e-06 9.6772179863609e-06 0.001744152750282 0.0126450522556621 0.00119481555610967 1.03081782076347e-06 5.52752361131022e-06
8 811.227503075946 939.075915188375 124.94400061805 43.9996801410193 74.5994576936373 0.985010199806928 0.693685988150759 0.0909792611222912 0.000118781128754821 0.000201388004661583 0.969359271625901 0.823082887710326 0.0895024178491145 0.000111033020574712 0.000188251439428944 0.134155303683641 0.192698602509815 0.0123836933499403 1.48169733760902e-05 2.5121504860371e-05 0.497443911031108 0.71419867709531 0.0458390711338715 5.490209821818e-05 9.28161264544577e-05 0.00687281572477814 0.0166972037407952 0.00196952569214313 2.13793171753598e-06 8.79268533068923e-06 0.176499522131745 0.46623774131607 0.0132541666881866 1.63803946356802e-05 1.63313759928271e-05 0.00315590005009636 0.0174837111013805 0.00207124611491193 1.80743337448908e-06 9.60522592118587e-06
9 810.331856874799 938.453783767104 124.861226065506 43.99956520091 74.5992628179065 1.24105284960637 0.867390885324166 0.114667518638833 0.000155121650465048 0.000263001707379376 1.25348397274896 0.982793960263912 0.115762987868282 0.000148235263629719 0.00025132615151766 0.186902860952148 0.224338205360642 0.017255141325349 2.10701193558964e-05 3.57234296352244e-05 0.693069478946976 0.831469919649563 0.0638636047141126 7.80711967769555e-05 0.000131951030547163 0.0104844542503356 0.020429235625547 0.00300427924602581 3.29877953683899e-06 1.3563396726111e-05 0.277846526112024 0.59649297366676 0.0208640737301281 2.60310642120441e-05 2.59497464019692e-05 0.00530298258483797 0.0233010530057304 0.00335632897102006 2.97101599414707e-06 1.56666312427321e-05
