"","age1_orange.A","age2_no_comorbid_orange.A","age2_comorbid_orange.A","age3_no_comorbid_green.A","age3_comorbid_green.A"
"121",75,79,79,189,189
"122",48,51,51,113,113
"123",53,56,56,116,116
"124",50,53,53,113,113
"125",69,73,73,177,177
"126",81,86,86,196,196
"127",41,43,43,86,86
"128",63,67,67,149,149
"129",49,52,52,107,107
"130",57,60,60,141,141
"131",55,58,58,132,132
"132",69,73,73,165,165
"133",41,43,43,90,90
"134",87,92,92,201,201
"135",44,47,47,100,100
"136",82,87,87,265,265
"137",62,66,66,161,161
"138",51,54,54,132,132
"139",57,61,61,136,136
"140",74,78,78,186,186
"141",44,47,47,94,94
"142",67,71,71,171,171
"143",59,62,62,160,160
"144",42,45,45,94,94
"145",52,55,55,122,122
"146",45,48,48,95,95
"147",61,65,65,133,133
"148",66,69,69,154,154
"149",57,61,61,121,121
"150",71,75,75,175,175
"151",59,63,63,138,138
"152",72,76,76,172,172
"153",44,46,46,98,98
"154",54,58,58,117,117
"155",35,37,37,76,76
"156",72,76,76,174,174
"157",54,58,58,118,118
"158",55,58,58,125,125
"159",42,45,45,91,91
"160",75,79,79,185,185
"161",54,57,57,114,114
"162",76,80,80,180,180
"163",54,57,57,125,125
"164",78,82,82,199,199
"165",59,62,62,139,139
"166",57,60,60,137,137
"167",51,54,54,117,117
"168",60,64,64,144,144
"169",49,52,52,107,107
"170",51,54,54,113,113
"171",64,67,67,151,151
"172",54,57,57,120,120
"173",46,48,48,99,99
"174",48,51,51,104,104
"175",43,46,46,91,91
"176",53,56,56,110,110
"177",55,58,58,126,126
"178",65,69,69,152,152
"179",53,56,56,115,115
"180",63,66,66,150,150
"181",119,123,123,366,366
"182",52,55,55,114,114
"183",51,54,54,111,111
"184",52,55,55,113,113
"185",44,46,46,89,89
"186",46,49,49,104,104
"187",87,92,92,245,245
"188",67,70,70,171,171
"189",45,47,47,103,103
"190",71,75,75,180,180
"191",49,52,52,121,121
"192",42,44,44,90,90
"193",55,58,58,119,119
"194",42,45,45,94,94
"195",78,82,82,210,210
"196",64,68,68,153,153
"197",58,62,62,129,129
"198",54,57,57,124,124
"199",52,55,55,107,107
"200",53,56,56,121,121
"201",44,47,47,100,100
"202",72,76,76,188,188
"203",59,63,63,144,144
"204",71,75,75,191,191
"205",57,60,60,127,127
"206",45,48,48,97,97
"207",70,73,73,166,166
"208",56,59,59,115,115
"209",38,41,41,83,83
"210",50,53,53,124,124
"211",43,46,46,92,92
"212",56,59,59,125,125
"213",56,60,60,124,124
"214",35,37,37,80,80
"215",72,76,76,177,177
"216",56,59,59,130,130
"217",65,68,68,144,144
"218",54,57,57,144,144
"219",61,65,65,137,137
"220",58,61,61,139,139
"221",53,56,56,115,115
"222",48,51,51,115,115
"223",54,57,57,122,122
"224",53,56,56,115,115
"225",63,66,66,146,146
"226",46,49,49,104,104
"227",44,47,47,97,97
"228",36,39,39,73,73
"229",74,78,78,197,197
"230",50,53,53,105,105
"231",57,60,60,131,131
"232",43,45,45,96,96
"233",55,58,58,116,116
"234",62,65,65,150,150
"235",67,71,71,166,166
"236",52,55,55,118,118
"237",81,85,85,214,214
"238",49,52,52,103,103
"239",58,61,61,132,132
"240",54,57,57,130,130
"241",55,58,58,126,126
"242",60,63,63,137,137
"243",57,61,61,122,122
"244",49,52,52,104,104
"245",42,45,45,96,96
"246",64,67,67,160,160
"247",49,52,52,108,108
"248",75,79,79,169,169
"249",50,53,53,116,116
"250",54,58,58,117,117
"251",63,67,67,155,155
"252",51,54,54,121,121
"253",47,50,50,112,112
"254",63,67,67,140,140
"255",47,49,49,103,103
"256",55,58,58,121,121
"257",43,46,46,99,99
"258",50,53,53,115,115
"259",60,64,64,157,157
"260",54,58,58,121,121
"261",50,53,53,113,113
"262",66,69,69,147,147
"263",53,56,56,118,118
"264",76,80,80,171,171
"265",42,44,44,97,97
"266",67,70,70,183,183
"267",52,56,56,116,116
"268",57,60,60,143,143
"269",37,39,39,79,79
"270",73,77,77,176,176
"271",66,70,70,162,162
"272",70,74,74,178,178
"273",48,51,51,108,108
"274",43,46,46,94,94
"275",40,43,43,88,88
"276",41,43,43,91,91
"277",83,88,88,222,222
"278",74,78,78,182,182
"279",57,60,60,124,124
"280",51,55,55,114,114
"281",57,60,60,145,145
"282",71,75,75,252,252
"283",57,60,60,124,124
"284",50,53,53,108,108
"285",45,48,48,101,101
"286",59,63,63,145,145
"287",52,55,55,128,128
"288",48,51,51,104,104
"289",64,68,68,148,148
"290",61,64,64,145,145
"291",58,61,61,130,130
"292",51,54,54,104,104
"293",50,53,53,104,104
"294",62,65,65,170,170
"295",49,52,52,109,109
"296",81,85,85,196,196
"297",53,56,56,124,124
"298",79,83,83,213,213
"299",48,51,51,111,111
"300",51,54,54,109,109
"301",47,50,50,100,100
"302",46,48,48,105,105
"303",49,52,52,107,107
"304",58,61,61,128,128
"305",66,70,70,161,161
"306",48,50,50,113,113
"307",107,112,112,329,329
"308",63,67,67,165,165
"309",49,52,52,119,119
"310",46,49,49,112,112
"311",66,69,69,155,155
"312",56,60,60,149,149
"313",60,63,63,139,139
"314",59,62,62,138,138
"315",68,72,72,151,151
"316",64,68,68,153,153
"317",57,60,60,124,124
"318",50,53,53,112,112
"319",53,56,56,127,127
"320",50,53,53,121,121
"321",42,44,44,95,95
"322",48,51,51,109,109
"323",62,66,66,141,141
"324",50,53,53,111,111
"325",64,68,68,157,157
"326",37,39,39,84,84
"327",49,52,52,109,109
"328",87,92,92,259,259
"329",75,79,79,187,187
"330",63,67,67,146,146
"331",68,72,72,162,162
"332",53,56,56,122,122
"333",61,65,65,138,138
"334",82,87,87,201,201
"335",64,68,68,163,163
"336",52,56,56,113,113
"337",54,58,58,119,119
"338",61,65,65,160,160
"339",58,61,61,133,133
"340",39,41,41,80,80
"341",42,45,45,93,93
"342",52,55,55,125,125
"343",69,73,73,158,158
"344",77,81,81,193,193
"345",64,67,67,158,158
"346",44,47,47,89,89
"347",48,51,51,108,108
"348",51,54,54,113,113
"349",54,57,57,118,118
"350",78,82,82,133,133
"351",58,62,62,150,150
"352",43,46,46,93,93
"353",46,48,48,98,98
"354",52,55,55,111,111
"355",51,54,54,117,117
"356",37,39,39,82,82
"357",52,55,55,110,110
"358",46,49,49,96,96
"359",48,51,51,113,113
"360",56,59,59,140,140
"361",55,59,59,128,128
"362",53,57,57,114,114
"363",64,67,67,158,158
"364",51,54,54,120,120
"365",66,70,70,141,141
"366",54,57,57,122,122
"367",43,46,46,106,106
"368",55,58,58,126,126
"369",46,49,49,102,102
"370",72,76,76,170,170
"371",50,53,53,109,109
"372",33,35,35,75,75
"373",41,44,44,95,95
"374",64,68,68,174,174
"375",54,57,57,121,121
"376",61,65,65,142,142
"377",52,55,55,110,110
"378",76,80,80,225,225
"379",88,92,92,235,235
"380",51,54,54,109,109
"381",54,57,57,118,118
"382",44,46,46,92,92
"383",72,76,76,164,164
"384",42,44,44,99,99
"385",40,42,42,95,95
"386",64,68,68,161,161
"387",56,59,59,121,121
"388",54,57,57,131,131
"389",55,58,58,120,120
"390",51,54,54,118,118
"391",60,63,63,135,135
"392",83,88,88,261,261
"393",53,56,56,134,134
"394",54,57,57,128,128
"395",57,60,60,137,137
"396",47,50,50,109,109
"397",60,64,64,156,156
"398",56,60,60,129,129
"399",86,90,90,238,238
"400",75,79,79,243,243
"401",57,61,61,135,135
"402",103,108,108,290,290
"403",74,78,78,157,157
"404",64,68,68,162,162
"405",34,36,36,74,74
"406",73,78,78,181,181
"407",61,64,64,147,147
"408",54,58,58,133,133
"409",56,60,60,121,121
"410",69,73,73,164,164
"411",53,56,56,122,122
"412",62,65,65,138,138
"413",59,62,62,155,155
"414",54,58,58,134,134
"415",91,96,96,290,290
"416",50,53,53,107,107
"417",80,85,85,196,196
"418",41,43,43,85,85
"419",49,52,52,101,101
"420",44,46,46,98,98
"421",59,63,63,135,135
"422",52,55,55,111,111
"423",75,80,80,173,173
"424",50,54,54,110,110
"425",46,49,49,101,101
"426",75,80,80,177,177
"427",36,39,39,79,79
"428",51,54,54,107,107
"429",49,52,52,104,104
"430",51,54,54,120,120
"431",60,63,63,169,169
"432",59,62,62,129,129
"433",105,110,110,303,303
"434",67,71,71,151,151
"435",48,51,51,113,113
"436",78,83,83,187,187
"437",39,42,42,84,84
"438",55,58,58,129,129
"439",44,47,47,92,92
"440",91,96,96,221,221
"441",40,43,43,88,88
"442",67,70,70,148,148
"443",42,45,45,86,86
"444",60,63,63,157,157
"445",48,51,51,107,107
"446",44,46,46,96,96
"447",37,39,39,78,78
"448",73,77,77,177,177
"449",63,66,66,149,149
"450",86,91,91,222,222
"451",55,58,58,123,123
"452",52,55,55,115,115
"453",54,57,57,120,120
"454",56,60,60,130,130
"455",47,50,50,100,100
"456",74,78,78,177,177
"457",41,43,43,89,89
"458",49,52,52,110,110
"459",42,45,45,95,95
"460",37,39,39,78,78
"461",56,60,60,124,124
"462",53,56,56,124,124
"463",56,59,59,138,138
"464",72,76,76,209,209
"465",68,72,72,195,195
"466",68,72,72,168,168
"467",45,47,47,92,92
"468",45,48,48,97,97
"469",53,56,56,118,118
"470",35,37,37,76,76
"471",44,47,47,99,99
"472",59,62,62,142,142
"473",42,45,45,89,89
"474",69,73,73,165,165
"475",59,62,62,133,133
"476",53,56,56,112,112
"477",44,47,47,94,94
"478",44,47,47,97,97
"479",47,50,50,109,109
"480",51,54,54,119,119
"481",55,58,58,117,117
"482",53,57,57,115,115
"483",63,67,67,175,175
"484",39,42,42,89,89
"485",46,49,49,102,102
"486",53,56,56,130,130
"487",59,63,63,131,131
"488",41,43,43,86,86
"489",45,48,48,100,100
"490",55,58,58,118,118
"491",40,42,42,85,85
"492",51,54,54,115,115
"493",44,47,47,96,96
"494",48,51,51,109,109
"495",50,53,53,112,112
"496",52,55,55,116,116
"497",39,41,41,83,83
"498",64,68,68,154,154
"499",64,67,67,166,166
"500",47,50,50,98,98
