"","age1_orange.A","age2_no_comorbid_orange.A","age2_comorbid_orange.A","age3_no_comorbid_green.A","age3_comorbid_green.A"
"1",3.09453353634332,2.70740711074451,2.71025783099943,1.42938915968246,1.42938915968245
"2",3.96687461119639,3.42274763500533,3.4263751950867,1.80305551345958,1.80305551345958
"3",3.70352433461578,3.18177494353637,3.18515055102823,1.48191495308197,1.48191495308198
"4",3.84501226136809,3.2449665447409,3.24840976729976,1.00127188287555,1.00127188287554
"5",4.77119910371835,4.29226459607331,4.29672513286474,2.81091284267978,2.81091284267978
"6",2.9226080103581,2.44665703939011,2.44925302916392,0.604512742075898,0.604512742075904
"7",3.46134246621619,2.99334465575749,2.99651043389803,1.68151404207079,1.68151404207079
"8",3.16962773411517,2.72099133222173,2.72387099501134,1.32275757161657,1.32275757161657
"9",2.54084969640842,2.0877708228817,2.08998875995415,0.727385195053874,0.727385195053871
"10",4.75804638624666,4.16256023973283,4.16693214540812,1.97623424575274,1.97623424575274
"11",3.27791032883262,2.91488400499599,2.91795982932406,1.87141395996966,1.87141395996966
"12",4.86276301700643,4.30621017500586,4.31073735718253,2.5266696677238,2.52666966772381
"13",3.8439543202611,3.2545485425125,3.25800296673019,1.64446481748231,1.64446481748231
"14",2.90195974037935,2.38476859538883,2.38730021168942,1.26952449674959,1.26952449674959
"15",3.79825319525988,3.26900863407764,3.27246547005107,1.72426491571197,1.72426491571197
"16",4.60388271061512,3.9302446201147,3.93440427948557,1.96937179711131,1.96937179711131
"17",2.83308505187963,2.42457582646832,2.42714975578556,1.14053461610499,1.14053461610499
"18",4.1927536809824,3.61395980196687,3.61778489916831,2.10509783933753,2.10509783933752
"19",4.19858268870866,3.62027074261787,3.62407500756773,1.88005444111265,1.88005444111265
"20",3.82322124873556,3.37583991451976,3.37938758414778,1.92029506208248,1.92029506208248
"21",3.30991623806396,2.8525150533753,2.85552522555736,1.64581644949469,1.64581644949469
"22",4.25553405080614,3.67205711067928,3.67594907790946,1.9922231273551,1.9922231273551
"23",3.26620433782113,2.76561816616706,2.76854744580627,1.38027287916378,1.38027287916378
"24",3.6126878769446,3.0766323362647,3.07989382400149,1.42365613205584,1.42365613205584
"25",3.98474253826943,3.43184410929938,3.43548390025039,1.95680893866788,1.95680893866788
"26",2.21790168516051,1.75198491649971,1.75384659366947,0.165187476510682,0.165187476510682
"27",5.38381463316314,4.74706088635615,4.75204148977245,2.79442137028499,2.79442137028499
"28",2.6613096005753,2.30129005821575,2.30373170185601,1.21717757817548,1.21717757817548
"29",3.57566073013662,3.06168354821265,3.06493322455961,1.47409601783013,1.47409601783013
"30",2.9559552713306,2.51182093116376,2.51448353575859,1.18043752454049,1.18043752454048
"31",4.10158405939285,3.60019238094577,3.60399062152825,2.29355791336769,2.29355791336768
"32",2.6430850523011,2.1859895781495,2.18831216874521,0.906555398623201,0.906555398623204
"33",5.47050135282959,4.82716997103801,4.83212343078508,2.70247584782235,2.70247584782234
"34",4.34011922498362,3.84258605064898,3.84662047956796,2.16214679823329,2.16214679823329
"35",4.04370641304276,3.45406466280124,3.45772741836087,1.59169379283623,1.59169379283623
"36",2.66146850407499,2.26006932796144,2.26246931271659,1.34272610958676,1.34272610958676
"37",2.76169204538451,2.27672362542411,2.279141627722,1.04130836259117,1.04130836259117
"38",2.85225408128707,2.47074697342661,2.47336007069301,1.1631319695956,1.1631319695956
"39",3.58059586051447,2.97014948433455,2.97330426594712,1.31172704499624,1.31172704499623
"40",4.31581480286244,3.79930509284566,3.80331794744535,2.06971449183885,2.06971449183885
"41",4.2340034559191,3.64532096621634,3.6491877649758,1.95543724283412,1.95543724283412
"42",3.73887032974819,3.11108020606378,3.11437529797891,1.48744438313706,1.48744438313706
"43",2.89883064914416,2.54831205110042,2.55098268354424,1.35047747286705,1.35047747286705
"44",3.87403779864765,3.32665882047386,3.33018046647305,1.81820069187861,1.81820069187861
"45",4.99680101568537,4.34365718127497,4.3482268257497,2.4851810258117,2.48518102581171
"46",5.11699823855231,4.49954511470456,4.50426268519923,2.48388697910554,2.48388697910554
"47",4.32731826049748,3.70074295607378,3.70465394381522,1.67343521341728,1.67343521341728
"48",4.22390430930991,3.60823533505297,3.6120644849232,1.63785983659044,1.63785983659044
"49",2.09115872411232,1.79942343396958,1.80133270070517,0.904668588364378,0.904668588364379
"50",3.12197655972087,2.64775030889335,2.65056198547127,1.38128327825755,1.38128327825768
