"time" "age1_orange.S" "age2_no_comorbid_orange.S" "age2_comorbid_orange.S" "age3_no_comorbid_green.S" "age3_comorbid_green.S" "age1_orange.E" "age2_no_comorbid_orange.E" "age2_comorbid_orange.E" "age3_no_comorbid_green.E" "age3_comorbid_green.E" "age1_orange.P" "age2_no_comorbid_orange.P" "age2_comorbid_orange.P" "age3_no_comorbid_green.P" "age3_comorbid_green.P" "age1_orange.A" "age2_no_comorbid_orange.A" "age2_comorbid_orange.A" "age3_no_comorbid_green.A" "age3_comorbid_green.A" "age1_orange.I" "age2_no_comorbid_orange.I" "age2_comorbid_orange.I" "age3_no_comorbid_green.I" "age3_comorbid_green.I" "age1_orange.H" "age2_no_comorbid_orange.H" "age2_comorbid_orange.H" "age3_no_comorbid_green.H" "age3_comorbid_green.H" "age1_orange.R" "age2_no_comorbid_orange.R" "age2_comorbid_orange.R" "age3_no_comorbid_green.R" "age3_comorbid_green.R" "age1_orange.D" "age2_no_comorbid_orange.D" "age2_comorbid_orange.D" "age3_no_comorbid_green.D" "age3_comorbid_green.D"
0 814 941 125.2 44 74.6 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1 813.978824225681 940.985314172939 125.19804605149 43.9999977428088 74.599996173035 0.0192002484095286 0.758484316077501 0.00177166151504959 2.03928439146539e-06 3.4575139909845e-06 0.00172703971343898 0.195128316990836 0.000159358540117958 1.89925258628959e-07 3.22009643039098e-07 2.61397016307471e-05 0.00629133837543087 2.41197697316538e-06 2.94222728784078e-09 4.98841262893005e-09 0.000215044653887108 0.051743603706951 1.98302384400772e-05 2.41883909561939e-08 4.09571014680696e-08 4.42350682186407e-07 0.000177111320376626 1.2684683446793e-07 1.44210421682497e-10 5.93900583836455e-10 6.74182073985098e-06 0.00276528770495723 4.9017431033626e-07 6.41546486483917e-10 5.64290163936916e-10 1.17668697255237e-07 9.58528847229991e-05 6.92183797181179e-08 6.51437737296237e-11 3.3768860691856e-10
2 813.922312881902 940.946121666583 125.192831490602 43.9999926565327 74.5999875494849 0.0639187461972483 0.599605739090458 0.00589805399025726 5.96695486742922e-06 1.0116700752505e-05 0.0105582647412384 0.26437057412512 0.000974248749640873 1.04420392687145e-06 1.77040029419568e-06 0.000327426811496972 0.018503708579151 3.02127036520924e-05 3.38349676919577e-08 5.73656497686374e-08 0.00269230009688446 0.152061523244555 0.000248110021650115 2.77816018207781e-07 4.69768411861465e-07 9.8187308810415e-06 0.000883436026052432 2.81401651527311e-06 2.96599786447625e-09 1.22004615860021e-08 0.000175779550357442 0.0175996279558875 1.27748215632811e-05 1.55755297119302e-08 1.36906500678173e-08 4.78197023698308e-06 0.000853724395788362 2.29509503137957e-06 2.1160232528561e-09 1.03888458066113e-08
3 813.838232542059 940.887807124676 125.1850727439 43.9999860757628 74.5999763920887 0.12099656694205 0.497691064687818 0.0111651326150535 1.01724265766402e-05 1.72468868776673e-05 0.0275379142179817 0.275949785867273 0.00254106273129072 2.48092859943287e-06 4.20630167085664e-06 0.00130678897934025 0.0310539528888745 0.000120582812907941 1.2502341924537e-07 2.11971524447833e-07 0.0107396427593994 0.25497759936857 0.000989068635465136 1.02522254845362e-06 1.73109861260107e-06 5.25597558449647e-05 0.00191011175950148 1.50546599082968e-05 1.47737163647245e-08 6.06939531459543e-08 0.00109555018720225 0.0478024785323212 7.958487078441e-05 9.09612318724522e-08 7.98981578992998e-08 3.84350993346501e-05 0.00280788221956691 1.67697750740038e-05 1.49011160102049e-08 7.10604697058336e-08
4 813.731334285458 940.813663567126 125.175207947507 43.9999784294932 74.5999634281862 0.183223445896686 0.435409677362899 0.0169077458432774 1.42259047957435e-05 2.41193749491469e-05 0.0510692330123943 0.264714054093989 0.00471252254869739 4.25196117593048e-06 7.20900690282758e-06 0.0032823513491691 0.0418189344686311 0.00030288051679877 2.93448341879199e-07 4.97528325095188e-07 0.0269612888327087 0.343057098392952 0.00248136068871941 2.40313195624948e-06 4.05174152593765e-06 0.000158524277853127 0.00297715310547726 4.53786254383786e-05 4.17131913645895e-08 1.71140014794574e-07 0.00381273068282782 0.0922340079920283 0.000276851056835276 2.98645608299611e-07 2.62139408214578e-07 0.000158140490625648 0.0061255074578232 6.53132131128816e-05 5.57017183103302e-08 2.60882655078446e-07
5 813.604129582461 940.725430584344 125.163468553836 43.9999697359705 74.5999486887137 0.247151448752516 0.401182407726857 0.022807887154027 1.81557737358087e-05 3.07822891066212e-05 0.0790900298968112 0.247709924031517 0.00729841248331581 6.18140949955511e-06 1.04802988333366e-05 0.00642285654452816 0.0503197754997978 0.000592683117633876 5.4176179607589e-07 9.18532499710486e-07 0.0527293883878132 0.412412791903649 0.00484968670126378 4.43064089757591e-06 7.45906803308818e-06 0.000351505228152176 0.00392379970644944 0.000100558650191572 8.719354218438e-08 3.57244590495304e-07 0.00967331919804468 0.148308781251744 0.00070209944227049 7.19714573022841e-07 6.31294706789363e-07 0.000451869530727875 0.0107119355357895 0.000180118615066566 1.47535429407646e-07 6.82558564796065e-07
6 813.457524470899 940.623734052119 125.149937835627 43.9999598402859 74.5999319110302 0.311590524807087 0.387337649732909 0.0287558913023266 2.21299238445714e-05 3.75202799728414e-05 0.109923235047649 0.232714081071008 0.0101440566251166 8.19451322467534e-06 1.38934246945632e-05 0.0107701014823812 0.0567891200850079 0.000993857226103733 8.65517200362903e-07 1.46744507152438e-06 0.0883716487877605 0.46500750714755 0.00812245470899253 7.06886402458386e-06 1.18830141608716e-05 0.000644919648841928 0.00469469840218376 0.00018438357726854 1.51979613726743e-07 6.21814400289437e-07 0.0201468885536769 0.213363403465814 0.00146166017557263 1.43345389691337e-06 1.25647641446201e-06 0.00102821077364453 0.0163594879761462 0.000399860757258591 3.15462270122908e-07 1.44651505798775e-06
7 813.29128811902 940.508410916285 125.134594098532 43.9999485210993 74.5999127198639 0.376630577535073 0.388836567873557 0.0347602180949079 2.63296151823002e-05 4.46406657408999e-05 0.142498319843877 0.222844187021919 0.0131507508916243 1.02889375736392e-05 1.74444259771246e-05 0.0162850403410727 0.0617098150750813 0.00150281261954426 1.258952279551e-06 2.1344963648751e-06 0.133552650206738 0.504850558422737 0.0122671817233807 1.02686408136446e-05 1.72371540120691e-05 0.0010426944253036 0.00529624983578131 0.000297921956817246 2.35348103507357e-07 9.61572955047436e-07 0.0366978098429718 0.285206322387912 0.00266132075454408 2.51329753177347e-06 2.20150344660836e-06 0.00200478878510598 0.0228453830970552 0.000765695426767246 5.84109169531572e-07 2.66031761211361e-06
8 813.104374904085 940.378732357326 125.117340373153 43.9999355329318 74.5998906990162 0.443038980968447 0.402410668298249 0.0408918779255849 3.09103548986778e-05 5.24071017145765e-05 0.17630670508364 0.218998464690159 0.016271653376766 1.25015193324614e-05 2.11957577773095e-05 0.0228913309080651 0.0656014505800304 0.00211252039684192 1.71817963272323e-06 2.91309546820802e-06 0.187633022472206 0.53624045753837 0.0172237234584532 1.39966973453317e-05 2.34628564701675e-05 0.00154229376181252 0.00576279224311169 0.00044039701384884 3.3620495907454e-07 1.37178128613457e-06 0.0607134839535666 0.362272965311322 0.0044011405992992 4.02737718142873e-06 3.52542433024643e-06 0.00349927876756037 0.0299808440122561 0.00131831407588177 9.76734854161405e-07 4.42496677171812e-06
9 812.895131698161 940.233547319394 125.098023511571 43.9999206186251 74.599865412487 0.511910521016889 0.425987904851424 0.0472521474087946 3.59980496034647e-05 6.10330568276924e-05 0.211272647170491 0.221113113033183 0.0194998774529006 1.48851797025724e-05 2.5237145586634e-05 0.0305076531796496 0.0689327862676175 0.00281549544818003 2.24238303458105e-06 3.8018585086306e-06 0.249935404212207 0.563046151229498 0.0229288099108451 1.82453163937342e-05 3.05453407997788e-05 0.00213796032238659 0.00613683541218358 0.000610119399136019 4.53792223630261e-07 1.84914192857039e-06 0.0934799706152487 0.44360690543033 0.00677371696295263 6.0412414344581e-06 5.28493824152814e-06 0.00562414532185567 0.037628984381248 0.00209632184631601 1.5154125385686e-06 6.83603105837678e-06
