"","age1_orange.H","age2_no_comorbid_orange.H","age2_comorbid_orange.H","age3_no_comorbid_green.H","age3_comorbid_green.H"
"1",50,53,54,109,110
"2",68,72,72,148,148
"3",72,76,75,156,155
"4",67,70,70,161,161
"5",46,49,50,91,92
"6",64,67,67,167,167
"7",62,65,66,128,130
"8",60,64,64,132,131
"9",80,85,85,197,198
"10",49,52,51,106,105
"11",61,65,65,123,122
"12",53,56,57,108,109
"13",72,77,77,158,159
"14",72,76,77,166,167
"15",59,63,63,127,127
"16",61,64,64,131,132
"17",76,80,80,167,166
"18",65,69,70,135,135
"19",52,55,55,111,111
"20",57,61,61,115,114
"21",58,62,61,120,120
"22",65,69,69,140,141
"23",63,67,67,138,139
"24",67,71,71,151,151
"25",71,75,75,151,151
"26",89,93,93,287,287
"27",51,54,54,103,104
"28",76,80,81,166,166
"29",74,79,78,161,161
"30",63,66,67,141,142
"31",60,64,64,119,118
"32",91,96,96,219,219
"33",41,44,44,85,85
"34",51,54,54,107,107
"35",65,68,68,148,147
"36",83,88,89,178,180
"37",77,81,82,184,184
"38",59,62,62,130,129
"39",76,80,80,184,185
"40",59,63,62,121,120
"41",71,75,75,149,149
"42",63,67,67,143,143
"43",50,53,53,106,106
"44",65,69,69,138,139
"45",55,58,58,112,112
"46",51,54,54,104,104
"47",60,64,63,135,134
"48",69,73,71,156,155
"49",73,77,77,159,158
"50",85,90,90,200,200
"51",57,60,60,118,118
"52",68,72,72,155,154
"53",59,63,62,124,123
"54",76,81,80,164,163
"55",58,61,62,118,119
"56",71,75,75,153,154
"57",70,74,74,150,150
"58",45,48,48,93,95
"59",60,64,64,131,133
"60",67,71,71,145,145
"61",80,85,85,186,186
"62",62,66,66,129,129
"63",72,75,75,180,179
"64",59,62,61,140,139
"65",91,96,96,224,224
"66",58,62,61,142,141
"67",49,52,52,102,102
"68",51,54,54,102,101
"69",53,56,56,102,102
"70",75,80,80,155,156
"71",61,65,65,126,127
"72",75,79,79,161,160
"73",69,73,72,151,150
"74",53,57,57,103,104
"75",82,87,87,189,190
"76",67,71,72,139,140
"77",53,56,56,105,105
"78",64,68,68,138,138
"79",81,85,86,199,200
"80",57,61,61,119,119
"81",54,58,57,110,109
"82",49,52,53,101,102
"83",60,64,63,162,160
"84",61,65,65,120,121
"85",56,59,59,117,118
"86",71,76,76,148,148
"87",67,71,71,147,146
"88",71,75,75,157,157
"89",77,81,81,197,198
"90",90,94,94,269,269
"91",50,53,52,101,100
"92",61,64,64,130,129
"93",48,51,51,95,94
"94",87,92,91,213,212
"95",76,81,80,150,149
"96",56,59,59,115,114
"97",57,61,61,121,122
"98",67,71,71,150,150
"99",64,67,67,152,151
"100",65,69,69,145,145
"101",49,52,52,100,101
"102",72,76,76,162,161
"103",52,55,55,121,122
"104",90,94,93,305,304
"105",52,56,56,102,102
"106",60,63,64,131,133
"107",70,74,74,180,180
"108",67,71,71,154,153
"109",53,56,56,106,106
"110",122,128,127,296,294
"111",53,56,56,118,119
"112",55,59,59,113,113
"113",35,38,37,75,74
"114",65,68,68,136,135
"115",40,43,43,78,78
"116",80,85,85,164,165
"117",57,61,61,123,123
"118",49,52,52,103,103
"119",65,69,68,156,154
"120",42,45,45,83,83
"121",81,86,85,195,194
"122",50,53,53,116,116
"123",60,63,63,123,123
"124",62,65,66,128,128
"125",76,81,80,185,184
"126",92,97,97,209,209
"127",48,51,52,96,98
"128",71,75,76,158,160
"129",59,63,63,120,120
"130",62,66,65,146,146
"131",62,66,65,140,140
"132",76,80,80,171,171
"133",48,51,51,99,99
"134",100,106,106,216,217
"135",49,52,52,105,106
"136",86,90,90,268,267
"137",68,72,72,167,167
"138",54,57,56,134,133
"139",62,66,66,141,140
"140",82,87,86,196,196
"141",54,57,56,105,104
"142",77,81,81,182,182
"143",68,71,71,171,171
"144",50,53,53,104,105
"145",58,61,61,129,129
"146",52,56,56,103,104
"147",69,73,73,141,140
"148",73,77,77,162,162
"149",68,72,73,134,135
"150",79,83,83,184,184
"151",64,67,67,142,141
"152",85,89,90,188,189
"153",47,50,50,102,103
"154",59,63,63,122,123
"155",42,45,44,84,82
"156",82,87,87,186,187
"157",63,67,67,129,129
"158",64,68,68,137,139
"159",49,52,51,98,98
"160",85,89,90,196,197
"161",64,68,68,126,125
"162",86,91,92,193,195
"163",61,65,65,134,135
"164",87,91,91,209,209
"165",64,68,68,145,145
"166",67,71,71,150,150
"167",58,61,61,125,125
"168",68,72,73,154,156
"169",56,59,59,114,114
"170",59,63,63,122,123
"171",72,76,76,161,163
"172",62,66,66,130,130
"173",56,60,60,112,114
"174",55,58,58,112,112
"175",54,58,58,105,106
"176",61,65,65,120,120
"177",66,70,70,140,141
"178",72,76,76,159,159
"179",62,66,66,126,125
"180",69,73,73,157,157
"181",124,129,129,366,366
"182",60,64,65,125,126
"183",57,60,60,117,118
"184",62,66,65,124,123
"185",50,53,54,96,97
"186",57,60,60,118,118
"187",93,97,98,251,252
"188",76,80,79,182,181
"189",53,57,56,113,112
"190",73,77,77,182,181
"191",53,56,56,125,126
"192",50,53,53,100,101
"193",65,69,68,131,130
"194",51,54,55,105,107
"195",85,89,89,217,217
"196",68,71,72,157,159
"197",64,68,67,135,134
"198",60,63,63,130,129
"199",62,66,65,119,118
"200",60,63,63,129,130
"201",54,57,57,111,110
"202",79,83,84,197,198
"203",62,66,66,147,147
"204",78,82,81,199,198
"205",61,65,65,132,132
"206",55,58,58,109,108
"207",76,81,80,174,173
"208",66,70,70,127,127
"209",43,45,45,88,87
"210",54,57,56,127,126
"211",51,54,54,101,101
"212",65,69,70,136,137
"213",64,68,68,134,135
"214",42,44,44,88,88
"215",76,80,80,181,182
"216",63,67,66,137,136
"217",78,83,82,160,159
"218",60,64,63,151,150
"219",69,74,74,146,146
"220",63,66,66,145,144
"221",62,66,66,126,126
"222",50,52,52,116,115
"223",59,63,62,128,128
"224",61,65,65,125,126
"225",72,77,76,158,158
"226",53,56,56,112,112
"227",52,56,56,107,107
"228",44,47,47,82,81
"229",77,81,82,201,203
"230",54,57,57,110,111
"231",64,67,67,140,140
"232",48,51,51,102,103
"233",63,67,67,125,126
"234",69,73,73,159,160
"235",77,81,81,178,178
"236",57,61,61,124,125
"237",89,93,93,223,222
"238",56,59,59,110,109
"239",66,70,70,141,142
"240",61,64,65,138,139
"241",64,68,68,138,137
"242",67,71,70,145,144
"243",69,73,73,136,136
"244",59,63,63,117,117
"245",49,52,52,103,103
"246",70,74,74,167,167
"247",56,59,59,115,114
"248",86,91,92,183,184
"249",56,59,59,122,121
"250",66,70,70,131,132
"251",70,74,73,162,161
"252",57,60,60,128,127
"253",51,54,54,116,115
"254",72,76,77,150,151
"255",55,58,58,113,113
"256",63,67,67,130,131
"257",48,50,50,104,104
"258",57,60,60,122,122
"259",64,67,67,160,159
"260",59,62,62,126,126
"261",57,60,60,121,122
"262",78,82,83,163,163
"263",60,63,64,126,127
"264",87,92,92,184,184
"265",50,53,53,107,108
"266",72,75,75,187,186
"267",57,61,60,121,121
"268",64,67,67,150,150
"269",41,43,43,83,84
"270",81,85,85,185,184
"271",74,78,77,170,169
"272",77,81,81,186,186
"273",57,60,60,118,117
"274",49,52,51,100,98
"275",45,48,47,93,93
"276",45,48,48,96,96
"277",92,96,96,232,231
"278",79,84,84,189,190
"279",66,70,69,134,133
"280",56,60,60,119,119
"281",68,72,72,160,161
"282",73,77,76,253,251
"283",65,69,69,133,134
"284",57,61,61,117,116
"285",49,52,52,105,106
"286",65,69,69,151,151
"287",60,63,63,138,137
"288",53,56,56,109,109
"289",74,79,79,160,161
"290",65,69,69,149,149
"291",65,69,69,139,139
"292",53,56,56,107,107
"293",59,62,62,114,113
"294",69,73,73,178,178
"295",55,58,58,116,115
"296",91,97,97,209,209
"297",57,61,60,128,127
"298",84,88,88,218,218
"299",55,58,58,119,118
"300",60,64,64,120,120
"301",56,60,60,112,112
"302",50,53,52,109,108
"303",58,62,62,118,118
"304",64,68,68,135,135
"305",72,76,75,166,165
"306",56,59,59,123,124
"307",119,125,125,345,345
"308",66,70,70,168,167
"309",52,55,55,122,121
"310",56,60,59,125,124
"311",73,77,77,163,162
"312",61,64,63,153,152
"313",68,71,72,148,149
"314",69,73,73,150,150
"315",80,85,84,164,163
"316",69,73,74,159,160
"317",64,67,68,132,133
"318",54,57,57,116,117
"319",59,63,63,134,133
"320",55,58,58,125,125
"321",49,52,52,104,104
"322",52,55,55,113,113
"323",72,76,76,152,152
"324",58,62,62,121,121
"325",70,74,74,163,163
"326",43,45,45,90,89
"327",55,58,58,116,115
"328",93,97,97,264,263
"329",82,86,86,196,197
"330",72,76,77,157,159
"331",78,83,83,174,174
"332",61,65,65,132,131
"333",71,75,75,149,149
"334",88,93,93,208,209
"335",68,72,72,167,168
"336",61,65,65,123,124
"337",63,67,66,128,128
"338",64,68,67,162,161
"339",66,69,70,143,143
"340",47,49,50,89,89
"341",50,53,53,102,102
"342",59,62,62,133,133
"343",78,83,82,169,168
"344",87,92,92,205,205
"345",70,74,74,165,166
"346",53,56,57,99,101
"347",53,56,55,113,112
"348",58,61,61,121,120
"349",60,63,64,126,127
"350",81,84,83,133,131
"351",65,69,68,158,157
"352",50,53,53,101,102
"353",53,56,56,106,107
"354",60,63,63,120,119
"355",58,61,61,125,124
"356",45,47,47,91,90
"357",55,58,58,114,115
"358",55,59,59,107,106
"359",58,61,61,125,125
"360",63,66,67,148,148
"361",65,69,69,140,140
"362",61,65,65,124,123
"363",71,75,75,167,167
"364",58,61,61,127,126
"365",76,81,81,153,153
"366",59,62,62,128,130
"367",47,50,50,110,110
"368",61,64,63,132,130
"369",50,53,53,106,106
"370",81,85,85,181,181
"371",58,61,61,118,118
"372",41,43,44,84,84
"373",48,51,52,103,105
"374",67,71,70,177,176
"375",65,69,69,135,134
"376",70,74,73,151,150
"377",61,65,65,121,121
"378",79,83,82,228,226
"379",95,100,99,243,243
"380",59,63,63,119,120
"381",62,65,66,127,129
"382",51,54,54,100,101
"383",84,89,89,180,180
"384",48,51,51,107,107
"385",45,47,47,100,100
"386",69,72,72,166,166
"387",62,66,66,129,129
"388",59,62,62,137,136
"389",64,68,68,131,131
"390",58,61,61,126,126
"391",69,73,73,147,147
"392",86,91,91,264,264
"393",60,63,63,142,142
"394",63,67,67,139,139
"395",60,63,63,140,140
"396",59,63,63,125,125
"397",65,68,68,160,159
"398",62,66,66,135,135
"399",93,98,98,246,247
"400",76,79,79,244,244
"401",66,70,70,145,145
"402",112,117,117,300,299
"403",83,88,88,168,169
"404",72,77,77,172,172
"405",44,47,47,86,85
"406",79,83,82,185,184
"407",66,70,70,154,154
"408",58,61,61,137,136
"409",65,69,69,131,133
"410",78,82,82,173,172
"411",57,60,59,126,125
"412",72,76,76,150,151
"413",63,66,66,159,158
"414",60,63,63,139,139
"415",95,100,99,293,291
"416",57,61,61,115,116
"417",88,93,93,205,205
"418",51,54,53,97,96
"419",59,62,63,113,113
"420",49,52,52,105,105
"421",67,71,71,144,144
"422",58,61,61,117,117
"423",84,89,89,183,183
"424",56,59,60,117,118
"425",54,57,57,110,110
"426",87,91,91,190,189
"427",39,42,42,82,82
"428",58,61,61,115,115
"429",58,61,62,114,115
"430",58,61,61,128,127
"431",62,66,65,171,169
"432",64,68,68,135,134
"433",114,119,119,313,313
"434",77,81,81,162,163
"435",51,54,54,116,115
"436",85,90,90,194,195
"437",45,48,48,91,91
"438",61,64,64,136,135
"439",50,53,53,98,98
"440",94,99,99,224,226
"441",48,51,52,98,98
"442",76,80,81,159,160
"443",50,53,53,95,95
"444",63,67,66,160,159
"445",56,60,60,117,118
"446",53,56,56,107,107
"447",47,50,50,89,89
"448",83,88,88,190,190
"449",69,73,73,156,157
"450",99,105,104,237,236
"451",65,69,69,136,136
"452",58,61,62,122,123
"453",59,63,62,127,126
"454",62,65,65,136,137
"455",51,54,53,103,103
"456",81,86,86,186,187
"457",46,49,49,95,95
"458",58,61,61,120,119
"459",47,49,49,99,99
"460",40,43,42,81,81
"461",60,64,64,128,128
"462",59,62,63,131,132
"463",60,63,63,142,141
"464",77,81,80,213,211
"465",71,75,75,198,197
"466",77,81,81,179,181
"467",53,57,58,103,105
"468",52,55,55,105,104
"469",62,66,66,129,129
"470",42,44,44,84,83
"471",54,57,56,111,110
"472",67,70,70,151,152
"473",51,54,53,98,97
"474",76,80,80,173,173
"475",65,69,69,140,139
"476",59,63,63,119,120
"477",50,53,54,101,103
"478",51,54,53,104,103
"479",50,53,53,112,112
"480",58,61,62,128,128
"481",61,65,65,125,125
"482",59,63,63,121,121
"483",66,70,69,177,176
"484",46,49,49,97,97
"485",51,54,54,108,109
"486",57,61,60,135,134
"487",67,71,71,140,140
"488",49,52,52,96,96
"489",49,52,52,105,106
"490",63,67,68,129,129
"491",46,49,49,92,93
"492",56,60,59,121,121
"493",55,58,58,109,109
"494",51,54,54,113,113
"495",55,58,59,118,119
"496",62,66,66,128,130
"497",46,49,49,91,91
"498",72,76,76,164,165
"499",69,73,73,172,172
"500",52,55,55,103,103
