"time" "age1_orange.S" "age2_no_comorbid_orange.S" "age2_comorbid_orange.S" "age3_no_comorbid_green.S" "age3_comorbid_green.S" "age1_orange.E" "age2_no_comorbid_orange.E" "age2_comorbid_orange.E" "age3_no_comorbid_green.E" "age3_comorbid_green.E" "age1_orange.P" "age2_no_comorbid_orange.P" "age2_comorbid_orange.P" "age3_no_comorbid_green.P" "age3_comorbid_green.P" "age1_orange.A" "age2_no_comorbid_orange.A" "age2_comorbid_orange.A" "age3_no_comorbid_green.A" "age3_comorbid_green.A" "age1_orange.I" "age2_no_comorbid_orange.I" "age2_comorbid_orange.I" "age3_no_comorbid_green.I" "age3_comorbid_green.I" "age1_orange.H" "age2_no_comorbid_orange.H" "age2_comorbid_orange.H" "age3_no_comorbid_green.H" "age3_comorbid_green.H" "age1_orange.R" "age2_no_comorbid_orange.R" "age2_comorbid_orange.R" "age3_no_comorbid_green.R" "age3_comorbid_green.R" "age1_orange.D" "age2_no_comorbid_orange.D" "age2_comorbid_orange.D" "age3_no_comorbid_green.D" "age3_comorbid_green.D"
0 814 941 125.2 44 74.6 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1 813.966809732444 940.97698181131 125.196937431218 43.9999962865941 74.599993704089 0.0293059902967537 0.707756474998395 0.00270415558819434 3.26897162208301e-06 5.54239279562256e-06 0.00351468615881221 0.257147475416121 0.000324310037829736 4.01540429755754e-07 6.80793546813165e-07 5.98148493895576e-05 0.00921262442297174 5.51927576422869e-06 6.93988777509255e-09 1.17662642732251e-08 0.000299265436464917 0.0461165378749792 2.76532168445384e-05 3.47650456134931e-08 5.91062913752289e-08 3.6932342310779e-07 0.000101497558604393 1.06087615073684e-07 1.23902922548092e-10 5.12006006169509e-10 1.00776535401102e-05 0.00263453603761189 7.47379549304723e-07 9.98591344677098e-10 9.47028612331921e-10 6.38375910646885e-08 4.9042381028745e-05 7.719629834345e-08 6.64397706275426e-11 3.93012233324242e-10
2 813.879196836351 940.916218515092 125.188852877885 43.9999874806333 74.5999787739827 0.0944465324747482 0.538065267766162 0.00871508740134806 9.69236118253574e-06 1.64329578231174e-05 0.0215727654951147 0.361179815538253 0.00199061034166074 2.30159170368692e-06 3.90224411579646e-06 0.000750729149127197 0.0276961531552838 6.92724759361939e-05 8.23587160053724e-08 1.39635459409109e-07 0.0037585170534551 0.138813238901763 0.000347812301762988 4.13389477564294e-07 7.04881892109709e-07 9.4459286823427e-06 0.00063549223824779 2.71660080285476e-06 3.0257002734059e-09 1.2532805696576e-08 0.000263301111982507 0.0170524630410721 1.95447217951358e-05 2.49150096483809e-08 2.36570418093452e-08 1.87243572094217e-06 0.000339054267008238 2.07827194936366e-06 1.72496343408684e-09 1.01081298990178e-08
3 813.747936199215 940.825178743149 125.176740041065 43.9999752581203 74.5999580512675 0.175449464767571 0.446540549571793 0.0161902840147542 1.69368920336125e-05 2.87157305842611e-05 0.0567895301566852 0.392354895140598 0.00524034054735829 5.72762602515755e-06 9.71092957901711e-06 0.00301273455797636 0.0475436588696458 0.000278000364577448 3.14951947574755e-07 5.33986711115379e-07 0.015093375861487 0.238599346863388 0.00139885373907919 1.58410052740978e-06 2.70927175940249e-06 5.78219084500796e-05 0.00169438505965952 1.66497939407239e-05 1.77804570798396e-08 7.3828745735696e-08 0.0016478534083105 0.0470911277484956 0.00012243260005319 1.49746621326296e-07 1.42361962760034e-07 1.30201242702758e-05 0.000997293596875999 1.33978750691169e-05 1.07821425665466e-08 6.26231509502239e-08
4 813.577085497444 940.706671286805 125.160972630295 43.9999598892917 74.5999319941172 0.26411129706176 0.406503880377639 0.0243731912071267 2.45452182790641e-05 4.16153019004132e-05 0.106871729810646 0.394003754162981 0.00986209751198829 1.03287295357855e-05 1.75118914402182e-05 0.00763500925257033 0.0655827441831819 0.000704537130468501 7.67095325922206e-07 1.30057525713174e-06 0.0382763368657271 0.329569432176489 0.00355290954886002 3.86623231218522e-06 6.63272535900487e-06 0.000197958821896484 0.00320418721962094 5.70734889678666e-05 5.87829514616062e-08 2.44687532041697e-07 0.00577196614893591 0.092387306845141 0.000429247170728043 5.06743821996054e-07 4.82357925085014e-07 5.02045944765819e-05 0.0020774082298845 4.83136464368767e-05 3.79061006878435e-08 2.18343340692766e-07
5 813.366315000008 940.560460476686 125.141519289778 43.999940958771 74.5998998982798 0.358405701173142 0.402122499244938 0.0330773040407959 3.2762241473263e-05 5.55468912251232e-05 0.168865188339623 0.388913255354317 0.0155835605862472 1.58625673410022e-05 2.68942619008811e-05 0.0151258847534964 0.0810273043156233 0.0013958151323167 1.47349605981182e-06 2.49824559231731e-06 0.0758816429704832 0.407726940949182 0.00705443021573149 7.44187367505192e-06 1.28061019194275e-05 0.000494890086305582 0.00504501116599194 0.00014286157721656 1.42769153729001e-07 5.95768831876432e-07 0.0147714304976783 0.151109546052063 0.00109954198935929 1.26046629960724e-06 1.20131285324337e-06 0.000140262171630559 0.00359496623138448 0.000127196680277752 9.7815038302064e-08 5.59137823522914e-07
6 813.112244314218 940.384192314831 125.118066820209 43.9999176932361 74.599860452623 0.459458857626654 0.424261803531932 0.0424071575794897 4.20495847974294e-05 7.12931596792779e-05 0.240732794005912 0.388681312526899 0.0222171083430797 2.22849615732106e-05 3.77831393945798e-05 0.0257684730622996 0.0942142009185326 0.00237800049419148 2.45554653682307e-06 4.16326753743184e-06 0.129358828050914 0.474696607084618 0.0120444999835445 1.24266126640086e-05 2.14480529698903e-05 0.00101740234109192 0.00710608946952995 0.000294067465679427 2.86877868913357e-07 1.20009549465861e-06 0.0310993748734522 0.221298658642374 0.00231709747799081 2.59465426137236e-06 2.47595086212826e-06 0.000319955822112024 0.00554901299419838 0.000275248446719486 2.08526190219559e-07 1.18371102433949e-06
7 812.809156598713 940.173888484577 125.090085906768 43.9998890930048 74.5998119622308 0.569980941445272 0.467988449039739 0.0526136958944859 5.2911520343183e-05 8.97090776727603e-05 0.32174286311157 0.399016175321176 0.0296956902823728 2.97182372558241e-05 5.03859204382836e-05 0.0397232728889587 0.1059456548235 0.00366596473764897 3.73458575296142e-06 6.33182039024823e-06 0.199543028500449 0.534447281257162 0.0186073814167555 1.89355690057603e-05 3.27762474745666e-05 0.00183267200889064 0.00930716554330578 0.000530375372021539 5.08099105157073e-07 2.13070082194638e-06 0.0573853415580602 0.301471587822908 0.00427949244266387 4.70790147243629e-06 4.49795813631517e-06 0.000635281774092422 0.00793520161473147 0.000521493085613415 3.91082318877018e-07 2.20604429231746e-06
8 812.449320244689 939.924167668544 125.056860565464 43.9998539669852 74.5997524076613 0.693510720546608 0.531077913177817 0.0640246898970594 6.58542173315985e-05 0.00011165283211221 0.412390731778108 0.422703237970295 0.0380656503284165 3.84009257124834e-05 6.51070240488924e-05 0.0571239869036131 0.11716609857276 0.00527213240535176 5.34058291373069e-06 9.05471557646157e-06 0.287133187373499 0.591678307728079 0.026814483138396 2.71270416591337e-05 4.7081903484011e-05 0.00300438271738639 0.0116034822761509 0.000870545413147071 8.23675267428735e-07 3.46221173698929e-06 0.0963759465753252 0.390849429252551 0.00719368741810702 7.81681913401364e-06 7.476982309197e-06 0.00114079941652442 0.0107538624775176 0.000898245935321919 6.69752753595803e-07 3.75666941383043e-06
9 812.02305816167 939.628291167841 125.017494212767 43.9998109206524 74.5996794245607 0.834104088421366 0.613133728781742 0.0770161541436156 8.13959707492001e-05 0.000138003168588416 0.514193006650598 0.461243794446468 0.0474678239018003 4.86512645997044e-05 8.24860077076807e-05 0.0781504845261817 0.128819647342334 0.00721322334586596 7.31690799491825e-06 1.24054849186568e-05 0.393057342800863 0.65110526243083 0.0367582048466196 3.72268447667399e-05 6.47722330588026e-05 0.00459346873775861 0.0139836046730591 0.00133261385120649 1.25199778077363e-06 5.27451857433935e-06 0.150944162893853 0.489407710599547 0.0112766938651172 1.21637530254206e-05 1.16479798520457e-05 0.00189928429984389 0.0140150838842974 0.0014410732787361 1.07260866284728e-06 5.98604660547806e-06
10 811.518648915385 939.278090970744 124.970900095151 43.9997583205132 74.5995902434155 0.996258376240745 0.715078363200034 0.0920055757549657 0.000100093488230704 0.000169703959591148 0.629495611538475 0.515751197159559 0.0581199381721904 6.08489167167339e-05 0.000103166572433371 0.103079446974466 0.141801834058206 0.00951494034988638 9.72281103900902e-06 1.64845841706835e-05 0.518727157866915 0.717215835000982 0.0485757588889138 4.95412751278329e-05 8.63938611816426e-05 0.00666051291709386 0.016464826565375 0.00193457387602709 1.81369140250377e-06 7.65727443780515e-06 0.224148123032255 0.597854870606015 0.0167599385178335 1.8026928175105e-05 1.72809148163525e-05 0.00298185604504923 0.0177421026650704 0.00218917928902084 1.63237611938128e-06 9.06941782628584e-06
