"","age1_orange.O","age1_green.O","age2_no_comorbid_orange.O","age2_no_comorbid_green.O","age2_comorbid_green.O","age3_no_comorbid_green.O","age3_comorbid_green.O"
"1",132,0,113,0,0,0,0
"2",138,8,124,15,12,5,5
"3",0,0,1,0,0,0,0
"4",134,0,129,0,0,0,0
"5",160,11,167,12,14,3,5
"6",122,1,115,1,1,0,0
"7",1,0,1,0,0,0,0
"8",150,0,143,0,0,0,0
"9",0,0,2,0,0,0,0
"10",125,12,114,14,17,6,4
"11",143,0,133,0,0,0,0
"12",124,0,134,0,0,0,0
"13",1,0,1,0,0,0,0
"14",143,14,135,16,14,5,5
"15",121,10,101,12,14,4,5
"16",2,0,1,0,0,0,0
"17",152,9,152,11,9,3,4
"18",0,0,0,0,0,0,0
"19",126,0,126,0,1,0,0
"20",0,0,1,0,0,0,0
"21",0,0,0,0,0,0,0
"22",122,12,120,18,13,7,8
"23",125,14,135,14,14,5,6
"24",139,0,135,1,1,0,1
"25",137,0,126,0,0,0,0
"26",143,14,128,15,18,5,7
"27",130,10,145,9,12,3,3
"28",150,12,117,19,16,6,6
"29",0,0,1,0,0,0,0
"30",0,0,1,0,0,0,0
"31",121,11,113,17,12,8,5
"32",118,0,132,0,0,0,0
"33",120,0,141,0,0,0,0
"34",134,0,154,0,0,0,0
"35",0,0,1,0,0,0,0
"36",140,10,120,12,12,4,5
"37",0,0,1,0,0,0,0
"38",127,11,123,9,11,4,6
"39",131,11,121,14,12,5,4
"40",122,11,125,14,13,4,5
"41",133,9,120,10,17,5,6
"42",0,0,0,0,0,0,0
"43",148,13,111,10,15,8,8
"44",153,1,144,0,0,0,0
"45",119,15,130,9,12,4,5
"46",166,8,128,9,12,5,5
"47",164,8,122,7,11,6,5
"48",127,14,142,15,22,6,6
"49",0,0,1,0,0,0,0
"50",109,0,133,0,0,0,1
"51",158,8,157,14,13,4,5
"52",131,8,147,10,7,3,7
"53",130,0,110,0,0,0,0
"54",149,0,119,0,0,0,0
"55",129,10,138,17,16,4,6
"56",0,0,1,0,0,0,0
"57",123,0,131,0,0,0,0
"58",121,8,142,8,10,4,5
"59",138,10,140,11,15,5,10
"60",149,15,128,14,16,5,5
"61",174,8,142,10,9,4,5
"62",129,0,134,1,1,0,0
"63",122,8,123,12,16,5,7
"64",1,0,2,0,0,0,0
"65",112,15,118,14,13,3,5
"66",132,9,115,8,9,4,4
"67",146,11,151,11,11,3,6
"68",125,1,125,0,0,0,1
"69",0,0,1,0,0,0,0
"70",0,0,1,0,0,0,0
"71",149,1,129,1,0,1,0
"72",126,0,138,0,0,0,0
"73",0,0,1,0,0,0,0
"74",0,0,1,0,0,0,0
"75",118,9,120,11,11,3,6
"76",0,0,0,0,0,0,0
"77",138,9,132,12,12,5,5
"78",144,11,151,9,9,5,3
"79",1,0,1,0,0,0,0
"80",156,0,146,0,0,0,0
"81",137,13,121,15,12,5,6
"82",0,0,1,0,0,0,0
"83",146,10,142,9,10,3,5
"84",125,9,122,19,15,6,6
"85",128,8,136,11,10,4,5
"86",134,1,141,0,2,0,0
"87",150,0,136,0,0,0,0
"88",154,8,124,10,13,3,5
"89",145,0,130,0,0,0,0
"90",139,11,131,13,10,4,5
"91",117,12,109,15,12,3,5
"92",140,0,120,0,0,0,0
"93",2,0,1,0,0,0,0
"94",153,0,133,1,0,1,0
"95",147,14,143,10,13,3,5
"96",0,0,1,0,0,0,0
"97",119,1,124,1,1,0,0
"98",153,16,157,19,15,6,6
"99",152,1,123,0,0,0,0
"100",144,0,134,0,0,0,0
"101",138,0,147,0,0,0,0
"102",128,16,135,11,9,3,8
"103",118,11,117,12,13,6,6
"104",135,11,134,15,13,7,5
"105",141,16,134,17,13,7,6
"106",155,11,151,12,15,5,6
"107",162,0,145,0,0,0,0
"108",0,0,1,0,0,0,0
"109",147,10,138,11,10,3,4
"110",0,0,1,0,0,0,0
"111",137,13,134,14,20,4,7
"112",151,0,151,0,0,0,0
"113",146,10,126,10,8,6,4
"114",120,15,134,13,12,5,5
"115",137,9,138,11,13,5,6
"116",159,1,149,2,3,0,1
"117",122,1,142,0,1,0,0
"118",128,14,110,17,11,8,6
"119",139,9,132,16,14,7,9
"120",126,12,145,13,15,10,6
"121",131,7,120,18,11,5,4
"122",129,10,102,13,13,5,6
"123",153,18,149,18,12,4,7
"124",124,11,138,10,8,4,4
"125",151,0,125,0,0,0,0
"126",119,11,109,17,14,5,6
