"","age1_orange.E","age1_green.E","age2_no_comorbid_orange.E","age2_no_comorbid_green.E","age2_comorbid_green.E","age3_no_comorbid_green.E","age3_comorbid_green.E"
"1",7.4468085106383,0,6.60377358490566,0,0,0,0
"2",8.11170212765957,8.01282051282051,6.48584905660377,6.39658848614073,5.59105431309904,6.81818181818182,6.70241286863271
"3",7.57978723404255,0,6.36792452830189,0,0,0,0
"4",0.132978723404255,0,0.235849056603774,0,0,0,0
"5",7.71276595744681,1.6025641025641,5.18867924528302,1.06609808102345,0,0,1.34048257372654
"6",0,0,0.117924528301887,0,0,0,0
"7",7.71276595744681,0,6.72169811320755,0,0,2.27272727272727,0
"8",0,0,0.117924528301887,0,0,0,0
"9",0,0,0.117924528301887,0,0,0,0
"10",0,0,0.117924528301887,0,0,0,0
"11",7.18085106382979,8.01282051282051,6.01415094339623,8.52878464818763,5.59105431309904,6.81818181818182,5.36193029490617
"12",7.71276595744681,0,5.89622641509434,0,0,0,0
"13",9.17553191489362,0,6.83962264150943,0,0,0,0
"14",0,0,0.117924528301887,0,0,0,0
"15",8.37765957446809,0,7.07547169811321,1.06609808102345,0,0,0
"16",8.24468085106383,0,7.90094339622642,0,0.798722044728434,0,0
"17",8.11170212765957,6.41025641025641,6.13207547169811,5.33049040511727,3.99361022364217,4.54545454545455,2.68096514745308
"18",9.44148936170213,4.80769230769231,6.72169811320755,3.19829424307036,3.19488817891374,4.54545454545455,2.68096514745308
"19",7.18085106382979,1.6025641025641,6.01415094339623,1.06609808102345,0.798722044728434,0,1.34048257372654
"20",6.64893617021277,8.01282051282051,4.95283018867925,4.26439232409382,4.79233226837061,9.09090909090909,4.02144772117963
"21",8.11170212765957,0,6.60377358490566,0,0,0,0
"22",9.70744680851064,3.20512820512821,6.48584905660377,1.06609808102345,1.59744408945687,2.27272727272727,2.68096514745308
"23",7.18085106382979,0,6.13207547169811,0,0,0,0
"24",0,0,0.117924528301887,0,0,0,0
"25",7.71276595744681,0,6.60377358490566,0,0,0,1.34048257372654
"26",9.17553191489362,6.41025641025641,6.25,4.26439232409382,3.99361022364217,4.54545454545455,4.02144772117963
"27",0,0,0.117924528301887,0,0,0,0
