"","age1.A","age2_no_comorbid.A","age2_comorbid.A","age3_no_comorbid.A","age3_comorbid.A"
"1",0,1,0,0,0
"2",38,25,4,1,4
"3",0,0,0,0,0
"4",0,1,0,0,0
"5",31,28,7,1,3
"6",0,0,0,0,0
"7",31,23,6,3,3
"8",39,26,9,1,2
"9",27,27,5,3,3
"10",20,24,6,3,3
"11",0,1,0,0,0
"12",24,36,3,1,3
"13",33,25,8,3,3
"14",26,29,6,3,4
"15",28,27,3,1,4
"16",34,30,5,2,4
"17",26,30,4,2,3
"18",0,0,0,0,0
"19",27,32,5,4,3
"20",24,28,5,1,3
"21",32,24,7,2,4
"22",30,29,6,2,2
"23",0,0,0,0,0
"24",25,27,7,2,4
"25",30,30,5,3,2
"26",32,24,8,2,4
"27",32,36,6,4,3
"28",32,33,2,1,5
"29",35,28,3,3,4
"30",33,33,6,2,3
"31",0,1,0,0,0
"32",0,0,0,0,0
"33",25,27,5,2,5
"34",26,35,6,2,7
"35",24,32,9,1,4
"36",38,39,4,3,4
"37",28,34,5,2,5
"38",0,0,0,0,0
"39",0,0,0,0,0
"40",29,31,5,3,2
"41",0,0,0,0,0
"42",25,35,7,4,5
"43",31,26,4,2,3
"44",0,0,0,0,0
"45",25,27,4,4,6
"46",27,28,7,2,4
"47",31,34,4,3,3
"48",30,32,6,2,5
"49",0,1,0,0,0
"50",25,31,5,6,4
"51",26,32,5,2,2
"52",0,0,0,0,0
"53",22,24,5,3,2
"54",31,29,6,1,5
"55",25,31,11,2,4
"56",0,1,0,0,0
"57",26,26,4,1,3
"58",0,0,0,0,0
"59",0,0,0,0,0
"60",0,0,0,0,0
"61",33,36,5,3,6
"62",31,24,5,1,3
"63",0,0,0,0,0
"64",30,27,7,2,2
"65",0,0,0,0,0
"66",31,36,5,1,3
"67",25,29,5,1,2
"68",29,26,6,3,3
"69",29,32,4,3,2
"70",0,0,0,0,0
"71",0,1,0,0,0
"72",28,25,3,5,1
"73",24,29,4,1,2
"74",35,28,4,1,4
"75",29,30,5,2,3
"76",18,37,4,1,3
"77",28,19,4,2,3
"78",21,29,5,2,1
"79",32,33,4,2,3
"80",0,0,0,0,0
"81",23,30,6,4,2
"82",28,27,5,3,4
"83",28,34,5,2,1
"84",26,33,11,1,2
"85",0,0,0,0,0
"86",33,28,4,2,3
"87",23,34,5,2,7
"88",36,25,8,3,2
"89",31,24,5,4,4
"90",24,30,7,1,4
"91",0,0,0,0,0
"92",32,31,6,1,3
"93",24,31,6,2,5
"94",29,32,7,2,3
"95",0,0,0,0,0
"96",22,23,5,3,2
"97",0,0,0,0,0
"98",0,0,0,0,0
"99",26,28,7,4,2
"100",26,30,5,1,3
"101",30,22,6,2,3
"102",24,38,8,1,3
"103",23,37,4,3,3
"104",30,26,5,1,4
"105",33,30,5,3,3
"106",1,0,0,0,0
"107",0,1,0,0,1
"108",28,29,7,1,3
"109",27,37,4,2,4
"110",28,33,5,1,4
"111",0,0,0,0,0
"112",30,33,4,3,5
"113",0,1,0,0,0
"114",0,0,0,0,0
"115",27,26,5,4,3
"116",0,0,0,0,0
"117",26,27,5,2,2
"118",0,1,0,0,0
"119",33,31,5,3,3
"120",37,30,3,1,4
"121",34,31,3,2,4
"122",29,26,9,2,2
"123",24,31,7,3,2
"124",0,0,0,0,0
"125",33,28,6,4,2
"126",31,26,7,2,1
"127",41,30,7,3,2
"128",35,35,7,3,2
"129",29,33,6,3,2
"130",27,25,5,3,3
"131",30,29,4,3,3
"132",30,28,3,2,4
"133",28,34,7,2,3
"134",32,30,4,4,3
"135",25,27,3,2,3
"136",25,28,5,2,5
"137",0,0,0,0,0
"138",31,25,5,1,1
"139",27,32,3,3,2
"140",28,24,5,3,3
"141",0,0,0,0,0
"142",38,26,5,3,3
"143",31,31,6,1,3
"144",0,0,0,0,0
"145",0,0,0,0,0
"146",32,29,3,3,4
"147",0,0,0,0,0
"148",33,27,3,2,5
"149",28,24,9,2,3
"150",31,31,10,1,3
"151",31,34,4,2,3
"152",30,25,4,2,5
"153",33,39,3,1,6
"154",28,32,7,1,2
"155",34,28,7,2,3
"156",36,35,4,3,3
"157",30,33,4,2,4
"158",29,25,5,2,3
"159",20,29,4,2,2
"160",28,25,7,2,2
"161",0,0,0,0,0
"162",30,31,6,1,2
"163",34,30,4,3,3
"164",0,0,0,0,0
"165",0,0,0,0,0
"166",33,27,3,3,2
"167",28,29,4,2,1
"168",27,31,5,5,3
"169",29,28,3,1,4
"170",0,0,0,0,0
"171",31,25,5,2,3
"172",0,0,0,0,0
"173",0,0,0,0,0
"174",32,28,7,2,4
"175",27,30,4,3,3
"176",28,25,6,3,3
"177",23,27,5,1,2
"178",29,21,7,2,3
"179",31,26,5,1,5
"180",0,0,0,0,0
"181",28,34,6,1,3
"182",32,33,5,1,4
"183",31,22,7,2,4
"184",30,24,7,2,2
"185",32,27,4,1,3
"186",27,24,3,1,4
"187",0,0,0,0,0
"188",27,27,5,2,4
"189",23,33,6,1,2
"190",32,26,4,2,5
"191",0,1,0,0,0
"192",25,33,5,1,3
"193",32,33,5,2,4
"194",29,28,5,1,3
"195",34,37,8,3,6
"196",0,1,0,0,0
"197",33,29,7,2,5
"198",31,35,6,2,3
"199",23,31,7,1,3
"200",31,35,6,2,4
"201",34,27,5,1,2
"202",25,22,7,3,4
"203",23,33,5,2,3
"204",30,29,7,2,3
"205",28,27,4,2,3
"206",27,33,5,2,2
"207",0,0,0,0,0
"208",28,27,6,2,3
"209",36,28,3,3,3
"210",30,29,6,2,3
"211",27,24,4,3,4
"212",30,26,4,3,2
"213",0,0,0,0,0
"214",27,26,5,1,2
"215",28,27,5,2,4
"216",28,30,8,3,4
"217",44,29,5,4,2
"218",24,28,3,2,2
"219",29,23,7,2,3
"220",26,31,6,2,4
"221",27,26,5,5,4
"222",36,31,4,2,5
"223",30,26,4,1,4
"224",28,29,6,3,4
"225",25,28,9,2,2
"226",32,38,6,4,5
"227",29,33,7,4,6
"228",0,0,0,0,0
"229",19,25,7,4,3
"230",28,29,7,2,2
"231",0,0,0,0,0
"232",27,27,4,1,4
"233",0,0,0,0,0
"234",30,27,7,3,3
"235",31,27,4,3,3
"236",28,33,7,2,2
"237",26,36,8,3,3
"238",29,24,7,3,2
"239",0,0,0,0,0
"240",0,0,0,0,0
"241",33,29,6,2,5
"242",0,1,0,0,0
"243",30,31,7,2,2
"244",0,0,0,0,0
"245",28,25,8,2,1
"246",29,26,7,1,3
"247",0,0,0,0,0
"248",26,28,5,2,2
"249",0,0,0,0,0
"250",27,29,5,2,5
"251",0,0,0,0,0
"252",0,1,0,0,0
"253",27,28,6,2,6
"254",0,0,0,0,0
"255",0,0,0,0,0
"256",0,0,0,0,0
"257",38,31,5,2,4
"258",0,0,0,0,0
"259",30,26,4,2,3
"260",0,0,0,0,0
"261",32,27,4,2,4
"262",0,0,0,0,0
"263",41,36,5,1,2
"264",33,26,5,2,4
"265",0,0,0,0,0
"266",28,26,5,2,3
"267",36,26,6,4,4
"268",0,0,0,0,0
"269",31,30,6,4,3
"270",25,30,4,1,2
"271",36,27,4,2,2
"272",29,25,5,2,3
"273",0,0,0,0,0
"274",21,30,6,1,3
"275",31,34,6,1,5
"276",31,26,5,1,4
"277",25,24,6,1,2
"278",0,1,0,0,0
"279",0,0,0,0,0
"280",25,36,6,2,6
"281",28,28,3,2,3
"282",29,29,6,2,3
"283",34,24,5,2,3
"284",24,32,6,2,4
"285",30,34,6,4,2
"286",0,0,0,0,0
"287",0,0,0,0,0
"288",1,1,0,0,0
"289",0,0,0,0,0
"290",29,31,7,1,3
"291",0,0,0,0,0
"292",0,0,0,0,0
"293",30,28,8,3,3
"294",26,38,4,2,4
"295",34,26,6,1,2
"296",0,0,0,0,0
"297",29,23,6,2,3
"298",23,28,6,1,3
"299",0,0,0,0,0
"300",27,29,5,2,2
"301",25,33,5,2,3
"302",32,30,6,3,2
"303",28,23,6,2,2
"304",38,33,5,2,2
"305",31,37,5,3,2
"306",0,0,0,0,0
"307",32,31,6,3,3
"308",28,25,6,4,3
"309",0,0,0,0,0
"310",19,26,6,3,2
"311",30,36,4,1,2
"312",28,27,5,1,4
"313",28,27,6,2,3
"314",0,0,0,0,0
"315",33,31,7,3,4
"316",0,0,0,0,0
"317",35,33,3,3,3
"318",23,30,4,1,2
"319",33,24,5,5,4
"320",21,35,7,3,4
"321",39,28,3,1,5
"322",31,31,8,2,3
"323",32,34,4,2,2
