"","age1.R","age2_no_comorbid.R","age2_comorbid.R","age3_no_comorbid.R","age3_comorbid.R"
"1",0,1,0,0,0
"2",732,745,78,20,21
"3",0,1,0,0,0
"4",0,1,0,0,0
"5",726,732,72,31,22
"6",0,1,0,0,0
"7",719,768,75,20,23
"8",732,743,83,25,21
"9",729,752,72,24,21
"10",718,763,78,28,19
"11",2,6,0,1,0
"12",725,748,84,26,22
"13",726,714,88,20,24
"14",731,718,89,26,24
"15",754,749,74,27,26
"16",731,737,78,18,25
"17",748,712,77,25,22
"18",0,1,0,0,0
"19",718,745,85,24,19
"20",730,757,75,23,22
"21",744,736,87,25,27
"22",727,735,74,22,26
"23",0,1,0,0,0
"24",737,761,90,24,27
"25",731,735,74,22,19
"26",719,752,81,21,26
"27",724,726,77,20,22
"28",721,753,75,26,23
"29",718,742,73,26,24
"30",734,725,80,20,26
"31",0,1,0,0,0
"32",0,1,0,0,0
"33",727,753,83,25,22
"34",717,731,70,23,23
"35",727,749,75,30,21
"36",749,758,74,26,27
"37",730,762,79,21,38
"38",0,1,0,0,0
"39",0,1,0,0,0
"40",720,761,72,23,16
"41",0,1,0,0,0
"42",730,755,84,32,30
"43",731,756,77,28,18
"44",1,1,0,0,0
"45",730,768,78,24,26
"46",726,741,80,20,30
"47",728,754,75,22,22
"48",729,770,82,25,25
"49",0,1,0,0,0
"50",747,769,74,30,25
"51",729,729,77,26,25
"52",1,4,0,0,0
"53",724,715,78,27,20
"54",726,718,86,22,28
"55",727,754,84,21,28
"56",1,1,0,0,0
"57",726,736,73,21,19
"58",0,1,0,0,0
"59",1,1,0,0,0
"60",0,2,0,0,0
"61",726,759,82,23,32
"62",727,709,80,22,20
"63",0,1,0,0,0
"64",739,736,82,23,28
"65",0,1,0,0,0
"66",727,725,78,25,21
"67",727,742,85,25,21
"68",728,730,78,23,26
"69",721,731,73,21,25
"70",0,2,0,0,0
"71",0,1,0,0,0
"72",739,719,73,21,22
"73",732,718,66,22,17
"74",713,731,80,23,26
"75",722,745,83,22,19
"76",726,737,80,31,20
"77",728,740,80,26,20
"78",706,743,69,24,24
"79",734,759,66,24,24
"80",0,1,0,0,0
"81",736,740,79,32,20
"82",739,742,74,28,24
"83",721,729,82,23,23
"84",748,745,82,21,23
"85",0,1,0,0,0
"86",726,739,76,27,21
"87",732,737,85,22,36
"88",733,748,78,25,18
"89",727,750,83,26,30
"90",727,737,80,29,19
"91",0,1,0,0,0
"92",748,731,82,24,18
"93",735,750,79,24,24
"94",732,747,78,22,18
"95",0,1,0,0,0
"96",729,740,82,31,26
"97",0,1,0,0,0
"98",0,2,1,0,0
"99",724,747,83,22,21
"100",729,735,80,25,22
"101",724,752,65,25,22
"102",728,750,96,27,18
"103",733,736,82,25,19
"104",726,732,78,28,22
"105",721,777,78,33,25
"106",2,1,0,0,0
"107",2,2,1,0,1
"108",742,740,80,29,22
"109",720,750,70,26,24
"110",723,770,80,24,22
"111",0,1,0,0,0
"112",748,748,85,23,33
"113",0,1,0,0,0
"114",0,1,0,0,0
"115",748,744,81,24,27
"116",0,0,0,0,0
"117",713,710,77,22,22
"118",0,1,0,0,0
"119",717,769,78,24,20
"120",723,751,88,25,24
"121",738,755,80,18,24
"122",715,721,85,29,16
"123",737,768,80,18,19
"124",0,1,0,0,0
"125",730,745,82,28,22
"126",713,725,71,26,16
"127",729,763,79,22,23
"128",725,746,83,28,19
"129",719,736,80,22,21
"130",729,730,84,27,26
"131",740,728,71,28,24
"132",739,756,77,23,18
"133",735,743,80,25,27
"134",731,755,84,27,24
"135",740,753,77,26,25
"136",735,754,88,32,25
"137",0,1,0,0,0
"138",726,733,77,30,26
"139",719,746,80,28,18
"140",711,722,74,27,24
"141",0,1,0,0,0
"142",722,751,72,24,23
"143",722,724,87,23,22
"144",0,1,0,0,0
"145",0,0,0,0,0
"146",701,741,67,23,22
"147",0,1,0,0,0
"148",722,741,71,20,26
"149",721,737,75,22,24
"150",733,764,82,26,23
"151",731,752,80,21,24
"152",730,759,75,28,28
"153",724,745,80,24,28
"154",732,730,88,24,24
"155",725,741,83,22,23
"156",722,777,70,24,26
"157",738,734,84,24,26
"158",723,738,89,28,18
"159",718,757,83,21,25
"160",717,736,73,23,20
"161",0,1,0,0,0
"162",716,721,81,20,22
"163",722,734,85,26,19
"164",0,1,0,0,0
"165",0,1,0,0,0
"166",722,714,73,22,22
"167",725,718,86,27,18
"168",718,758,83,24,29
"169",727,735,70,21,26
"170",0,1,0,0,0
"171",719,755,87,30,21
"172",0,1,0,0,0
"173",0,1,0,0,0
"174",722,729,85,15,18
"175",712,736,76,25,25
"176",725,742,78,29,15
"177",706,751,69,27,23
"178",725,753,85,25,26
"179",725,742,75,28,20
"180",1,2,0,0,0
"181",715,749,81,21,25
"182",719,733,80,26,18
"183",742,743,71,20,15
"184",722,749,75,25,22
"185",736,751,71,27,30
"186",733,762,78,24,25
"187",0,1,0,0,0
"188",735,765,87,25,18
"189",720,735,94,19,20
"190",738,754,71,28,25
"191",0,3,0,0,0
"192",738,748,81,22,24
"193",733,728,77,21,21
"194",734,762,83,30,20
"195",744,761,85,20,30
"196",1,1,0,0,0
"197",731,762,72,25,21
"198",713,723,84,26,24
"199",728,716,78,25,26
"200",734,741,80,23,24
"201",735,743,79,23,23
"202",732,753,72,29,17
"203",741,746,80,25,22
"204",736,741,81,23,23
"205",731,759,85,26,24
"206",736,736,87,23,23
"207",1,1,0,0,0
"208",722,768,83,25,23
"209",736,762,90,34,35
"210",734,726,82,28,24
"211",720,761,79,30,24
"212",734,753,83,27,17
"213",0,1,0,0,0
"214",728,729,84,16,25
"215",724,716,82,25,23
"216",720,755,89,24,18
"217",729,742,81,25,20
"218",727,757,75,24,22
"219",728,738,82,28,20
"220",728,751,73,18,13
"221",728,754,74,22,21
"222",715,727,75,24,25
"223",733,730,74,27,26
"224",723,729,83,24,20
"225",735,748,81,24,18
"226",739,751,73,29,23
"227",725,760,81,23,17
"228",1,2,0,0,0
"229",728,724,84,28,24
"230",734,763,79,25,18
"231",2,1,0,0,0
"232",733,726,89,24,27
"233",0,1,0,0,0
"234",724,735,79,27,26
"235",720,750,81,22,19
"236",726,740,85,27,23
"237",725,742,75,24,18
"238",733,747,83,29,23
"239",0,1,1,0,0
"240",0,0,0,0,0
"241",728,753,70,23,21
"242",0,1,0,0,0
"243",746,758,78,21,25
"244",0,1,0,0,0
"245",704,747,75,18,16
"246",731,718,85,20,31
"247",0,1,0,0,0
"248",718,775,84,25,24
"249",0,1,0,0,0
"250",737,762,82,27,20
"251",0,1,0,0,0
"252",0,1,0,0,0
"253",737,727,80,20,19
"254",0,1,0,0,0
"255",0,1,0,0,0
"256",0,1,0,0,0
"257",747,787,85,25,19
"258",0,3,0,0,0
"259",757,782,81,18,29
"260",0,1,0,0,0
"261",727,731,72,26,26
"262",0,1,0,0,0
"263",728,745,88,25,21
"264",732,749,86,22,21
"265",3,0,0,0,0
"266",735,733,77,19,20
"267",728,743,85,17,29
"268",1,1,0,0,0
"269",746,743,78,23,22
"270",734,745,83,25,17
"271",738,765,85,30,23
"272",721,727,79,25,28
"273",0,1,0,0,0
"274",728,753,79,23,22
"275",708,738,79,20,26
"276",736,744,67,24,25
"277",734,744,82,22,23
"278",0,1,0,0,0
"279",0,1,0,0,0
"280",723,747,73,20,26
"281",723,717,68,26,18
"282",739,733,79,26,24
"283",733,744,68,28,31
"284",728,734,82,22,24
"285",737,756,84,25,22
"286",0,1,0,0,0
"287",0,1,0,0,0
"288",3,1,0,0,0
"289",0,1,0,0,0
"290",725,753,81,26,20
"291",0,1,0,0,0
"292",0,1,0,0,0
"293",707,746,85,28,23
"294",731,756,81,22,23
"295",744,744,74,22,27
"296",0,1,0,0,0
"297",733,746,78,26,18
"298",729,721,72,26,25
"299",0,1,0,0,0
"300",714,740,82,22,25
"301",731,727,79,29,19
"302",727,764,78,27,21
"303",724,735,86,22,23
"304",725,757,69,27,15
"305",725,739,83,25,22
"306",3,3,0,1,0
"307",721,739,89,24,23
"308",734,764,83,27,23
"309",0,1,0,0,0
"310",733,747,80,28,21
"311",745,731,88,22,15
"312",731,754,80,24,19
"313",719,733,75,24,23
"314",0,1,0,0,0
"315",745,750,74,19,30
"316",0,1,0,0,0
"317",732,741,75,30,22
"318",731,758,72,24,27
"319",721,739,75,25,22
"320",725,760,88,21,24
"321",738,744,80,24,18
"322",727,768,79,29,21
"323",728,726,76,21,22
"324",726,751,79,23,22
"325",737,735,79,22,26
"326",0,1,0,0,0
"327",737,729,87,27,17
"328",1,3,0,0,0
"329",0,1,0,0,0
"330",725,733,78,22,23
"331",729,724,80,24,24
"332",724,752,80,26,18
"333",0,1,0,0,0
"334",728,742,85,22,23
"335",729,761,76,22,24
"336",0,2,0,0,0
"337",713,722,81,27,20
"338",744,747,73,23,19
"339",732,750,78,24,21
"340",0,1,0,0,0
"341",0,1,0,0,0
"342",734,739,78,20,22
"343",729,741,91,25,25
"344",717,747,81,25,15
"345",733,735,83,25,18
"346",733,753,80,26,21
"347",0,1,0,0,0
"348",727,737,86,21,21
"349",717,748,86,26,27
"350",0,1,0,0,0
"351",736,725,79,24,18
"352",726,743,70,35,23
"353",0,1,0,0,0
"354",731,755,91,25,24
"355",723,726,76,24,20
"356",729,733,79,25,21
"357",732,758,76,29,17
"358",738,725,87,21,22
"359",0,1,0,0,0
"360",720,725,83,21,22
"361",724,758,75,27,21
"362",732,763,75,25,32
"363",736,754,87,28,27
"364",0,1,0,0,0
"365",718,741,74,28,22
"366",732,744,81,25,28
"367",734,739,81,19,21
"368",723,768,85,24,23
"369",724,756,79,25,27
"370",732,759,76,28,29
"371",716,716,86,25,24
"372",734,737,74,21,28
"373",0,1,0,0,0
"374",725,738,78,22,23
"375",727,743,75,28,24
"376",741,762,82,26,23
"377",1,2,0,0,0
"378",0,1,0,0,0
"379",726,750,82,26,24
"380",0,1,0,0,0
"381",0,1,0,0,0
"382",0,1,0,0,0
"383",726,744,76,27,22
"384",709,729,88,26,17
"385",741,773,79,24,24
"386",727,737,74,21,16
"387",0,1,0,0,0
"388",3,1,0,0,0
"389",733,726,76,23,26
"390",709,732,87,27,26
"391",1,1,0,0,0
"392",0,1,0,0,0
"393",0,1,0,0,0
"394",742,744,82,25,24
"395",0,1,0,0,0
"396",1,1,0,0,0
"397",723,742,78,26,15
"398",745,752,88,24,22
"399",722,732,74,20,28
"400",736,732,87,19,17
"401",730,735,81,20,33
"402",0,1,0,0,0
"403",736,725,82,26,29
"404",730,749,87,22,26
"405",735,743,77,23,29
"406",716,749,80,20,25
"407",718,738,76,22,21
"408",734,751,81,25,26
"409",724,747,79,29,20
"410",718,710,73,19,30
"411",741,753,84,29,25
"412",0,1,0,0,1
"413",718,757,78,23,16
"414",709,750,75,28,26
"415",739,762,82,25,22
"416",716,695,77,27,24
"417",733,752,88,25,24
"418",720,766,78,25,25
"419",729,743,78,22,28
"420",735,760,77,28,22
"421",735,767,82,21,31
"422",0,1,0,0,0
"423",734,737,83,20,14
"424",0,1,0,0,0
"425",736,742,83,25,28
"426",0,1,0,0,0
"427",732,754,84,26,18
"428",734,741,79,25,19
"429",711,739,82,30,13
"430",0,2,0,0,0
"431",0,1,0,0,0
"432",718,726,78,27,27
"433",1,2,0,0,0
"434",728,782,87,25,19
"435",722,754,78,30,20
"436",0,1,0,0,0
"437",728,725,71,19,37
"438",751,734,77,28,27
"439",710,719,78,21,27
"440",0,1,0,0,0
"441",0,1,0,0,0
"442",755,749,80,27,25
"443",737,759,88,19,23
"444",735,746,81,22,25
"445",741,784,84,22,26
"446",1,1,0,0,0
"447",0,1,0,0,0
"448",0,1,0,0,0
"449",726,766,75,26,20
"450",748,771,73,29,21
"451",0,1,0,0,0
"452",725,755,87,22,21
"453",732,743,84,31,19
"454",742,760,79,26,21
"455",720,731,70,23,20
"456",731,711,76,21,21
"457",728,719,81,24,31
"458",2,1,0,0,0
"459",0,1,0,0,0
"460",1,1,0,0,0
"461",727,721,77,22,22
"462",728,732,81,31,19
"463",723,724,76,21,24
"464",722,754,75,27,23
"465",738,730,79,21,21
"466",0,1,0,0,0
"467",0,1,0,0,0
"468",725,730,84,24,21
"469",729,743,76,22,22
"470",1,1,0,0,0
"471",732,744,77,31,22
"472",0,1,0,0,0
"473",743,768,80,25,26
"474",738,744,79,25,23
"475",734,747,79,21,16
