"","age1.D","age2_no_comorbid.D","age2_comorbid.D","age3_no_comorbid.D","age3_comorbid.D"
"1",0,0,0,0,0
"2",55,65,27,7,30
"3",0,0,0,0,0
"4",0,0,0,0,0
"5",53,82,37,8,37
"6",0,0,0,0,0
"7",63,73,33,7,34
"8",56,61,21,11,31
"9",51,48,32,9,28
"10",66,63,33,5,32
"11",0,0,0,0,0
"12",51,71,30,6,32
"13",54,72,22,10,32
"14",58,75,28,8,29
"15",43,77,31,8,30
"16",55,67,31,9,32
"17",41,72,31,6,30
"18",0,0,0,0,0
"19",67,64,27,5,34
"20",44,64,34,7,32
"21",45,74,23,12,32
"22",51,62,33,13,37
"23",0,0,0,0,0
"24",55,60,24,5,29
"25",57,83,32,13,40
"26",51,54,26,10,31
"27",64,90,31,9,33
"28",61,69,33,5,33
"29",60,68,34,10,31
"30",58,83,29,7,31
"31",0,0,0,0,0
"32",0,0,0,0,0
"33",57,74,27,8,36
"34",58,87,29,8,30
"35",55,65,32,3,36
"36",50,80,29,6,35
"37",57,64,30,6,26
"38",0,0,0,0,0
"39",0,0,0,0,0
"40",60,64,36,12,33
"41",0,0,0,0,0
"42",63,80,26,7,28
"43",56,60,32,7,37
"44",0,0,0,0,0
"45",60,67,26,7,23
"46",61,64,32,12,31
"47",51,65,26,5,34
"48",59,61,26,6,33
"49",0,0,0,0,0
"50",41,63,31,5,32
"51",58,79,31,9,31
"52",0,0,0,0,0
"53",53,72,30,6,29
"54",60,76,31,9,29
"55",68,66,25,5,27
"56",0,0,0,0,0
"57",52,73,34,7,30
"58",0,0,0,0,0
"59",0,0,0,0,0
"60",0,0,0,0,0
"61",57,70,29,8,26
"62",54,66,32,9,37
"63",0,0,0,0,0
"64",45,69,31,8,26
"65",0,0,0,0,0
"66",57,63,27,9,28
"67",68,76,27,6,30
"68",57,82,31,8,30
"69",60,58,35,10,29
"70",0,0,0,0,0
"71",0,0,0,0,0
"72",42,82,33,9,34
"73",46,75,36,4,38
"74",63,69,30,8,29
"75",59,73,32,5,31
"76",60,81,29,5,36
"77",51,62,28,6,37
"78",71,71,38,8,34
"79",56,72,41,9,30
"80",0,0,0,0,0
"81",46,65,32,5,37
"82",49,78,30,8,29
"83",61,59,33,5,27
"84",38,69,22,10,24
"85",0,0,0,0,0
"86",60,60,22,3,36
"87",58,85,29,10,25
"88",60,64,29,5,36
"89",55,75,25,8,23
"90",52,61,21,3,32
