"","age1.P","age2_no_comorbid.P","age2_comorbid.P","age3_no_comorbid.P","age3_comorbid.P"
"1",0,1,0,0,0
"2",57,54,10,5,6
"3",0,1,0,0,0
"4",0,1,0,0,0
"5",54,56,11,4,7
"6",0,1,0,0,0
"7",61,63,10,4,6
"8",61,51,9,5,6
"9",55,43,11,3,6
"10",63,55,12,4,7
"11",2,2,0,1,0
"12",52,54,9,5,6
"13",54,51,12,4,6
"14",69,60,12,5,8
"15",51,69,12,4,5
"16",65,67,12,4,8
"17",60,45,13,4,7
"18",0,1,0,0,0
"19",52,59,10,4,6
"20",56,65,10,4,5
"21",68,61,10,4,6
"22",62,49,11,5,8
"23",0,1,0,0,0
"24",62,62,14,7,8
"25",63,50,11,4,6
"26",63,55,9,4,6
"27",58,58,9,4,9
"28",68,63,9,5,6
"29",55,55,9,5,6
"30",66,61,14,4,5
"31",0,1,0,0,0
"32",0,1,0,0,0
"33",62,54,10,4,6
"34",55,54,12,4,6
"35",56,49,13,4,8
"36",64,64,9,5,6
"37",60,51,12,4,6
"38",0,1,0,0,0
"39",0,1,0,0,0
"40",61,61,8,5,6
"41",0,1,0,0,0
"42",66,67,12,7,7
"43",59,52,10,4,6
"44",1,1,0,0,0
"45",59,61,14,4,5
"46",51,58,9,5,6
"47",67,52,12,4,7
"48",53,56,11,3,6
"49",0,1,0,0,0
"50",62,58,11,6,7
"51",54,58,14,3,7
"52",1,2,0,0,0
"53",41,46,7,5,6
"54",60,55,13,4,8
"55",69,56,11,3,7
"56",1,1,0,0,0
"57",60,56,12,4,7
"58",0,1,0,0,0
"59",1,1,0,0,0
"60",0,2,0,0,0
"61",60,55,11,5,6
"62",58,58,10,5,6
"63",0,1,0,0,0
"64",63,52,12,4,9
"65",0,1,0,0,0
"66",58,47,12,5,6
"67",52,62,11,5,7
"68",59,52,10,5,5
"69",57,51,10,4,8
"70",0,1,0,0,0
"71",0,1,0,0,0
"72",62,49,11,5,5
"73",55,55,8,3,10
"74",72,57,8,3,7
"75",45,50,13,3,6
"76",55,53,10,4,6
"77",61,45,9,4,7
"78",50,54,12,4,5
"79",60,64,15,3,7
"80",0,1,0,0,0
"81",63,52,12,4,7
"82",62,54,11,4,6
"83",49,55,10,6,4
"84",64,60,14,5,5
"85",0,1,0,0,0
"86",57,64,7,4,8
"87",65,62,10,5,6
"88",55,58,12,4,7
"89",60,59,10,5,5
"90",61,53,10,5,6
"91",0,1,0,0,0
"92",60,72,13,4,8
"93",59,51,11,5,4
"94",56,56,9,4,6
"95",0,1,0,0,0
"96",58,65,9,5,7
"97",0,1,0,0,0
"98",0,1,1,0,0
"99",56,57,15,5,5
"100",52,69,14,6,7
"101",52,53,10,4,7
"102",60,54,12,5,6
"103",62,54,10,4,5
"104",61,61,13,4,6
"105",63,55,11,5,9
"106",1,1,0,0,0
"107",2,1,1,0,1
"108",56,64,9,4,6
"109",63,72,11,3,7
"110",59,66,11,3,6
"111",0,1,0,0,0
"112",67,61,13,6,6
"113",0,1,0,0,0
"114",0,1,0,0,0
"115",64,56,13,4,7
"116",0,1,0,0,0
"117",64,55,10,4,5
"118",0,1,0,0,0
"119",54,51,13,4,8
"120",75,63,11,3,9
"121",57,61,10,4,7
"122",51,59,10,6,6
"123",56,59,8,4,9
"124",0,1,0,0,0
"125",59,58,11,4,6
"126",56,56,10,3,7
"127",59,69,10,6,9
"128",69,58,9,6,7
"129",60,67,13,4,5
"130",51,50,9,5,7
"131",55,56,9,4,6
"132",64,52,12,5,7
"133",64,73,12,6,5
"134",62,65,9,2,7
"135",51,57,9,4,9
"136",47,62,9,3,8
"137",0,1,0,0,0
"138",59,47,13,4,5
"139",46,58,11,5,8
"140",48,47,10,6,5
"141",0,1,0,0,0
"142",61,63,12,6,8
"143",62,65,11,6,5
"144",0,1,0,0,0
"145",0,1,0,0,0
"146",67,62,12,5,9
"147",0,1,0,0,0
"148",56,64,8,3,9
"149",53,58,11,4,6
"150",62,75,13,4,9
"151",53,51,11,6,7
"152",71,60,14,4,5
"153",50,53,9,4,6
"154",57,59,13,4,7
"155",70,60,12,3,8
"156",63,59,10,4,7
"157",64,57,11,7,6
"158",59,55,10,4,7
"159",53,54,10,4,10
"160",52,57,9,4,5
"161",0,1,0,0,0
"162",59,60,11,3,5
"163",50,58,10,5,6
"164",0,1,0,0,0
"165",0,1,0,0,0
"166",64,57,12,3,8
"167",60,51,10,4,9
"168",55,56,10,4,5
"169",77,70,11,5,5
"170",0,1,0,0,0
"171",57,65,13,4,7
"172",0,1,0,0,0
"173",0,1,0,0,0
"174",48,62,11,5,6
"175",65,63,12,4,4
"176",61,54,8,6,8
"177",54,68,9,4,8
"178",51,50,12,3,6
"179",48,58,10,3,8
"180",1,1,0,0,0
"181",65,63,11,4,6
"182",64,61,9,5,6
"183",54,48,10,4,7
"184",59,60,12,5,10
"185",52,58,11,4,6
"186",61,60,9,6,8
"187",0,1,0,0,0
"188",68,58,10,4,5
"189",60,51,9,3,7
"190",66,51,10,7,8
"191",0,1,0,0,0
"192",58,56,11,3,7
"193",63,55,13,3,8
"194",55,57,10,5,6
"195",65,73,9,4,7
"196",1,1,0,0,0
"197",64,57,9,3,7
"198",71,60,12,4,6
"199",48,51,8,4,8
"200",57,60,8,9,7
"201",67,61,11,7,5
"202",58,63,9,5,6
"203",53,62,10,4,6
"204",64,64,11,3,7
"205",57,59,9,5,6
"206",63,54,10,3,6
"207",1,1,0,0,0
"208",60,57,12,6,8
"209",66,72,10,5,7
"210",66,57,13,4,6
"211",58,57,10,4,7
"212",59,61,10,5,6
"213",0,1,0,0,0
"214",61,52,9,4,9
"215",67,65,12,4,7
"216",55,64,10,5,9
"217",59,54,10,5,6
"218",57,66,11,4,6
"219",69,70,11,3,8
"220",51,52,11,4,7
"221",65,60,13,3,5
"222",63,71,9,4,7
"223",51,57,9,6,6
"224",66,58,12,3,6
"225",54,56,12,3,6
"226",49,52,13,4,5
"227",62,53,11,5,7
"228",1,1,0,0,0
"229",55,53,10,4,5
"230",58,59,9,3,7
"231",1,1,0,0,0
"232",51,47,10,5,7
"233",0,1,0,0,0
"234",51,57,13,4,8
"235",57,55,11,4,5
"236",59,68,10,5,6
"237",57,59,9,5,7
"238",59,52,10,8,5
"239",0,1,1,0,0
"240",0,1,0,0,0
"241",66,56,8,4,7
"242",0,1,0,0,0
"243",63,58,16,4,5
"244",0,1,0,0,0
"245",56,48,11,4,5
"246",53,46,10,6,6
"247",0,1,0,0,0
"248",56,62,11,4,8
"249",0,1,0,0,0
"250",66,60,13,4,5
"251",0,1,0,0,0
"252",0,1,0,0,0
"253",62,51,11,4,7
"254",0,1,0,0,0
"255",0,1,0,0,0
