"","age1.E","age2_no_comorbid.E","age2_comorbid.E","age3_no_comorbid.E","age3_comorbid.E"
"1",0,1,0,0,0
"2",89,70,13,6,8
"3",0,1,0,0,0
"4",0,1,0,0,0
"5",93,84,12,6,9
"6",0,1,0,0,0
"7",84,81,15,4,6
"8",90,79,14,7,7
"9",76,74,11,3,9
"10",79,68,16,6,9
"11",2,2,0,1,0
"12",87,84,13,8,7
"13",77,72,17,4,7
"14",80,85,16,6,7
"15",72,76,16,5,9
"16",81,88,16,8,7
"17",74,73,15,5,8
"18",0,1,0,0,0
"19",80,83,11,4,10
"20",76,84,10,8,8
"21",84,72,11,7,7
"22",84,66,13,5,8
"23",0,1,0,0,0
"24",75,91,15,4,10
"25",82,77,15,4,7
"26",86,75,14,8,7
"27",73,91,14,6,7
"28",98,86,16,6,10
"29",85,66,13,6,9
"30",88,81,18,6,7
"31",0,1,0,0,0
"32",0,1,0,0,0
"33",79,77,14,5,9
"34",88,80,9,5,6
"35",89,74,16,7,9
"36",87,85,16,6,8
"37",75,73,16,8,9
"38",0,1,0,0,0
"39",0,1,0,0,0
"40",81,82,14,8,8
"41",0,1,0,0,0
"42",84,85,14,7,7
"43",76,86,16,7,7
"44",1,1,0,0,0
"45",83,86,11,7,8
"46",83,87,12,8,9
"47",80,80,17,4,8
"48",86,76,15,5,8
"49",0,1,0,0,0
"50",87,84,16,6,9
"51",80,77,13,5,8
"52",1,1,0,0,0
"53",68,62,12,6,9
"54",88,95,15,4,8
"55",103,81,11,5,7
"56",1,1,0,0,0
"57",84,74,18,4,6
"58",0,1,0,0,0
"59",1,1,0,0,0
"60",0,1,0,0,0
"61",79,86,13,5,11
"62",92,77,13,5,6
"63",0,1,0,0,0
"64",79,85,15,4,8
"65",0,1,0,0,0
"66",71,78,14,6,8
"67",85,87,13,5,11
"68",87,79,13,5,10
"69",77,70,14,4,7
"70",0,1,0,0,0
"71",0,1,0,0,0
"72",82,61,13,7,7
"73",82,78,10,3,12
"74",92,81,14,6,9
"75",65,65,17,5,5
"76",74,77,18,5,8
"77",73,70,14,6,7
"78",78,67,16,6,8
"79",82,85,18,5,9
"80",0,1,0,0,0
"81",82,75,12,6,7
"82",75,76,14,4,7
"83",79,83,18,4,7
"84",81,78,17,5,6
"85",0,1,0,0,0
"86",81,84,12,4,8
"87",83,87,13,5,9
"88",72,76,17,5,9
"89",82,84,11,5,7
"90",79,67,12,7,6
"91",0,1,0,0,0
"92",87,71,18,6,7
"93",80,73,12,4,7
"94",79,77,13,6,7
"95",0,1,0,0,0
"96",73,83,15,4,10
"97",0,1,0,0,0
"98",0,1,1,0,0
"99",78,74,16,4,7
"100",84,82,16,7,8
"101",78,77,12,6,7
"102",96,76,14,5,10
"103",74,65,15,4,5
"104",85,73,15,4,11
"105",87,74,14,9,10
"106",1,1,0,0,0
"107",1,1,1,0,1
"108",94,90,13,3,8
"109",83,80,13,7,9
"110",74,74,16,5,5
"111",0,1,0,0,0
"112",79,77,19,6,8
"113",0,1,0,0,0
"114",0,1,0,0,0
"115",81,85,16,6,10
"116",0,1,0,0,0
"117",85,72,12,4,10
"118",0,1,0,0,0
"119",85,69,14,6,8
"120",92,75,16,5,8
"121",77,71,13,5,7
"122",77,80,13,6,11
"123",84,77,14,3,9
"124",0,1,0,0,0
"125",95,79,15,4,10
"126",71,65,12,4,7
"127",81,98,14,5,12
"128",97,82,11,6,9
"129",89,80,18,7,7
"130",86,73,13,5,7
"131",86,85,11,7,12
"132",88,78,16,4,8
"133",93,95,16,6,8
"134",88,75,13,3,7
"135",76,77,11,5,7
"136",71,81,12,6,8
"137",0,1,0,0,0
"138",82,68,13,6,7
"139",82,71,13,5,7
"140",78,75,11,6,9
"141",0,1,0,0,0
"142",78,79,14,5,9
"143",81,80,15,6,8
"144",0,1,0,0,0
"145",0,1,0,0,0
"146",76,86,15,4,8
"147",0,1,0,0,0
"148",85,81,15,6,9
"149",78,76,11,4,8
"150",87,87,15,5,11
"151",87,82,12,6,5
"152",88,76,17,6,7
"153",83,83,13,4,8
"154",90,79,18,5,8
"155",90,85,14,3,9
"156",87,84,13,4,11
"157",101,88,19,7,10
"158",78,71,12,4,8
"159",70,69,16,5,8
"160",76,83,14,8,8
"161",0,1,0,0,0
"162",72,76,13,4,8
"163",77,74,13,5,8
"164",0,1,0,0,0
"165",0,1,0,0,0
"166",94,74,16,5,7
"167",80,70,18,6,9
"168",75,65,11,6,6
"169",98,78,15,4,6
"170",0,1,0,0,0
"171",88,85,14,9,8
"172",0,1,0,0,0
"173",0,1,0,0,0
"174",69,68,14,5,7
"175",82,75,13,5,6
"176",93,76,14,6,10
"177",78,92,12,5,7
"178",80,69,13,7,9
"179",80,73,11,7,9
"180",1,1,0,0,0
"181",79,71,15,5,10
"182",93,83,16,5,8
"183",80,77,12,5,10
"184",87,78,15,6,10
"185",81,80,12,5,5
"186",83,83,12,4,11
"187",0,1,0,0,0
"188",89,87,13,4,6
"189",87,76,14,4,6
"190",75,74,13,7,8
"191",0,2,0,0,0
"192",81,86,15,5,9
"193",86,82,14,3,8
"194",96,85,13,5,7
"195",95,100,12,8,10
"196",1,1,0,0,0
"197",79,95,13,3,9
"198",92,79,13,6,10
"199",75,75,16,4,8
"200",83,79,13,5,7
"201",82,86,17,5,8
"202",92,80,13,6,8
"203",79,97,13,5,8
"204",84,74,13,6,11
"205",89,85,14,5,8
"206",91,76,15,4,8
"207",1,1,0,0,0
"208",83,85,14,7,7
"209",86,78,11,6,10
"210",83,78,16,5,7
"211",78,83,16,7,9
"212",81,85,14,6,7
"213",0,1,0,0,0
"214",78,81,14,4,12
"215",82,68,11,5,5
"216",86,84,21,7,9
"217",78,73,17,6,9
"218",87,76,13,6,6
"219",84,83,18,4,7
"220",76,69,13,5,7
"221",84,75,16,5,9
"222",78,87,13,5,6
"223",77,71,13,4,8
"224",81,84,15,6,8
"225",84,71,15,6,7
"226",75,84,10,4,7
"227",79,75,16,5,8
"228",1,1,0,0,0
"229",73,64,12,4,8
"230",91,88,15,5,7
"231",1,1,0,0,0
"232",87,73,14,4,7
"233",0,1,0,0,0
"234",71,75,15,6,7
"235",64,70,15,5,6
"236",82,80,11,6,7
"237",87,72,14,6,9
"238",88,78,13,7,6
"239",0,1,1,0,0
"240",0,1,0,0,0
"241",92,82,13,5,9
"242",0,1,0,0,0
"243",79,88,19,4,7
"244",0,1,0,0,0
"245",72,70,15,4,6
"246",79,70,11,4,7
"247",0,1,0,0,0
"248",77,83,14,5,7
"249",0,1,0,0,0
"250",96,84,11,8,8
"251",0,1,0,0,0
"252",0,1,0,0,0
"253",87,81,14,5,10
"254",0,1,0,0,0
"255",0,1,0,0,0
"256",0,1,0,0,0
"257",88,100,13,6,10
"258",0,1,0,0,0
"259",87,83,14,7,8
"260",0,1,0,0,0
"261",91,78,11,5,12
"262",0,1,0,0,0
"263",89,95,13,4,9
"264",84,76,16,5,8
"265",2,1,0,0,0
"266",80,81,11,3,7
"267",98,88,16,4,8
"268",1,1,0,0,0
"269",91,72,19,6,10
"270",86,95,14,7,9
"271",73,78,12,6,12
"272",74,79,15,6,6
"273",0,1,0,0,0
"274",86,90,14,6,9
"275",78,86,18,5,9
"276",81,91,20,7,8
"277",98,80,17,5,6
"278",0,1,0,0,0
"279",0,1,0,0,0
"280",86,90,12,5,9
"281",81,70,14,7,7
"282",85,76,16,6,7
"283",81,78,12,4,9
"284",80,72,17,5,9
"285",84,85,15,5,7
"286",0,1,0,0,0
"287",0,1,0,0,0
"288",2,1,0,0,0
"289",0,1,0,0,0
"290",82,75,15,4,8
"291",0,1,0,0,0
"292",0,1,0,0,0
"293",79,88,17,6,8
"294",79,83,18,5,10
"295",77,74,14,3,6
"296",0,1,0,0,0
"297",73,77,12,5,10
"298",77,75,13,6,6
"299",0,1,0,0,0
"300",83,82,15,5,8
"301",91,90,13,5,7
"302",100,76,11,6,10
"303",77,84,17,5,12
"304",78,99,13,6,7
"305",107,79,14,7,11
"306",1,1,0,1,0
"307",81,87,14,6,8
"308",77,83,14,5,8
"309",0,1,0,0,0
"310",84,96,14,6,9
"311",78,89,10,5,9
"312",65,81,13,6,11
"313",82,94,13,7,8
"314",0,1,0,0,0
"315",82,76,16,5,8
"316",0,1,0,0,0
"317",85,91,11,7,8
"318",80,79,15,4,7
"319",86,77,15,6,8
"320",87,79,13,6,7
"321",87,81,15,3,6
"322",95,88,16,7,6
"323",85,73,13,5,5
"324",79,81,14,9,12
"325",73,71,15,5,5
"326",0,1,0,0,0
"327",85,69,13,6,7
"328",1,1,0,0,0
"329",0,1,0,0,0
"330",79,93,14,7,8
"331",77,81,13,5,11
"332",87,83,13,4,9
"333",0,1,0,0,0
"334",83,76,13,4,5
"335",79,83,10,7,8
"336",0,1,0,0,0
"337",76,69,13,7,8
"338",104,81,17,4,8
"339",88,78,12,6,8
"340",0,1,0,0,0
"341",0,1,0,0,0
"342",78,69,12,5,12
"343",81,83,14,4,10
"344",81,74,18,5,8
"345",105,87,16,7,8
"346",94,76,15,7,8
"347",0,1,0,0,0
"348",88,80,18,6,11
"349",90,82,15,5,9
"350",0,1,0,0,0
"351",84,72,14,7,8
"352",88,72,13,7,9
"353",0,1,0,0,0
"354",88,91,14,6,8
"355",75,70,14,7,7
"356",87,76,17,5,9
"357",82,78,15,7,5
"358",78,68,14,4,8
"359",0,1,0,0,0
"360",80,76,10,5,6
"361",93,83,14,6,9
"362",83,95,15,5,8
"363",81,74,13,7,11
"364",0,1,0,0,0
"365",75,71,12,5,10
"366",81,83,14,5,8
"367",94,86,17,7,9
"368",88,84,16,7,7
"369",88,70,15,4,10
"370",79,77,19,5,10
"371",87,76,14,4,8
"372",84,84,13,6,9
"373",0,1,0,0,0
"374",86,76,17,4,8
"375",80,83,11,6,7
"376",82,71,10,6,11
"377",1,1,0,0,0
"378",0,1,0,0,0
"379",77,84,17,5,8
"380",0,1,0,0,0
"381",0,1,0,0,0
"382",0,1,0,0,0
"383",83,89,16,6,8
"384",82,74,14,5,7
"385",83,88,15,6,8
"386",75,79,16,4,7
"387",0,1,0,0,0
"388",1,1,0,0,0
"389",97,77,14,5,10
"390",84,76,13,5,10
"391",1,1,0,0,0
"392",0,1,0,0,0
"393",0,1,0,0,0
"394",75,82,18,6,9
"395",0,1,0,0,0
"396",1,1,0,0,0
"397",81,89,18,7,8
"398",80,68,14,6,9
"399",80,77,14,5,8
"400",87,75,14,5,9
"401",74,85,13,5,9
"402",0,1,0,0,0
"403",86,73,17,8,11
"404",76,84,13,4,10
"405",82,87,19,7,9
"406",92,80,16,5,11
"407",100,68,15,6,7
"408",73,73,14,5,7
"409",71,65,11,5,9
"410",82,69,14,5,9
"411",75,77,15,5,9
"412",0,1,0,0,1
"413",76,75,15,5,8
"414",82,90,15,9,11
"415",90,81,13,6,9
"416",84,70,11,5,8
"417",80,71,17,4,7
"418",96,90,13,5,9
"419",96,75,12,7,6
"420",93,90,20,7,7
"421",82,81,14,5,9
"422",0,1,0,0,0
"423",83,85,11,3,6
"424",0,1,0,0,0
"425",78,89,17,6,9
"426",0,1,0,0,0
"427",82,90,13,6,8
"428",77,79,13,5,9
"429",81,70,17,8,7
"430",0,1,0,0,0
"431",0,1,0,0,0
"432",83,71,19,6,8
"433",1,1,0,0,0
"434",94,96,14,7,10
"435",82,87,11,7,9
"436",0,1,0,0,0
"437",85,91,19,5,8
"438",94,78,15,7,9
"439",74,77,13,5,11
"440",0,1,0,0,0
"441",0,1,0,0,0
"442",91,71,13,5,6
"443",72,73,14,6,6
"444",77,85,11,6,6
"445",76,100,14,7,12
"446",1,1,0,0,0
"447",0,1,0,0,0
"448",0,1,0,0,0
"449",76,88,15,6,8
"450",83,82,12,5,11
"451",0,1,0,0,0
"452",85,80,15,5,7
"453",81,79,15,6,6
"454",85,92,17,6,8
"455",89,83,12,5,12
"456",75,75,19,6,7
"457",82,78,15,5,7
"458",1,1,0,0,0
"459",0,1,0,0,0
"460",1,1,0,0,0
"461",75,71,15,5,8
"462",84,85,14,8,8
"463",85,80,16,6,10
"464",72,77,14,5,8
"465",81,76,12,6,8
"466",0,1,0,0,0
"467",0,1,0,0,0
"468",83,81,15,6,7
"469",89,71,12,7,11
"470",1,1,0,0,0
"471",75,67,13,6,7
"472",0,1,0,0,0
"473",85,85,13,6,9
"474",92,75,11,6,7
"475",88,79,14,6,8
"476",82,79,13,5,6
"477",0,1,0,0,0
"478",74,82,15,7,8
"479",0,1,0,0,0
"480",81,78,17,5,7
"481",70,71,13,5,8
"482",87,91,14,5,7
"483",98,87,16,5,6
"484",82,93,15,6,6
"485",82,77,14,4,9
"486",81,73,14,4,8
"487",72,73,16,5,8
"488",74,83,10,5,8
"489",0,1,0,0,0
"490",79,79,14,7,7
"491",92,82,14,5,9
"492",88,74,15,5,7
"493",1,1,0,0,0
"494",0,1,0,0,0
"495",0,1,0,0,0
"496",89,83,16,7,9
"497",0,1,0,0,0
"498",0,1,0,0,0
"499",79,82,12,4,11
"500",90,66,12,6,10
