Total_pop,Total number of males,Total number of females,Males from 0 to 6 months of age,Males from 6 to 12 months of age,Males from 1 to 2 years of age,Males from 3 to 5 years of age,Males from 6 to 12 years of age,Males from 13 to 17 years of age,Males from 18 to 50 years of age,Males above 50 years of age,Females from 0 to 6 months of age,Females from 6 to 12 months of age,Females from 1 to 2 years of age,Females from 3 to 5 years of age,Females from 6 to 12 years of age,Females from 13 to 17 years of age,Females from 18 to 50 years of age,Females above 50 years of age,total_0_6_months,total_6_12_months,total_1_2,total_3_5,total_6_12,total_13_17,total_18_50,total_over50,Diabetes,Hypertension,Chronic cardiovascular diseases,Chronic respiratory diseases,Chronic kidney failure,Prop_Total number of males,Prop_Total number of females,Prop_total_0_6_months,Prop_total_6_12_months,Prop_total_1_2,Prop_total_3_5,Prop_total_6_12,Prop_total_13_17,Prop_total_18_50,Prop_total_over50,Prop_Diabetes,Prop_Hypertension,Prop_Chronic cardiovascular diseases,Prop_Chronic respiratory diseases,Prop_Chronic kidney failure,Prop_Males from 0 to 6 months of age,Prop_Males from 6 to 12 months of age,Prop_Males from 1 to 2 years of age,Prop_Males from 3 to 5 years of age,Prop_Males from 6 to 12 years of age,Prop_Males from 13 to 17 years of age,Prop_Males from 18 to 50 years of age,Prop_Males above 50 years of age,Prop_Females from 0 to 6 months of age,Prop_Females from 6 to 12 months of age,Prop_Females from 1 to 2 years of age,Prop_Females from 3 to 5 years of age,Prop_Females from 6 to 12 years of age,Prop_Females from 13 to 17 years of age,Prop_Females from 18 to 50 years of age,Prop_Females above 50 years of age
256389,123051,133338,4139,4919,7895,13239,19873,18177,47543,7266,4563,5455,8597,14570,21137,19931,51156,7929,8702,10374,16492,27809,41010,38108,98699,15195,499,681,149,210,12,0.4799386869171454,0.5200613130828545,0.033940613676873815,0.04046195429601114,0.06432413247058182,0.1084640916731997,0.15995226004235752,0.1486335217189505,0.3849580130192793,0.05926541310274622,0.001946261345065506,0.002656120192363947,5.811481771838885e-4,8.190679007289704e-4,4.6803880041655454e-5,0.033636459679319955,0.039975294796466505,0.06416038878188718,0.1075895360460297,0.16150214138852995,0.14771923836458054,0.38636825381345946,0.0590486871297267,0.0342213022544211,0.04091106811261606,0.06447524336648218,0.10927117550885719,0.1585219517316894,0.14947726829560964,0.3836565720199793,0.059465418710345136
